rec,date,time,bar,close,high,low,f1,f2,f3
L,1260814,600,210,77.76,77.84,77.32,L,14,81.4617
L,1260814,600,210,77.76,77.84,77.32,L,15,82.1932
L,1260814,600,210,77.76,77.84,77.32,L,16,82.7325
L,1260814,600,210,77.76,77.84,77.32,L,17,84.8913
L,1260814,600,210,77.76,77.84,77.32,L,18,85.3221
L,1260814,600,210,77.76,77.84,77.32,L,19,84.5320
L,1260814,600,210,77.76,77.84,77.32,L,20,86.0649
L,1260814,600,210,77.76,77.84,77.32,L,21,84.7982
L,1260814,600,210,77.76,77.84,77.32,L,22,85.9130
L,1260814,600,210,77.76,77.84,77.32,L,23,86.5450
L,1260814,600,210,77.76,77.84,77.32,L,24,87.1785
L,1260814,600,210,77.76,77.84,77.32,L,25,85.0685
L,1260814,600,210,77.76,77.84,77.32,L,26,87.6728
L,1260814,600,210,77.76,77.84,77.32,L,27,89.5950
L,1260814,600,210,77.76,77.84,77.32,L,28,92.8356
L,1260814,600,210,77.76,77.84,77.32,L,29,98.2692
L,1260814,600,210,77.76,77.84,77.32,L,30,105.3230
L,1260814,600,210,77.76,77.84,77.32,L,31,107.4738
L,1260814,600,210,77.76,77.84,77.32,L,32,101.7022
L,1260814,600,210,77.76,77.84,77.32,L,33,91.3030
L,1260814,600,210,77.76,77.84,77.32,L,34,100.5628
L,1260814,600,210,77.76,77.84,77.32,L,35,134.9529
L,1260814,600,210,77.76,77.84,77.32,L,36,158.2810
L,1260814,600,210,77.76,77.84,77.32,L,37,139.9200
K,1260814,600,210,77.76,77.84,77.32,77.7331,4
L,1260814,700,211,77.42,77.87,77.03,U,0,77.2900
L,1260814,700,211,77.42,77.87,77.03,U,1,76.0200
L,1260814,700,211,77.42,77.87,77.03,L,0,77.2479
L,1260814,700,211,77.42,77.87,77.03,L,1,77.9518
L,1260814,700,211,77.42,77.87,77.03,L,2,77.8202
L,1260814,700,211,77.42,77.87,77.03,L,3,78.1702
L,1260814,700,211,77.42,77.87,77.03,L,4,76.1603
L,1260814,700,211,77.42,77.87,77.03,L,5,76.5900
L,1260814,700,211,77.42,77.87,77.03,L,6,76.6357
L,1260814,700,211,77.42,77.87,77.03,L,7,77.8923
L,1260814,700,211,77.42,77.87,77.03,L,8,77.7354
L,1260814,700,211,77.42,77.87,77.03,L,9,78.2942
L,1260814,700,211,77.42,77.87,77.03,L,10,77.4148
L,1260814,700,211,77.42,77.87,77.03,L,11,77.0859
L,1260814,700,211,77.42,77.87,77.03,L,12,78.9171
L,1260814,700,211,77.42,77.87,77.03,L,13,80.3832
L,1260814,700,211,77.42,77.87,77.03,L,14,81.5989
L,1260814,700,211,77.42,77.87,77.03,L,15,82.3344
L,1260814,700,211,77.42,77.87,77.03,L,16,82.8767
L,1260814,700,211,77.42,77.87,77.03,L,17,85.0472
L,1260814,700,211,77.42,77.87,77.03,L,18,85.4805
L,1260814,700,211,77.42,77.87,77.03,L,19,84.6860
L,1260814,700,211,77.42,77.87,77.03,L,20,86.2272
L,1260814,700,211,77.42,77.87,77.03,L,21,84.9536
L,1260814,700,211,77.42,77.87,77.03,L,22,86.0745
L,1260814,700,211,77.42,77.87,77.03,L,23,86.7100
L,1260814,700,211,77.42,77.87,77.03,L,24,87.3469
L,1260814,700,211,77.42,77.87,77.03,L,25,85.2255
L,1260814,700,211,77.42,77.87,77.03,L,26,87.8440
L,1260814,700,211,77.42,77.87,77.03,L,27,89.7767
L,1260814,700,211,77.42,77.87,77.03,L,28,93.0350
L,1260814,700,211,77.42,77.87,77.03,L,29,98.4983
L,1260814,700,211,77.42,77.87,77.03,L,30,105.5906
L,1260814,700,211,77.42,77.87,77.03,L,31,107.7532
L,1260814,700,211,77.42,77.87,77.03,L,32,101.9500
L,1260814,700,211,77.42,77.87,77.03,L,33,91.4940
L,1260814,700,211,77.42,77.87,77.03,L,34,100.8044
L,1260814,700,211,77.42,77.87,77.03,L,35,135.3824
L,1260814,700,211,77.42,77.87,77.03,L,36,158.8380
L,1260814,700,211,77.42,77.87,77.03,L,37,140.3767
X,1260814,700,211,77.42,77.87,77.03,77.3269
X,1260814,700,211,77.42,77.87,77.03,76.1069
K,1260814,700,211,77.42,77.87,77.03,77.8499,4
Q,1260814,700,211,77.42,77.87,77.03,77.3269,4
A,1260814,800,212,76.67,77.79,76.67,U,211,77.8700
L,1260814,800,212,76.67,77.79,76.67,L,0,77.3615
L,1260814,800,212,76.67,77.79,76.67,L,1,78.0692
L,1260814,800,212,76.67,77.79,76.67,L,2,77.9369
L,1260814,800,212,76.67,77.79,76.67,L,3,78.2888
L,1260814,800,212,76.67,77.79,76.67,L,4,76.2680
L,1260814,800,212,76.67,77.79,76.67,L,5,76.7000
L,1260814,800,212,76.67,77.79,76.67,L,6,76.7460
L,1260814,800,212,76.67,77.79,76.67,L,7,78.0094
L,1260814,800,212,76.67,77.79,76.67,L,8,77.8517
L,1260814,800,212,76.67,77.79,76.67,L,9,78.4134
L,1260814,800,212,76.67,77.79,76.67,L,10,77.5293
L,1260814,800,212,76.67,77.79,76.67,L,11,77.1986
L,1260814,800,212,76.67,77.79,76.67,L,12,79.0397
L,1260814,800,212,76.67,77.79,76.67,L,13,80.5138
L,1260814,800,212,76.67,77.79,76.67,L,14,81.7361
L,1260814,800,212,76.67,77.79,76.67,L,15,82.4756
L,1260814,800,212,76.67,77.79,76.67,L,16,83.0208
L,1260814,800,212,76.67,77.79,76.67,L,17,85.2032
L,1260814,800,212,76.67,77.79,76.67,L,18,85.6388
L,1260814,800,212,76.67,77.79,76.67,L,19,84.8400
L,1260814,800,212,76.67,77.79,76.67,L,20,86.3896
L,1260814,800,212,76.67,77.79,76.67,L,21,85.1091
L,1260814,800,212,76.67,77.79,76.67,L,22,86.2361
L,1260814,800,212,76.67,77.79,76.67,L,23,86.8750
L,1260814,800,212,76.67,77.79,76.67,L,24,87.5154
L,1260814,800,212,76.67,77.79,76.67,L,25,85.3824
L,1260814,800,212,76.67,77.79,76.67,L,26,88.0151
L,1260814,800,212,76.67,77.79,76.67,L,27,89.9583
L,1260814,800,212,76.67,77.79,76.67,L,28,93.2344
L,1260814,800,212,76.67,77.79,76.67,L,29,98.7273
L,1260814,800,212,76.67,77.79,76.67,L,30,105.8582
L,1260814,800,212,76.67,77.79,76.67,L,31,108.0325
L,1260814,800,212,76.67,77.79,76.67,L,32,102.1978
L,1260814,800,212,76.67,77.79,76.67,L,33,91.6850
L,1260814,800,212,76.67,77.79,76.67,L,34,101.0460
L,1260814,800,212,76.67,77.79,76.67,L,35,135.8119
L,1260814,800,212,76.67,77.79,76.67,L,36,159.3950
L,1260814,800,212,76.67,77.79,76.67,L,37,140.8333
K,1260814,800,212,76.67,77.79,76.67,77.9668,4
L,1260814,900,213,76.22,76.81,75.94,L,0,77.4750
L,1260814,900,213,76.22,76.81,75.94,L,1,78.1866
L,1260814,900,213,76.22,76.81,75.94,L,2,78.0535
L,1260814,900,213,76.22,76.81,75.94,L,3,78.4074
L,1260814,900,213,76.22,76.81,75.94,L,4,76.3756
L,1260814,900,213,76.22,76.81,75.94,L,5,76.8100
L,1260814,900,213,76.22,76.81,75.94,L,6,76.8562
L,1260814,900,213,76.22,76.81,75.94,L,7,78.1265
L,1260814,900,213,76.22,76.81,75.94,L,8,77.9679
L,1260814,900,213,76.22,76.81,75.94,L,9,78.5327
L,1260814,900,213,76.22,76.81,75.94,L,10,77.6438
L,1260814,900,213,76.22,76.81,75.94,L,11,77.3113
L,1260814,900,213,76.22,76.81,75.94,L,12,79.1624
L,1260814,900,213,76.22,76.81,75.94,L,13,80.6445
L,1260814,900,213,76.22,76.81,75.94,L,14,81.8733
L,1260814,900,213,76.22,76.81,75.94,L,15,82.6168
L,1260814,900,213,76.22,76.81,75.94,L,16,83.1650
L,1260814,900,213,76.22,76.81,75.94,L,17,85.3592
L,1260814,900,213,76.22,76.81,75.94,L,18,85.7971
L,1260814,900,213,76.22,76.81,75.94,L,19,84.9940
L,1260814,900,213,76.22,76.81,75.94,L,20,86.5520
L,1260814,900,213,76.22,76.81,75.94,L,21,85.2645
L,1260814,900,213,76.22,76.81,75.94,L,22,86.3976
L,1260814,900,213,76.22,76.81,75.94,L,23,87.0400
L,1260814,900,213,76.22,76.81,75.94,L,24,87.6838
L,1260814,900,213,76.22,76.81,75.94,L,25,85.5393
L,1260814,900,213,76.22,76.81,75.94,L,26,88.1863
L,1260814,900,213,76.22,76.81,75.94,L,27,90.1400
L,1260814,900,213,76.22,76.81,75.94,L,28,93.4337
L,1260814,900,213,76.22,76.81,75.94,L,29,98.9564
L,1260814,900,213,76.22,76.81,75.94,L,30,106.1258
L,1260814,900,213,76.22,76.81,75.94,L,31,108.3119
L,1260814,900,213,76.22,76.81,75.94,L,32,102.4457
L,1260814,900,213,76.22,76.81,75.94,L,33,91.8760
L,1260814,900,213,76.22,76.81,75.94,L,34,101.2876
L,1260814,900,213,76.22,76.81,75.94,L,35,136.2414
L,1260814,900,213,76.22,76.81,75.94,L,36,159.9520
L,1260814,900,213,76.22,76.81,75.94,L,37,141.2900
K,1260814,900,213,76.22,76.81,75.94,77.4767,3
L,1260814,1000,214,76.16,76.54,76.11,L,0,76.0453
L,1260814,1000,214,76.16,76.54,76.11,L,1,77.5886
L,1260814,1000,214,76.16,76.54,76.11,L,2,78.3040
L,1260814,1000,214,76.16,76.54,76.11,L,3,78.1702
L,1260814,1000,214,76.16,76.54,76.11,L,4,78.5260
L,1260814,1000,214,76.16,76.54,76.11,L,5,76.4833
L,1260814,1000,214,76.16,76.54,76.11,L,6,76.9200
L,1260814,1000,214,76.16,76.54,76.11,L,7,76.9665
L,1260814,1000,214,76.16,76.54,76.11,L,8,78.2436
L,1260814,1000,214,76.16,76.54,76.11,L,9,78.0841
L,1260814,1000,214,76.16,76.54,76.11,L,10,78.6519
L,1260814,1000,214,76.16,76.54,76.11,L,11,77.7583
L,1260814,1000,214,76.16,76.54,76.11,L,12,77.4240
L,1260814,1000,214,76.16,76.54,76.11,L,13,79.2850
L,1260814,1000,214,76.16,76.54,76.11,L,14,80.7751
L,1260814,1000,214,76.16,76.54,76.11,L,15,82.0106
L,1260814,1000,214,76.16,76.54,76.11,L,16,82.7580
L,1260814,1000,214,76.16,76.54,76.11,L,17,83.3092
L,1260814,1000,214,76.16,76.54,76.11,L,18,85.5151
L,1260814,1000,214,76.16,76.54,76.11,L,19,85.9554
L,1260814,1000,214,76.16,76.54,76.11,L,20,85.1480
L,1260814,1000,214,76.16,76.54,76.11,L,21,86.7144
L,1260814,1000,214,76.16,76.54,76.11,L,22,85.4200
L,1260814,1000,214,76.16,76.54,76.11,L,23,86.5592
L,1260814,1000,214,76.16,76.54,76.11,L,24,87.2050
L,1260814,1000,214,76.16,76.54,76.11,L,25,87.8523
L,1260814,1000,214,76.16,76.54,76.11,L,26,85.6962
L,1260814,1000,214,76.16,76.54,76.11,L,27,88.3574
L,1260814,1000,214,76.16,76.54,76.11,L,28,90.3217
L,1260814,1000,214,76.16,76.54,76.11,L,29,93.6331
L,1260814,1000,214,76.16,76.54,76.11,L,30,99.1855
L,1260814,1000,214,76.16,76.54,76.11,L,31,106.3934
L,1260814,1000,214,76.16,76.54,76.11,L,32,108.5913
L,1260814,1000,214,76.16,76.54,76.11,L,33,102.6935
L,1260814,1000,214,76.16,76.54,76.11,L,34,92.0670
L,1260814,1000,214,76.16,76.54,76.11,L,35,101.5292
L,1260814,1000,214,76.16,76.54,76.11,L,36,136.6710
L,1260814,1000,214,76.16,76.54,76.11,L,37,160.5090
L,1260814,1000,214,76.16,76.54,76.11,L,38,141.7467
L,1260814,1100,215,76.33,76.35,76.08,L,0,76.1506
L,1260814,1100,215,76.33,76.35,76.08,L,1,77.7022
L,1260814,1100,215,76.33,76.35,76.08,L,2,78.4214
L,1260814,1100,215,76.33,76.35,76.08,L,3,78.2869
L,1260814,1100,215,76.33,76.35,76.08,L,4,78.6446
L,1260814,1100,215,76.33,76.35,76.08,L,5,76.5910
L,1260814,1100,215,76.33,76.35,76.08,L,6,77.0300
L,1260814,1100,215,76.33,76.35,76.08,L,7,77.0767
L,1260814,1100,215,76.33,76.35,76.08,L,8,78.3606
L,1260814,1100,215,76.33,76.35,76.08,L,9,78.2003
L,1260814,1100,215,76.33,76.35,76.08,L,10,78.7712
L,1260814,1100,215,76.33,76.35,76.08,L,11,77.8728
L,1260814,1100,215,76.33,76.35,76.08,L,12,77.5367
L,1260814,1100,215,76.33,76.35,76.08,L,13,79.4076
L,1260814,1100,215,76.33,76.35,76.08,L,14,80.9057
L,1260814,1100,215,76.33,76.35,76.08,L,15,82.1478
L,1260814,1100,215,76.33,76.35,76.08,L,16,82.8993
L,1260814,1100,215,76.33,76.35,76.08,L,17,83.4533
L,1260814,1100,215,76.33,76.35,76.08,L,18,85.6711
L,1260814,1100,215,76.33,76.35,76.08,L,19,86.1137
L,1260814,1100,215,76.33,76.35,76.08,L,20,85.3020
L,1260814,1100,215,76.33,76.35,76.08,L,21,86.8767
L,1260814,1100,215,76.33,76.35,76.08,L,22,85.5755
L,1260814,1100,215,76.33,76.35,76.08,L,23,86.7207
L,1260814,1100,215,76.33,76.35,76.08,L,24,87.3700
L,1260814,1100,215,76.33,76.35,76.08,L,25,88.0208
L,1260814,1100,215,76.33,76.35,76.08,L,26,85.8532
L,1260814,1100,215,76.33,76.35,76.08,L,27,88.5286
L,1260814,1100,215,76.33,76.35,76.08,L,28,90.5033
L,1260814,1100,215,76.33,76.35,76.08,L,29,93.8325
L,1260814,1100,215,76.33,76.35,76.08,L,30,99.4145
L,1260814,1100,215,76.33,76.35,76.08,L,31,106.6610
L,1260814,1100,215,76.33,76.35,76.08,L,32,108.8706
L,1260814,1100,215,76.33,76.35,76.08,L,33,102.9413
L,1260814,1100,215,76.33,76.35,76.08,L,34,92.2580
L,1260814,1100,215,76.33,76.35,76.08,L,35,101.7708
L,1260814,1100,215,76.33,76.35,76.08,L,36,137.1005
L,1260814,1100,215,76.33,76.35,76.08,L,37,161.0660
L,1260814,1100,215,76.33,76.35,76.08,L,38,142.2033
L,1260814,1200,216,76.38,76.50,76.18,L,0,76.1849
L,1260814,1200,216,76.38,76.50,76.18,L,1,76.2560
L,1260814,1200,216,76.38,76.50,76.18,L,2,77.8158
L,1260814,1200,216,76.38,76.50,76.18,L,3,78.5388
L,1260814,1200,216,76.38,76.50,76.18,L,4,78.4036
L,1260814,1200,216,76.38,76.50,76.18,L,5,78.7632
L,1260814,1200,216,76.38,76.50,76.18,L,6,76.6986
L,1260814,1200,216,76.38,76.50,76.18,L,7,77.1400
L,1260814,1200,216,76.38,76.50,76.18,L,8,77.1870
L,1260814,1200,216,76.38,76.50,76.18,L,9,78.4777
L,1260814,1200,216,76.38,76.50,76.18,L,10,78.3166
L,1260814,1200,216,76.38,76.50,76.18,L,11,78.8905
L,1260814,1200,216,76.38,76.50,76.18,L,12,77.9872
L,1260814,1200,216,76.38,76.50,76.18,L,13,77.6494
L,1260814,1200,216,76.38,76.50,76.18,L,14,79.5303
L,1260814,1200,216,76.38,76.50,76.18,L,15,81.0363
L,1260814,1200,216,76.38,76.50,76.18,L,16,82.2850
L,1260814,1200,216,76.38,76.50,76.18,L,17,83.0405
L,1260814,1200,216,76.38,76.50,76.18,L,18,83.5975
L,1260814,1200,216,76.38,76.50,76.18,L,19,85.8271
L,1260814,1200,216,76.38,76.50,76.18,L,20,86.2721
L,1260814,1200,216,76.38,76.50,76.18,L,21,85.4560
L,1260814,1200,216,76.38,76.50,76.18,L,22,87.0391
L,1260814,1200,216,76.38,76.50,76.18,L,23,85.7309
L,1260814,1200,216,76.38,76.50,76.18,L,24,86.8823
L,1260814,1200,216,76.38,76.50,76.18,L,25,87.5350
L,1260814,1200,216,76.38,76.50,76.18,L,26,88.1892
L,1260814,1200,216,76.38,76.50,76.18,L,27,86.0101
L,1260814,1200,216,76.38,76.50,76.18,L,28,88.6998
L,1260814,1200,216,76.38,76.50,76.18,L,29,90.6850
L,1260814,1200,216,76.38,76.50,76.18,L,30,94.0319
L,1260814,1200,216,76.38,76.50,76.18,L,31,99.6436
L,1260814,1200,216,76.38,76.50,76.18,L,32,106.9287
L,1260814,1200,216,76.38,76.50,76.18,L,33,109.1500
L,1260814,1200,216,76.38,76.50,76.18,L,34,103.1891
L,1260814,1200,216,76.38,76.50,76.18,L,35,92.4490
L,1260814,1200,216,76.38,76.50,76.18,L,36,102.0124
L,1260814,1200,216,76.38,76.50,76.18,L,37,137.5300
L,1260814,1200,216,76.38,76.50,76.18,L,38,161.6230
L,1260814,1200,216,76.38,76.50,76.18,L,39,142.6600
L,1260814,1300,217,76.79,76.82,76.28,L,0,76.2899
L,1260814,1300,217,76.79,76.82,76.28,L,1,76.3613
L,1260814,1300,217,76.79,76.82,76.28,L,2,77.9293
L,1260814,1300,217,76.79,76.82,76.28,L,3,78.6562
L,1260814,1300,217,76.79,76.82,76.28,L,4,78.5203
L,1260814,1300,217,76.79,76.82,76.28,L,5,78.8818
L,1260814,1300,217,76.79,76.82,76.28,L,6,76.8063
L,1260814,1300,217,76.79,76.82,76.28,L,7,77.2500
L,1260814,1300,217,76.79,76.82,76.28,L,8,77.2972
L,1260814,1300,217,76.79,76.82,76.28,L,9,78.5948
L,1260814,1300,217,76.79,76.82,76.28,L,10,78.4328
L,1260814,1300,217,76.79,76.82,76.28,L,11,79.0097
L,1260814,1300,217,76.79,76.82,76.28,L,12,78.1017
L,1260814,1300,217,76.79,76.82,76.28,L,13,77.7621
L,1260814,1300,217,76.79,76.82,76.28,L,14,79.6529
L,1260814,1300,217,76.79,76.82,76.28,L,15,81.1669
L,1260814,1300,217,76.79,76.82,76.28,L,16,82.4222
L,1260814,1300,217,76.79,76.82,76.28,L,17,83.1817
L,1260814,1300,217,76.79,76.82,76.28,L,18,83.7417
L,1260814,1300,217,76.79,76.82,76.28,L,19,85.9830
L,1260814,1300,217,76.79,76.82,76.28,L,20,86.4304
L,1260814,1300,217,76.79,76.82,76.28,L,21,85.6100
L,1260814,1300,217,76.79,76.82,76.28,L,22,87.2015
L,1260814,1300,217,76.79,76.82,76.28,L,23,85.8864
L,1260814,1300,217,76.79,76.82,76.28,L,24,87.0438
L,1260814,1300,217,76.79,76.82,76.28,L,25,87.7000
L,1260814,1300,217,76.79,76.82,76.28,L,26,88.3577
L,1260814,1300,217,76.79,76.82,76.28,L,27,86.1670
L,1260814,1300,217,76.79,76.82,76.28,L,28,88.8709
L,1260814,1300,217,76.79,76.82,76.28,L,29,90.8667
L,1260814,1300,217,76.79,76.82,76.28,L,30,94.2312
L,1260814,1300,217,76.79,76.82,76.28,L,31,99.8727
L,1260814,1300,217,76.79,76.82,76.28,L,32,107.1963
L,1260814,1300,217,76.79,76.82,76.28,L,33,109.4294
L,1260814,1300,217,76.79,76.82,76.28,L,34,103.4370
L,1260814,1300,217,76.79,76.82,76.28,L,35,92.6400
L,1260814,1300,217,76.79,76.82,76.28,L,36,102.2540
L,1260814,1300,217,76.79,76.82,76.28,L,37,137.9595
L,1260814,1300,217,76.79,76.82,76.28,L,38,162.1800
L,1260814,1300,217,76.79,76.82,76.28,L,39,143.1167
L,1260814,1400,218,76.83,76.85,76.66,L,0,76.3948
L,1260814,1400,218,76.83,76.85,76.66,L,1,76.4666
L,1260814,1400,218,76.83,76.85,76.66,L,2,78.0429
L,1260814,1400,218,76.83,76.85,76.66,L,3,78.7736
L,1260814,1400,218,76.83,76.85,76.66,L,4,78.6370
L,1260814,1400,218,76.83,76.85,76.66,L,5,79.0004
L,1260814,1400,218,76.83,76.85,76.66,L,6,76.9140
L,1260814,1400,218,76.83,76.85,76.66,L,7,77.3600
L,1260814,1400,218,76.83,76.85,76.66,L,8,77.4075
L,1260814,1400,218,76.83,76.85,76.66,L,9,78.7119
L,1260814,1400,218,76.83,76.85,76.66,L,10,78.5490
L,1260814,1400,218,76.83,76.85,76.66,L,11,79.1290
L,1260814,1400,218,76.83,76.85,76.66,L,12,78.2162
L,1260814,1400,218,76.83,76.85,76.66,L,13,77.8748
L,1260814,1400,218,76.83,76.85,76.66,L,14,79.7756
L,1260814,1400,218,76.83,76.85,76.66,L,15,81.2975
L,1260814,1400,218,76.83,76.85,76.66,L,16,82.5594
L,1260814,1400,218,76.83,76.85,76.66,L,17,83.3229
L,1260814,1400,218,76.83,76.85,76.66,L,18,83.8858
L,1260814,1400,218,76.83,76.85,76.66,L,19,86.1390
L,1260814,1400,218,76.83,76.85,76.66,L,20,86.5887
L,1260814,1400,218,76.83,76.85,76.66,L,21,85.7640
L,1260814,1400,218,76.83,76.85,76.66,L,22,87.3639
L,1260814,1400,218,76.83,76.85,76.66,L,23,86.0418
L,1260814,1400,218,76.83,76.85,76.66,L,24,87.2054
L,1260814,1400,218,76.83,76.85,76.66,L,25,87.8650
L,1260814,1400,218,76.83,76.85,76.66,L,26,88.5262
L,1260814,1400,218,76.83,76.85,76.66,L,27,86.3240
L,1260814,1400,218,76.83,76.85,76.66,L,28,89.0421
L,1260814,1400,218,76.83,76.85,76.66,L,29,91.0483
L,1260814,1400,218,76.83,76.85,76.66,L,30,94.4306
L,1260814,1400,218,76.83,76.85,76.66,L,31,100.1017
L,1260814,1400,218,76.83,76.85,76.66,L,32,107.4639
L,1260814,1400,218,76.83,76.85,76.66,L,33,109.7087
L,1260814,1400,218,76.83,76.85,76.66,L,34,103.6848
L,1260814,1400,218,76.83,76.85,76.66,L,35,92.8310
L,1260814,1400,218,76.83,76.85,76.66,L,36,102.4956
L,1260814,1400,218,76.83,76.85,76.66,L,37,138.3890
L,1260814,1400,218,76.83,76.85,76.66,L,38,162.7370
L,1260814,1400,218,76.83,76.85,76.66,L,39,143.5733
L,1260814,1500,219,76.77,76.83,76.71,U,0,76.7043
L,1260814,1500,219,76.77,76.83,76.71,L,0,76.4998
L,1260814,1500,219,76.77,76.83,76.71,L,1,76.5719
L,1260814,1500,219,76.77,76.83,76.71,L,2,78.1565
L,1260814,1500,219,76.77,76.83,76.71,L,3,78.8910
L,1260814,1500,219,76.77,76.83,76.71,L,4,78.7537
L,1260814,1500,219,76.77,76.83,76.71,L,5,79.1189
L,1260814,1500,219,76.77,76.83,76.71,L,6,77.0216
L,1260814,1500,219,76.77,76.83,76.71,L,7,77.4700
L,1260814,1500,219,76.77,76.83,76.71,L,8,77.5177
L,1260814,1500,219,76.77,76.83,76.71,L,9,78.8290
L,1260814,1500,219,76.77,76.83,76.71,L,10,78.6652
L,1260814,1500,219,76.77,76.83,76.71,L,11,79.2483
L,1260814,1500,219,76.77,76.83,76.71,L,12,78.3307
L,1260814,1500,219,76.77,76.83,76.71,L,13,77.9874
L,1260814,1500,219,76.77,76.83,76.71,L,14,79.8982
L,1260814,1500,219,76.77,76.83,76.71,L,15,81.4282
L,1260814,1500,219,76.77,76.83,76.71,L,16,82.6967
L,1260814,1500,219,76.77,76.83,76.71,L,17,83.4641
L,1260814,1500,219,76.77,76.83,76.71,L,18,84.0300
L,1260814,1500,219,76.77,76.83,76.71,L,19,86.2950
L,1260814,1500,219,76.77,76.83,76.71,L,20,86.7470
L,1260814,1500,219,76.77,76.83,76.71,L,21,85.9180
L,1260814,1500,219,76.77,76.83,76.71,L,22,87.5262
L,1260814,1500,219,76.77,76.83,76.71,L,23,86.1973
L,1260814,1500,219,76.77,76.83,76.71,L,24,87.3669
L,1260814,1500,219,76.77,76.83,76.71,L,25,88.0300
L,1260814,1500,219,76.77,76.83,76.71,L,26,88.6946
L,1260814,1500,219,76.77,76.83,76.71,L,27,86.4809
L,1260814,1500,219,76.77,76.83,76.71,L,28,89.2133
L,1260814,1500,219,76.77,76.83,76.71,L,29,91.2300
L,1260814,1500,219,76.77,76.83,76.71,L,30,94.6300
L,1260814,1500,219,76.77,76.83,76.71,L,31,100.3308
L,1260814,1500,219,76.77,76.83,76.71,L,32,107.7315
L,1260814,1500,219,76.77,76.83,76.71,L,33,109.9881
L,1260814,1500,219,76.77,76.83,76.71,L,34,103.9326
L,1260814,1500,219,76.77,76.83,76.71,L,35,93.0220
L,1260814,1500,219,76.77,76.83,76.71,L,36,102.7372
L,1260814,1500,219,76.77,76.83,76.71,L,37,138.8186
L,1260814,1500,219,76.77,76.83,76.71,L,38,163.2940
L,1260814,1500,219,76.77,76.83,76.71,L,39,144.0300
K,1260814,1500,219,76.77,76.83,76.71,76.5920,3
L,1260814,1600,220,76.76,76.80,76.76,U,0,76.5586
L,1260814,1600,220,76.76,76.80,76.76,L,0,76.6047
L,1260814,1600,220,76.76,76.80,76.76,L,1,76.6773
L,1260814,1600,220,76.76,76.80,76.76,L,2,78.2701
L,1260814,1600,220,76.76,76.80,76.76,L,3,79.0084
L,1260814,1600,220,76.76,76.80,76.76,L,4,78.8703
L,1260814,1600,220,76.76,76.80,76.76,L,5,79.2375
L,1260814,1600,220,76.76,76.80,76.76,L,6,77.1293
L,1260814,1600,220,76.76,76.80,76.76,L,7,77.5800
L,1260814,1600,220,76.76,76.80,76.76,L,8,77.6280
L,1260814,1600,220,76.76,76.80,76.76,L,9,78.9460
L,1260814,1600,220,76.76,76.80,76.76,L,10,78.7815
L,1260814,1600,220,76.76,76.80,76.76,L,11,79.3675
L,1260814,1600,220,76.76,76.80,76.76,L,12,78.4452
L,1260814,1600,220,76.76,76.80,76.76,L,13,78.1001
L,1260814,1600,220,76.76,76.80,76.76,L,14,80.0209
L,1260814,1600,220,76.76,76.80,76.76,L,15,81.5588
L,1260814,1600,220,76.76,76.80,76.76,L,16,82.8339
L,1260814,1600,220,76.76,76.80,76.76,L,17,83.6054
L,1260814,1600,220,76.76,76.80,76.76,L,18,84.1742
L,1260814,1600,220,76.76,76.80,76.76,L,19,86.4509
L,1260814,1600,220,76.76,76.80,76.76,L,20,86.9053
L,1260814,1600,220,76.76,76.80,76.76,L,21,86.0720
L,1260814,1600,220,76.76,76.80,76.76,L,22,87.6886
L,1260814,1600,220,76.76,76.80,76.76,L,23,86.3527
L,1260814,1600,220,76.76,76.80,76.76,L,24,87.5285
L,1260814,1600,220,76.76,76.80,76.76,L,25,88.1950
L,1260814,1600,220,76.76,76.80,76.76,L,26,88.8631
L,1260814,1600,220,76.76,76.80,76.76,L,27,86.6378
L,1260814,1600,220,76.76,76.80,76.76,L,28,89.3844
L,1260814,1600,220,76.76,76.80,76.76,L,29,91.4117
L,1260814,1600,220,76.76,76.80,76.76,L,30,94.8294
L,1260814,1600,220,76.76,76.80,76.76,L,31,100.5599
L,1260814,1600,220,76.76,76.80,76.76,L,32,107.9991
L,1260814,1600,220,76.76,76.80,76.76,L,33,110.2675
L,1260814,1600,220,76.76,76.80,76.76,L,34,104.1804
L,1260814,1600,220,76.76,76.80,76.76,L,35,93.2130
L,1260814,1600,220,76.76,76.80,76.76,L,36,102.9788
L,1260814,1600,220,76.76,76.80,76.76,L,37,139.2481
L,1260814,1600,220,76.76,76.80,76.76,L,38,163.8510
L,1260814,1600,220,76.76,76.80,76.76,L,39,144.4867
X,1260814,1600,220,76.76,76.80,76.76,76.5854
X,1260814,1600,220,76.76,76.80,76.76,76.6275
K,1260814,1600,220,76.76,76.80,76.76,76.6135,3
Q,1260814,1600,220,76.76,76.80,76.76,76.5854,2
L,1260814,1700,221,76.72,76.78,76.69,U,0,76.4129
L,1260814,1700,221,76.72,76.78,76.69,L,0,76.7097
L,1260814,1700,221,76.72,76.78,76.69,L,1,76.7826
L,1260814,1700,221,76.72,76.78,76.69,L,2,78.3836
L,1260814,1700,221,76.72,76.78,76.69,L,3,79.1258
L,1260814,1700,221,76.72,76.78,76.69,L,4,78.9870
L,1260814,1700,221,76.72,76.78,76.69,L,5,79.3561
L,1260814,1700,221,76.72,76.78,76.69,L,6,77.2369
L,1260814,1700,221,76.72,76.78,76.69,L,7,77.6900
