rec,date,time,bar,close,high,low,f1,f2,f3
L,1260901,1400,410,69.20,69.36,69.05,U,23,61.6125
L,1260901,1400,410,69.20,69.36,69.05,U,24,60.8011
L,1260901,1400,410,69.20,69.36,69.05,U,25,60.8930
L,1260901,1400,410,69.20,69.36,69.05,U,26,60.7960
L,1260901,1400,410,69.20,69.36,69.05,U,27,54.8750
L,1260901,1400,410,69.20,69.36,69.05,U,28,53.5453
L,1260901,1400,410,69.20,69.36,69.05,U,29,54.8370
L,1260901,1400,410,69.20,69.36,69.05,U,30,54.2459
L,1260901,1400,410,69.20,69.36,69.05,U,31,56.3396
L,1260901,1400,410,69.20,69.36,69.05,U,32,51.6820
L,1260901,1400,410,69.20,69.36,69.05,U,33,53.1211
L,1260901,1400,410,69.20,69.36,69.05,U,34,53.8265
L,1260901,1400,410,69.20,69.36,69.05,U,35,45.1720
L,1260901,1400,410,69.20,69.36,69.05,U,36,40.4157
L,1260901,1400,410,69.20,69.36,69.05,U,37,35.2464
L,1260901,1400,410,69.20,69.36,69.05,U,38,34.9833
L,1260901,1400,410,69.20,69.36,69.05,U,39,52.2400
L,1260901,1400,410,69.20,69.36,69.05,U,40,64.1440
L,1260901,1400,410,69.20,69.36,69.05,L,0,68.2563
L,1260901,1400,410,69.20,69.36,69.05,L,1,68.5952
L,1260901,1400,410,69.20,69.36,69.05,L,2,69.7997
L,1260901,1400,410,69.20,69.36,69.05,L,3,71.6986
L,1260901,1400,410,69.20,69.36,69.05,L,4,71.6033
L,1260901,1400,410,69.20,69.36,69.05,L,5,71.6049
L,1260901,1400,410,69.20,69.36,69.05,L,6,71.7067
L,1260901,1400,410,69.20,69.36,69.05,L,7,73.2315
L,1260901,1400,410,69.20,69.36,69.05,L,8,74.3002
L,1260901,1400,410,69.20,69.36,69.05,L,9,75.8907
L,1260901,1400,410,69.20,69.36,69.05,L,10,76.0534
L,1260901,1400,410,69.20,69.36,69.05,L,11,75.3331
L,1260901,1400,410,69.20,69.36,69.05,L,12,77.0657
L,1260901,1400,410,69.20,69.36,69.05,L,13,75.8107
L,1260901,1400,410,69.20,69.36,69.05,L,14,72.6680
L,1260901,1400,410,69.20,69.36,69.05,L,15,74.4915
L,1260901,1400,410,69.20,69.36,69.05,L,16,76.9548
L,1260901,1400,410,69.20,69.36,69.05,L,17,76.5335
L,1260901,1400,410,69.20,69.36,69.05,L,18,83.8950
L,1260901,1400,410,69.20,69.36,69.05,L,19,77.5090
L,1260901,1400,410,69.20,69.36,69.05,L,20,81.7614
L,1260901,1400,410,69.20,69.36,69.05,L,21,99.0875
X,1260901,1400,410,69.20,69.36,69.05,71.5686
X,1260901,1400,410,69.20,69.36,69.05,71.5695
X,1260901,1400,410,69.20,69.36,69.05,73.1861
X,1260901,1400,410,69.20,69.36,69.05,71.5820
X,1260901,1400,410,69.20,69.36,69.05,71.5828
X,1260901,1400,410,69.20,69.36,69.05,71.7046
K,1260901,1400,410,69.20,69.36,69.05,71.5111,5
Q,1260901,1400,410,69.20,69.36,69.05,71.5686,9
L,1260901,1500,411,69.15,69.25,69.07,U,0,69.3120
L,1260901,1500,411,69.15,69.25,69.07,U,1,70.2938
L,1260901,1500,411,69.15,69.25,69.07,U,2,69.6100
L,1260901,1500,411,69.15,69.25,69.07,U,3,71.9392
L,1260901,1500,411,69.15,69.25,69.07,U,4,71.4971
L,1260901,1500,411,69.15,69.25,69.07,U,5,71.0639
L,1260901,1500,411,69.15,69.25,69.07,U,6,70.9894
L,1260901,1500,411,69.15,69.25,69.07,U,7,73.1344
L,1260901,1500,411,69.15,69.25,69.07,U,8,71.5243
L,1260901,1500,411,69.15,69.25,69.07,U,9,71.6672
L,1260901,1500,411,69.15,69.25,69.07,U,10,71.2156
L,1260901,1500,411,69.15,69.25,69.07,U,11,70.3796
L,1260901,1500,411,69.15,69.25,69.07,U,12,70.5180
L,1260901,1500,411,69.15,69.25,69.07,U,13,65.9543
L,1260901,1500,411,69.15,69.25,69.07,U,14,65.0907
L,1260901,1500,411,69.15,69.25,69.07,U,15,64.8437
L,1260901,1500,411,69.15,69.25,69.07,U,16,64.6431
L,1260901,1500,411,69.15,69.25,69.07,U,17,64.0236
L,1260901,1500,411,69.15,69.25,69.07,U,18,65.0389
L,1260901,1500,411,69.15,69.25,69.07,U,19,64.5011
L,1260901,1500,411,69.15,69.25,69.07,U,20,60.1491
L,1260901,1500,411,69.15,69.25,69.07,U,21,60.6425
L,1260901,1500,411,69.15,69.25,69.07,U,22,60.0801
L,1260901,1500,411,69.15,69.25,69.07,U,23,59.9725
L,1260901,1500,411,69.15,69.25,69.07,U,24,61.5229
L,1260901,1500,411,69.15,69.25,69.07,U,25,60.7071
L,1260901,1500,411,69.15,69.25,69.07,U,26,60.7996
L,1260901,1500,411,69.15,69.25,69.07,U,27,60.7020
L,1260901,1500,411,69.15,69.25,69.07,U,28,54.7492
L,1260901,1500,411,69.15,69.25,69.07,U,29,53.4123
L,1260901,1500,411,69.15,69.25,69.07,U,30,54.7109
L,1260901,1500,411,69.15,69.25,69.07,U,31,54.1167
L,1260901,1500,411,69.15,69.25,69.07,U,32,56.2216
L,1260901,1500,411,69.15,69.25,69.07,U,33,51.5390
L,1260901,1500,411,69.15,69.25,69.07,U,34,52.9858
L,1260901,1500,411,69.15,69.25,69.07,U,35,53.6950
L,1260901,1500,411,69.15,69.25,69.07,U,36,44.9940
L,1260901,1500,411,69.15,69.25,69.07,U,37,40.2121
L,1260901,1500,411,69.15,69.25,69.07,U,38,35.0150
L,1260901,1500,411,69.15,69.25,69.07,U,39,34.7506
L,1260901,1500,411,69.15,69.25,69.07,U,40,52.1000
L,1260901,1500,411,69.15,69.25,69.07,U,41,64.0680
L,1260901,1500,411,69.15,69.25,69.07,L,0,68.2595
L,1260901,1500,411,69.15,69.25,69.07,L,1,68.6017
L,1260901,1500,411,69.15,69.25,69.07,L,2,69.8178
L,1260901,1500,411,69.15,69.25,69.07,L,3,71.7352
L,1260901,1500,411,69.15,69.25,69.07,L,4,71.6389
L,1260901,1500,411,69.15,69.25,69.07,L,5,71.6406
L,1260901,1500,411,69.15,69.25,69.07,L,6,71.7433
L,1260901,1500,411,69.15,69.25,69.07,L,7,73.2829
L,1260901,1500,411,69.15,69.25,69.07,L,8,74.3620
L,1260901,1500,411,69.15,69.25,69.07,L,9,75.9680
L,1260901,1500,411,69.15,69.25,69.07,L,10,76.1323
L,1260901,1500,411,69.15,69.25,69.07,L,11,75.4050
L,1260901,1500,411,69.15,69.25,69.07,L,12,77.1543
L,1260901,1500,411,69.15,69.25,69.07,L,13,75.8872
L,1260901,1500,411,69.15,69.25,69.07,L,14,72.7140
L,1260901,1500,411,69.15,69.25,69.07,L,15,74.5552
L,1260901,1500,411,69.15,69.25,69.07,L,16,77.0424
L,1260901,1500,411,69.15,69.25,69.07,L,17,76.6171
L,1260901,1500,411,69.15,69.25,69.07,L,18,84.0500
L,1260901,1500,411,69.15,69.25,69.07,L,19,77.6020
L,1260901,1500,411,69.15,69.25,69.07,L,20,81.8957
L,1260901,1500,411,69.15,69.25,69.07,L,21,99.3900
X,1260901,1500,411,69.15,69.25,69.07,71.7006
K,1260901,1500,411,69.15,69.25,69.07,71.1915,4
Q,1260901,1500,411,69.15,69.25,69.07,71.7006,10
L,1260901,1600,412,69.18,69.29,68.98,U,0,69.2641
L,1260901,1600,412,69.18,69.29,68.98,U,1,70.2510
L,1260901,1600,412,69.18,69.29,68.98,U,2,69.5636
L,1260901,1600,412,69.18,69.29,68.98,U,3,71.9053
L,1260901,1600,412,69.18,69.29,68.98,U,4,71.4608
L,1260901,1600,412,69.18,69.29,68.98,U,5,71.0253
L,1260901,1600,412,69.18,69.29,68.98,U,6,70.9504
L,1260901,1600,412,69.18,69.29,68.98,U,7,73.1068
L,1260901,1600,412,69.18,69.29,68.98,U,8,71.4882
L,1260901,1600,412,69.18,69.29,68.98,U,9,71.6319
L,1260901,1600,412,69.18,69.29,68.98,U,10,71.1778
L,1260901,1600,412,69.18,69.29,68.98,U,11,70.3374
L,1260901,1600,412,69.18,69.29,68.98,U,12,70.4765
L,1260901,1600,412,69.18,69.29,68.98,U,13,65.8883
L,1260901,1600,412,69.18,69.29,68.98,U,14,65.0202
L,1260901,1600,412,69.18,69.29,68.98,U,15,64.7719
L,1260901,1600,412,69.18,69.29,68.98,U,16,64.5702
L,1260901,1600,412,69.18,69.29,68.98,U,17,63.9473
L,1260901,1600,412,69.18,69.29,68.98,U,18,64.9681
L,1260901,1600,412,69.18,69.29,68.98,U,19,64.4274
L,1260901,1600,412,69.18,69.29,68.98,U,20,60.0522
L,1260901,1600,412,69.18,69.29,68.98,U,21,60.5482
L,1260901,1600,412,69.18,69.29,68.98,U,22,59.9828
L,1260901,1600,412,69.18,69.29,68.98,U,23,59.8746
L,1260901,1600,412,69.18,69.29,68.98,U,24,61.4332
L,1260901,1600,412,69.18,69.29,68.98,U,25,60.6132
L,1260901,1600,412,69.18,69.29,68.98,U,26,60.7061
L,1260901,1600,412,69.18,69.29,68.98,U,27,60.6080
L,1260901,1600,412,69.18,69.29,68.98,U,28,54.6233
L,1260901,1600,412,69.18,69.29,68.98,U,29,53.2793
L,1260901,1600,412,69.18,69.29,68.98,U,30,54.5849
L,1260901,1600,412,69.18,69.29,68.98,U,31,53.9875
L,1260901,1600,412,69.18,69.29,68.98,U,32,56.1037
L,1260901,1600,412,69.18,69.29,68.98,U,33,51.3960
L,1260901,1600,412,69.18,69.29,68.98,U,34,52.8505
L,1260901,1600,412,69.18,69.29,68.98,U,35,53.5635
L,1260901,1600,412,69.18,69.29,68.98,U,36,44.8160
L,1260901,1600,412,69.18,69.29,68.98,U,37,40.0086
L,1260901,1600,412,69.18,69.29,68.98,U,38,34.7836
L,1260901,1600,412,69.18,69.29,68.98,U,39,34.5178
L,1260901,1600,412,69.18,69.29,68.98,U,40,51.9600
L,1260901,1600,412,69.18,69.29,68.98,U,41,63.9920
L,1260901,1600,412,69.18,69.29,68.98,L,0,68.2627
L,1260901,1600,412,69.18,69.29,68.98,L,1,68.6081
L,1260901,1600,412,69.18,69.29,68.98,L,2,69.8360
L,1260901,1600,412,69.18,69.29,68.98,L,3,71.7718
L,1260901,1600,412,69.18,69.29,68.98,L,4,71.6746
L,1260901,1600,412,69.18,69.29,68.98,L,5,71.6763
L,1260901,1600,412,69.18,69.29,68.98,L,6,71.7800
L,1260901,1600,412,69.18,69.29,68.98,L,7,73.3344
L,1260901,1600,412,69.18,69.29,68.98,L,8,74.4238
L,1260901,1600,412,69.18,69.29,68.98,L,9,76.0453
L,1260901,1600,412,69.18,69.29,68.98,L,10,76.2111
L,1260901,1600,412,69.18,69.29,68.98,L,11,75.4769
L,1260901,1600,412,69.18,69.29,68.98,L,12,77.2430
L,1260901,1600,412,69.18,69.29,68.98,L,13,75.9637
L,1260901,1600,412,69.18,69.29,68.98,L,14,72.7600
L,1260901,1600,412,69.18,69.29,68.98,L,15,74.6189
L,1260901,1600,412,69.18,69.29,68.98,L,16,77.1300
L,1260901,1600,412,69.18,69.29,68.98,L,17,76.7006
L,1260901,1600,412,69.18,69.29,68.98,L,18,84.2050
L,1260901,1600,412,69.18,69.29,68.98,L,19,77.6950
L,1260901,1600,412,69.18,69.29,68.98,L,20,82.0300
L,1260901,1600,412,69.18,69.29,68.98,L,21,99.6925
X,1260901,1600,412,69.18,69.29,68.98,71.6531
X,1260901,1600,412,69.18,69.29,68.98,71.6540
K,1260901,1600,412,69.18,69.29,68.98,70.3550,3
Q,1260901,1600,412,69.18,69.29,68.98,71.6531,9
L,1260901,1700,413,69.19,69.27,69.10,U,0,69.2422
L,1260901,1700,413,69.19,69.27,69.10,U,1,69.2161
L,1260901,1700,413,69.19,69.27,69.10,U,2,70.2083
L,1260901,1700,413,69.19,69.27,69.10,U,3,69.5173
L,1260901,1700,413,69.19,69.27,69.10,U,4,71.8714
L,1260901,1700,413,69.19,69.27,69.10,U,5,71.4246
L,1260901,1700,413,69.19,69.27,69.10,U,6,70.9867
L,1260901,1700,413,69.19,69.27,69.10,U,7,70.9114
L,1260901,1700,413,69.19,69.27,69.10,U,8,73.0793
L,1260901,1700,413,69.19,69.27,69.10,U,9,71.4520
L,1260901,1700,413,69.19,69.27,69.10,U,10,71.5965
L,1260901,1700,413,69.19,69.27,69.10,U,11,71.1400
L,1260901,1700,413,69.19,69.27,69.10,U,12,70.2951
L,1260901,1700,413,69.19,69.27,69.10,U,13,70.4350
L,1260901,1700,413,69.19,69.27,69.10,U,14,65.8224
L,1260901,1700,413,69.19,69.27,69.10,U,15,64.9496
L,1260901,1700,413,69.19,69.27,69.10,U,16,64.7000
L,1260901,1700,413,69.19,69.27,69.10,U,17,64.4973
L,1260901,1700,413,69.19,69.27,69.10,U,18,63.8711
L,1260901,1700,413,69.19,69.27,69.10,U,19,64.8973
L,1260901,1700,413,69.19,69.27,69.10,U,20,64.3537
L,1260901,1700,413,69.19,69.27,69.10,U,21,59.9552
L,1260901,1700,413,69.19,69.27,69.10,U,22,60.4539
L,1260901,1700,413,69.19,69.27,69.10,U,23,59.8855
L,1260901,1700,413,69.19,69.27,69.10,U,24,59.7767
L,1260901,1700,413,69.19,69.27,69.10,U,25,61.3436
L,1260901,1700,413,69.19,69.27,69.10,U,26,60.5192
L,1260901,1700,413,69.19,69.27,69.10,U,27,60.6126
L,1260901,1700,413,69.19,69.27,69.10,U,28,60.5140
L,1260901,1700,413,69.19,69.27,69.10,U,29,54.4975
L,1260901,1700,413,69.19,69.27,69.10,U,30,53.1463
L,1260901,1700,413,69.19,69.27,69.10,U,31,54.4589
L,1260901,1700,413,69.19,69.27,69.10,U,32,53.8582
L,1260901,1700,413,69.19,69.27,69.10,U,33,55.9857
L,1260901,1700,413,69.19,69.27,69.10,U,34,51.2530
L,1260901,1700,413,69.19,69.27,69.10,U,35,52.7153
L,1260901,1700,413,69.19,69.27,69.10,U,36,53.4321
L,1260901,1700,413,69.19,69.27,69.10,U,37,44.6380
L,1260901,1700,413,69.19,69.27,69.10,U,38,39.8050
L,1260901,1700,413,69.19,69.27,69.10,U,39,34.5523
L,1260901,1700,413,69.19,69.27,69.10,U,40,34.2850
L,1260901,1700,413,69.19,69.27,69.10,U,41,51.8200
L,1260901,1700,413,69.19,69.27,69.10,U,42,63.9160
L,1260901,1700,413,69.19,69.27,69.10,L,0,68.9900
L,1260901,1700,413,69.19,69.27,69.10,L,1,68.2658
L,1260901,1700,413,69.19,69.27,69.10,L,2,68.6146
L,1260901,1700,413,69.19,69.27,69.10,L,3,69.8541
L,1260901,1700,413,69.19,69.27,69.10,L,4,71.8084
L,1260901,1700,413,69.19,69.27,69.10,L,5,71.7102
L,1260901,1700,413,69.19,69.27,69.10,L,6,71.7120
L,1260901,1700,413,69.19,69.27,69.10,L,7,71.8167
L,1260901,1700,413,69.19,69.27,69.10,L,8,73.3859
L,1260901,1700,413,69.19,69.27,69.10,L,9,74.4857
L,1260901,1700,413,69.19,69.27,69.10,L,10,76.1225
L,1260901,1700,413,69.19,69.27,69.10,L,11,76.2900
L,1260901,1700,413,69.19,69.27,69.10,L,12,75.5487
L,1260901,1700,413,69.19,69.27,69.10,L,13,77.3317
L,1260901,1700,413,69.19,69.27,69.10,L,14,76.0402
L,1260901,1700,413,69.19,69.27,69.10,L,15,72.8060
L,1260901,1700,413,69.19,69.27,69.10,L,16,74.6826
L,1260901,1700,413,69.19,69.27,69.10,L,17,77.2176
L,1260901,1700,413,69.19,69.27,69.10,L,18,76.7841
L,1260901,1700,413,69.19,69.27,69.10,L,19,84.3600
L,1260901,1700,413,69.19,69.27,69.10,L,20,77.7880
L,1260901,1700,413,69.19,69.27,69.10,L,21,82.1643
L,1260901,1700,413,69.19,69.27,69.10,L,22,99.9950
K,1260901,1700,413,69.19,69.27,69.10,70.3128,3
L,1260902,200,414,68.10,69.11,67.95,U,0,69.1944
L,1260902,200,414,68.10,69.11,67.95,U,1,69.1682
L,1260902,200,414,68.10,69.11,67.95,U,2,70.1656
L,1260902,200,414,68.10,69.11,67.95,U,3,69.4709
L,1260902,200,414,68.10,69.11,67.95,U,4,71.8375
L,1260902,200,414,68.10,69.11,67.95,U,5,71.3883
L,1260902,200,414,68.10,69.11,67.95,U,6,70.9481
L,1260902,200,414,68.10,69.11,67.95,U,7,70.8724
L,1260902,200,414,68.10,69.11,67.95,U,8,73.0518
L,1260902,200,414,68.10,69.11,67.95,U,9,71.4159
L,1260902,200,414,68.10,69.11,67.95,U,10,71.5612
L,1260902,200,414,68.10,69.11,67.95,U,11,71.1022
L,1260902,200,414,68.10,69.11,67.95,U,12,70.2529
L,1260902,200,414,68.10,69.11,67.95,U,13,70.3935
L,1260902,200,414,68.10,69.11,67.95,U,14,65.7565
L,1260902,200,414,68.10,69.11,67.95,U,15,64.8791
L,1260902,200,414,68.10,69.11,67.95,U,16,64.6281
L,1260902,200,414,68.10,69.11,67.95,U,17,64.4243
L,1260902,200,414,68.10,69.11,67.95,U,18,63.7949
L,1260902,200,414,68.10,69.11,67.95,U,19,64.8265
L,1260902,200,414,68.10,69.11,67.95,U,20,64.2800
L,1260902,200,414,68.10,69.11,67.95,U,21,59.8583
L,1260902,200,414,68.10,69.11,67.95,U,22,60.3595
L,1260902,200,414,68.10,69.11,67.95,U,23,59.7881
L,1260902,200,414,68.10,69.11,67.95,U,24,59.6788
L,1260902,200,414,68.10,69.11,67.95,U,25,61.2540
L,1260902,200,414,68.10,69.11,67.95,U,26,60.4252
L,1260902,200,414,68.10,69.11,67.95,U,27,60.5191
L,1260902,200,414,68.10,69.11,67.95,U,28,60.4200
L,1260902,200,414,68.10,69.11,67.95,U,29,54.3717
L,1260902,200,414,68.10,69.11,67.95,U,30,53.0133
L,1260902,200,414,68.10,69.11,67.95,U,31,54.3328
L,1260902,200,414,68.10,69.11,67.95,U,32,53.7290
L,1260902,200,414,68.10,69.11,67.95,U,33,55.8678
L,1260902,200,414,68.10,69.11,67.95,U,34,51.1100
L,1260902,200,414,68.10,69.11,67.95,U,35,52.5800
L,1260902,200,414,68.10,69.11,67.95,U,36,53.3006
L,1260902,200,414,68.10,69.11,67.95,U,37,44.4600
L,1260902,200,414,68.10,69.11,67.95,U,38,39.6014
L,1260902,200,414,68.10,69.11,67.95,U,39,34.3209
L,1260902,200,414,68.10,69.11,67.95,U,40,34.0522
L,1260902,200,414,68.10,69.11,67.95,U,41,51.6800
L,1260902,200,414,68.10,69.11,67.95,U,42,63.8400
L,1260902,200,414,68.10,69.11,67.95,L,0,69.0000
L,1260902,200,414,68.10,69.11,67.95,L,1,68.2690
L,1260902,200,414,68.10,69.11,67.95,L,2,68.6210
L,1260902,200,414,68.10,69.11,67.95,L,3,69.8723
L,1260902,200,414,68.10,69.11,67.95,L,4,71.8449
L,1260902,200,414,68.10,69.11,67.95,L,5,71.7459
L,1260902,200,414,68.10,69.11,67.95,L,6,71.7477
L,1260902,200,414,68.10,69.11,67.95,L,7,71.8533
L,1260902,200,414,68.10,69.11,67.95,L,8,73.4374
L,1260902,200,414,68.10,69.11,67.95,L,9,74.5475
L,1260902,200,414,68.10,69.11,67.95,L,10,76.1998
L,1260902,200,414,68.10,69.11,67.95,L,11,76.3689
L,1260902,200,414,68.10,69.11,67.95,L,12,75.6206
L,1260902,200,414,68.10,69.11,67.95,L,13,77.4204
L,1260902,200,414,68.10,69.11,67.95,L,14,76.1167
L,1260902,200,414,68.10,69.11,67.95,L,15,72.8520
L,1260902,200,414,68.10,69.11,67.95,L,16,74.7463
L,1260902,200,414,68.10,69.11,67.95,L,17,77.3052
L,1260902,200,414,68.10,69.11,67.95,L,18,76.8676
L,1260902,200,414,68.10,69.11,67.95,L,19,84.5150
L,1260902,200,414,68.10,69.11,67.95,L,20,77.8810
L,1260902,200,414,68.10,69.11,67.95,L,21,82.2986
L,1260902,200,414,68.10,69.11,67.95,L,22,100.2975
X,1260902,200,414,68.10,69.11,67.95,71.8411
X,1260902,200,414,68.10,69.11,67.95,71.8451
K,1260902,200,414,68.10,69.11,67.95,69.1208,3
Q,1260902,200,414,68.10,69.11,67.95,71.8411,5
L,1260902,300,415,68.05,68.44,67.85,U,0,69.1465
L,1260902,300,415,68.05,68.44,67.85,U,1,69.1202
L,1260902,300,415,68.05,68.44,67.85,U,2,70.1229
L,1260902,300,415,68.05,68.44,67.85,U,3,69.4245
L,1260902,300,415,68.05,68.44,67.85,U,4,71.8036
L,1260902,300,415,68.05,68.44,67.85,U,5,71.3520
L,1260902,300,415,68.05,68.44,67.85,U,6,70.9095
L,1260902,300,415,68.05,68.44,67.85,U,7,70.8334
L,1260902,300,415,68.05,68.44,67.85,U,8,73.0243
L,1260902,300,415,68.05,68.44,67.85,U,9,71.3798
L,1260902,300,415,68.05,68.44,67.85,U,10,71.5258
L,1260902,300,415,68.05,68.44,67.85,U,11,71.0644
L,1260902,300,415,68.05,68.44,67.85,U,12,70.2106
L,1260902,300,415,68.05,68.44,67.85,U,13,70.3520
L,1260902,300,415,68.05,68.44,67.85,U,14,65.6906
L,1260902,300,415,68.05,68.44,67.85,U,15,64.8086
L,1260902,300,415,68.05,68.44,67.85,U,16,64.5563
L,1260902,300,415,68.05,68.44,67.85,U,17,64.3514
L,1260902,300,415,68.05,68.44,67.85,U,18,63.7186
L,1260902,300,415,68.05,68.44,67.85,U,19,64.7557
L,1260902,300,415,68.05,68.44,67.85,U,20,64.2063
L,1260902,300,415,68.05,68.44,67.85,U,21,59.7613
L,1260902,300,415,68.05,68.44,67.85,U,22,60.2652
L,1260902,300,415,68.05,68.44,67.85,U,23,59.6908
L,1260902,300,415,68.05,68.44,67.85,U,24,59.5809
L,1260902,300,415,68.05,68.44,67.85,U,25,61.1644
L,1260902,300,415,68.05,68.44,67.85,U,26,60.3312
L,1260902,300,415,68.05,68.44,67.85,U,27,60.4257
L,1260902,300,415,68.05,68.44,67.85,U,28,60.3260
L,1260902,300,415,68.05,68.44,67.85,U,29,54.2458
L,1260902,300,415,68.05,68.44,67.85,U,30,52.8804
L,1260902,300,415,68.05,68.44,67.85,U,31,54.2068
L,1260902,300,415,68.05,68.44,67.85,U,32,53.5998
L,1260902,300,415,68.05,68.44,67.85,U,33,55.7498
L,1260902,300,415,68.05,68.44,67.85,U,34,50.9670
L,1260902,300,415,68.05,68.44,67.85,U,35,52.4447
L,1260902,300,415,68.05,68.44,67.85,U,36,53.1691
L,1260902,300,415,68.05,68.44,67.85,U,37,44.2820
L,1260902,300,415,68.05,68.44,67.85,U,38,39.3979
L,1260902,300,415,68.05,68.44,67.85,U,39,34.0895
L,1260902,300,415,68.05,68.44,67.85,U,40,33.8194
L,1260902,300,415,68.05,68.44,67.85,U,41,51.5400
L,1260902,300,415,68.05,68.44,67.85,U,42,63.7640
L,1260902,300,415,68.05,68.44,67.85,L,0,69.0100
L,1260902,300,415,68.05,68.44,67.85,L,1,68.2722
L,1260902,300,415,68.05,68.44,67.85,L,2,68.6275
L,1260902,300,415,68.05,68.44,67.85,L,3,69.8904
L,1260902,300,415,68.05,68.44,67.85,L,4,71.8815
L,1260902,300,415,68.05,68.44,67.85,L,5,71.7816
L,1260902,300,415,68.05,68.44,67.85,L,6,71.7833
L,1260902,300,415,68.05,68.44,67.85,L,7,71.8900
L,1260902,300,415,68.05,68.44,67.85,L,8,73.4888
L,1260902,300,415,68.05,68.44,67.85,L,9,74.6094
L,1260902,300,415,68.05,68.44,67.85,L,10,76.2771
L,1260902,300,415,68.05,68.44,67.85,L,11,76.4477
L,1260902,300,415,68.05,68.44,67.85,L,12,75.6925
L,1260902,300,415,68.05,68.44,67.85,L,13,77.5091
L,1260902,300,415,68.05,68.44,67.85,L,14,76.1933
L,1260902,300,415,68.05,68.44,67.85,L,15,72.8980
L,1260902,300,415,68.05,68.44,67.85,L,16,74.8100
L,1260902,300,415,68.05,68.44,67.85,L,17,77.3929
L,1260902,300,415,68.05,68.44,67.85,L,18,76.9512
L,1260902,300,415,68.05,68.44,67.85,L,19,84.6700
L,1260902,300,415,68.05,68.44,67.85,L,20,77.9740
L,1260902,300,415,68.05,68.44,67.85,L,21,82.4329
L,1260902,300,415,68.05,68.44,67.85,L,22,100.6000
K,1260902,300,415,68.05,68.44,67.85,69.0923,3
A,1260902,400,416,68.16,68.22,67.90,L,415,67.8500
L,1260902,400,416,68.16,68.22,67.90,U,0,69.0987
L,1260902,400,416,68.16,68.22,67.90,U,1,69.0723
L,1260902,400,416,68.16,68.22,67.90,U,2,70.0802
L,1260902,400,416,68.16,68.22,67.90,U,3,69.3782
L,1260902,400,416,68.16,68.22,67.90,U,4,71.7697
L,1260902,400,416,68.16,68.22,67.90,U,5,71.3157
L,1260902,400,416,68.16,68.22,67.90,U,6,70.8709
L,1260902,400,416,68.16,68.22,67.90,U,7,70.7944
L,1260902,400,416,68.16,68.22,67.90,U,8,72.9968
L,1260902,400,416,68.16,68.22,67.90,U,9,71.3437
L,1260902,400,416,68.16,68.22,67.90,U,10,71.4904
L,1260902,400,416,68.16,68.22,67.90,U,11,71.0267
L,1260902,400,416,68.16,68.22,67.90,U,12,70.1684
L,1260902,400,416,68.16,68.22,67.90,U,13,70.3105
L,1260902,400,416,68.16,68.22,67.90,U,14,65.6247
L,1260902,400,416,68.16,68.22,67.90,U,15,64.7381
L,1260902,400,416,68.16,68.22,67.90,U,16,64.4844
L,1260902,400,416,68.16,68.22,67.90,U,17,64.2785
L,1260902,400,416,68.16,68.22,67.90,U,18,63.6424
L,1260902,400,416,68.16,68.22,67.90,U,19,64.6848
L,1260902,400,416,68.16,68.22,67.90,U,20,64.1326
L,1260902,400,416,68.16,68.22,67.90,U,21,59.6643
L,1260902,400,416,68.16,68.22,67.90,U,22,60.1709
L,1260902,400,416,68.16,68.22,67.90,U,23,59.5935
L,1260902,400,416,68.16,68.22,67.90,U,24,59.4830
L,1260902,400,416,68.16,68.22,67.90,U,25,61.0748
L,1260902,400,416,68.16,68.22,67.90,U,26,60.2373
L,1260902,400,416,68.16,68.22,67.90,U,27,60.3322
L,1260902,400,416,68.16,68.22,67.90,U,28,60.2320
L,1260902,400,416,68.16,68.22,67.90,U,29,54.1200
L,1260902,400,416,68.16,68.22,67.90,U,30,52.7474
L,1260902,400,416,68.16,68.22,67.90,U,31,54.0808
L,1260902,400,416,68.16,68.22,67.90,U,32,53.4706
L,1260902,400,416,68.16,68.22,67.90,U,33,55.6318
L,1260902,400,416,68.16,68.22,67.90,U,34,50.8240
L,1260902,400,416,68.16,68.22,67.90,U,35,52.3095
L,1260902,400,416,68.16,68.22,67.90,U,36,53.0376
L,1260902,400,416,68.16,68.22,67.90,U,37,44.1040
L,1260902,400,416,68.16,68.22,67.90,U,38,39.1943
L,1260902,400,416,68.16,68.22,67.90,U,39,33.8582
L,1260902,400,416,68.16,68.22,67.90,U,40,33.5867
L,1260902,400,416,68.16,68.22,67.90,U,41,51.4000
L,1260902,400,416,68.16,68.22,67.90,U,42,63.6880
L,1260902,500,417,68.85,68.85,67.75,U,0,69.0509
L,1260902,500,417,68.85,68.85,67.75,U,1,69.0243
L,1260902,500,417,68.85,68.85,67.75,U,2,70.0375
L,1260902,500,417,68.85,68.85,67.75,U,3,69.3318
L,1260902,500,417,68.85,68.85,67.75,U,4,71.7357
L,1260902,500,417,68.85,68.85,67.75,U,5,71.2795
L,1260902,500,417,68.85,68.85,67.75,U,6,70.8323
L,1260902,500,417,68.85,68.85,67.75,U,7,70.7554
L,1260902,500,417,68.85,68.85,67.75,U,8,72.9693
L,1260902,500,417,68.85,68.85,67.75,U,9,71.3075
L,1260902,500,417,68.85,68.85,67.75,U,10,71.4551
L,1260902,500,417,68.85,68.85,67.75,U,11,70.9889
L,1260902,500,417,68.85,68.85,67.75,U,12,70.1261
