FanMode,Lookback,MaxPairs,LevelTolATR,MinCount,MinDensity,MaxDistATR,n,toward5,reach10,mirror10,edge,fwd5_mean,fwd5_up,n_above,up5_above,n_below,up5_below
1,120,,0.5,3,0.33,2.0,33,57.6,75.8,75.8,0.0,3.91,63.6,19,68.4,14,57.1
1,120,,0.5,3,0.5,,1,0.0,100.0,100.0,0.0,3.62,100.0,0,nan,1,100.0
1,120,,0.5,3,0.5,2.0,1,0.0,100.0,100.0,0.0,3.62,100.0,0,nan,1,100.0
1,120,,0.5,4,0.0,,250,55.8,68.8,58.8,10.0,0.74,55.2,147,59.2,108,49.1
1,120,,0.5,4,0.0,2.0,220,54.3,71.4,64.1,7.3,0.51,52.7,129,55.8,96,47.9
1,120,,0.5,4,0.25,,104,55.8,72.1,60.6,11.5,1.57,52.9,67,56.7,37,45.9
1,120,,0.5,4,0.25,2.0,97,55.7,73.2,61.9,11.3,1.6,52.6,62,56.5,35,45.7
1,120,,0.5,4,0.33,,19,47.4,57.9,57.9,0.0,7.27,68.4,13,61.5,6,83.3
1,120,,0.5,4,0.33,2.0,16,50.0,62.5,56.2,6.2,8.16,68.8,11,63.6,5,80.0
1,120,,0.5,5,0.0,,201,56.0,70.1,60.2,10.0,0.45,50.7,119,55.5,85,43.5
1,120,,0.5,5,0.0,2.0,183,53.8,72.1,63.9,8.2,0.43,49.7,108,52.8,78,44.9
1,120,,0.5,5,0.25,,97,55.7,73.2,61.9,11.3,2.05,53.6,63,57.1,34,47.1
1,120,,0.5,5,0.25,2.0,91,54.9,73.6,63.7,9.9,1.93,52.7,59,55.9,32,46.9
1,120,,0.5,5,0.33,,18,50.0,61.1,55.6,5.6,8.51,72.2,12,66.7,6,83.3
1,120,,0.5,5,0.33,2.0,16,50.0,62.5,56.2,6.2,8.16,68.8,11,63.6,5,80.0
1,120,,0.5,7,0.0,,133,59.8,66.9,58.6,8.3,1.24,55.6,83,62.7,50,44.0
1,120,,0.5,7,0.0,2.0,123,58.2,68.3,61.8,6.5,1.19,54.5,76,60.5,47,44.7
1,120,,0.5,7,0.25,,83,59.0,74.7,61.4,13.3,2.23,57.8,52,63.5,31,48.4
1,120,,0.5,7,0.25,2.0,77,58.4,75.3,63.6,11.7,2.1,57.1,48,62.5,29,48.3
1,120,,0.5,7,0.33,,17,47.1,58.8,52.9,5.9,9.47,76.5,12,66.7,5,100.0
1,120,,0.5,7,0.33,2.0,15,46.7,60.0,53.3,6.7,9.22,73.3,11,63.6,4,100.0
1,200,,0.25,3,0.0,,262,50.6,59.5,65.3,-5.7,0.78,55.7,154,55.2,113,55.8
1,200,,0.25,3,0.0,2.0,218,51.2,65.6,72.9,-7.3,0.8,54.6,130,54.6,93,53.8
1,200,,0.25,3,0.25,,12,58.3,75.0,83.3,-8.3,1.92,58.3,8,62.5,4,50.0
1,200,,0.25,3,0.25,2.0,9,77.8,100.0,88.9,11.1,6.48,77.8,5,100.0,4,50.0
1,200,,0.25,3,0.33,,9,77.8,100.0,88.9,11.1,6.48,77.8,5,100.0,4,50.0
1,200,,0.25,3,0.33,2.0,9,77.8,100.0,88.9,11.1,6.48,77.8,5,100.0,4,50.0
1,200,,0.25,4,0.0,,180,52.5,59.4,65.6,-6.1,1.31,55.6,110,56.4,71,53.5
1,200,,0.25,4,0.0,2.0,154,51.0,64.3,73.4,-9.1,1.15,53.9,91,53.8,64,53.1
1,200,,0.25,5,0.0,,117,52.1,57.3,65.8,-8.5,1.43,58.1,78,57.7,39,59.0
1,200,,0.25,5,0.0,2.0,99,50.5,61.6,73.7,-12.1,1.02,55.6,62,54.8,37,56.8
1,200,,0.25,7,0.0,,27,40.7,44.4,74.1,-29.6,2.2,44.4,20,40.0,7,57.1
1,200,,0.25,7,0.0,2.0,24,41.7,45.8,75.0,-29.2,2.72,45.8,17,41.2,7,57.1
1,200,,0.35,3,0.0,,301,51.7,60.8,61.8,-1.0,0.76,55.8,172,56.4,134,54.5
1,200,,0.35,3,0.0,2.0,246,52.2,66.7,70.3,-3.7,0.59,53.7,136,55.1,115,51.3
1,200,,0.35,3,0.25,,25,52.0,68.0,80.0,-12.0,-0.55,44.0,17,47.1,8,37.5
1,200,,0.35,3,0.25,2.0,22,59.1,77.3,81.8,-4.5,0.98,50.0,14,57.1,8,37.5
1,200,,0.35,3,0.33,,17,64.7,82.4,94.1,-11.8,-1.19,52.9,9,66.7,8,37.5
1,200,,0.35,3,0.33,2.0,16,68.8,87.5,93.8,-6.2,-0.32,56.2,8,75.0,8,37.5
1,200,,0.35,4,0.0,,221,53.2,60.2,59.7,0.5,0.9,54.8,131,56.5,93,51.6
1,200,,0.35,4,0.0,2.0,182,53.6,66.5,68.1,-1.6,0.77,52.2,102,54.9,83,48.2
1,200,,0.35,4,0.25,,7,28.6,42.9,57.1,-14.3,1.63,28.6,7,28.6,0,nan
1,200,,0.35,4,0.25,2.0,6,33.3,50.0,50.0,0.0,4.42,33.3,6,33.3,0,nan
1,200,,0.35,4,0.33,,1,0.0,0.0,100.0,-100.0,-15.11,0.0,1,0.0,0,nan
1,200,,0.35,5,0.0,,171,55.3,62.6,59.6,2.9,0.71,53.2,112,56.2,62,46.8
1,200,,0.35,5,0.0,2.0,141,54.3,68.1,68.1,0.0,0.39,49.6,87,52.9,57,43.9
1,200,,0.35,5,0.25,,5,40.0,60.0,60.0,0.0,5.73,40.0,5,40.0,0,nan
1,200,,0.35,5,0.25,2.0,5,40.0,60.0,60.0,0.0,5.73,40.0,5,40.0,0,nan
1,200,,0.35,7,0.0,,57,50.9,47.4,59.6,-12.3,1.52,54.4,43,53.5,14,57.1
1,200,,0.35,7,0.0,2.0,41,43.9,58.5,75.6,-17.1,1.65,46.3,28,42.9,13,53.8
1,200,,0.5,3,0.0,,318,51.1,61.3,62.9,-1.6,0.94,57.2,184,57.1,139,56.8
1,200,,0.5,3,0.0,2.0,265,50.4,66.8,69.8,-3.0,0.78,55.1,148,54.7,122,54.9
1,200,,0.5,3,0.25,,68,52.9,67.6,70.6,-2.9,0.53,54.4,47,55.3,21,52.4
1,200,,0.5,3,0.25,2.0,61,57.4,73.8,70.5,3.3,1.27,57.4,41,61.0,20,50.0
1,200,,0.5,3,0.33,,23,60.9,78.3,87.0,-8.7,1.22,60.9,11,72.7,12,50.0
1,200,,0.5,3,0.33,2.0,21,66.7,85.7,85.7,0.0,1.7,61.9,10,80.0,11,45.5
1,200,,0.5,3,0.5,,1,0.0,100.0,100.0,0.0,3.62,100.0,0,nan,1,100.0
1,200,,0.5,3,0.5,2.0,1,0.0,100.0,100.0,0.0,3.62,100.0,0,nan,1,100.0
1,200,,0.5,4,0.0,,257,52.7,62.3,59.5,2.7,0.83,56.4,157,57.3,105,54.3
1,200,,0.5,4,0.0,2.0,216,52.1,68.1,65.7,2.3,0.49,52.8,126,54.0,95,50.5
1,200,,0.5,4,0.25,,49,51.0,63.3,63.3,0.0,1.18,55.1,37,54.1,12,58.3
1,200,,0.5,4,0.25,2.0,44,54.5,68.2,61.4,6.8,1.79,56.8,33,57.6,11,54.5
1,200,,0.5,4,0.33,,6,50.0,50.0,66.7,-16.7,4.91,66.7,3,66.7,3,66.7
1,200,,0.5,4,0.33,2.0,4,75.0,75.0,50.0,25.0,9.27,75.0,2,100.0,2,50.0
1,200,,0.5,5,0.0,,214,54.0,64.5,58.4,6.1,0.7,53.7,136,55.9,81,49.4
1,200,,0.5,5,0.0,2.0,180,53.1,71.1,65.0,6.1,0.38,50.0,109,52.3,74,45.9
1,200,,0.5,5,0.25,,42,50.0,64.3,66.7,-2.4,2.21,57.1,33,54.5,9,66.7
1,200,,0.5,5,0.25,2.0,38,52.6,68.4,65.8,2.6,2.6,57.9,30,56.7,8,62.5
1,200,,0.5,5,0.33,,5,60.0,60.0,60.0,0.0,8.91,80.0,2,100.0,3,66.7
1,200,,0.5,5,0.33,2.0,4,75.0,75.0,50.0,25.0,9.27,75.0,2,100.0,2,50.0
1,200,,0.5,7,0.0,,119,54.2,54.6,58.8,-4.2,1.1,54.6,81,56.8,38,50.0
1,200,,0.5,7,0.0,2.0,96,51.6,64.6,66.7,-2.1,1.05,51.0,59,52.5,37,48.6
1,200,,0.5,7,0.25,,28,57.1,64.3,67.9,-3.6,2.84,71.4,22,68.2,6,83.3
1,200,,0.5,7,0.25,2.0,24,62.5,70.8,66.7,4.2,3.56,75.0,19,73.7,5,80.0
1,200,,0.5,7,0.33,,4,50.0,50.0,50.0,0.0,13.09,100.0,2,100.0,2,100.0
1,200,,0.5,7,0.33,2.0,3,66.7,66.7,33.3,33.3,14.96,100.0,2,100.0,1,100.0
2,,4,0.25,3,0.0,,34,70.6,70.6,64.7,5.9,0.34,41.2,16,62.5,18,22.2
2,,4,0.25,3,0.0,2.0,32,71.9,71.9,65.6,6.2,0.05,40.6,14,64.3,18,22.2
2,,4,0.25,3,0.25,,34,70.6,70.6,64.7,5.9,0.34,41.2,16,62.5,18,22.2
2,,4,0.25,3,0.25,2.0,32,71.9,71.9,65.6,6.2,0.05,40.6,14,64.3,18,22.2
2,,4,0.25,3,0.33,,34,70.6,70.6,64.7,5.9,0.34,41.2,16,62.5,18,22.2
2,,4,0.25,3,0.33,2.0,32,71.9,71.9,65.6,6.2,0.05,40.6,14,64.3,18,22.2
2,,4,0.25,3,0.5,,3,100.0,100.0,66.7,33.3,-0.46,33.3,1,100.0,2,0.0
2,,4,0.25,3,0.5,2.0,3,100.0,100.0,66.7,33.3,-0.46,33.3,1,100.0,2,0.0
2,,4,0.25,4,0.0,,3,100.0,100.0,66.7,33.3,-0.46,33.3,1,100.0,2,0.0
2,,4,0.25,4,0.0,2.0,3,100.0,100.0,66.7,33.3,-0.46,33.3,1,100.0,2,0.0
2,,4,0.25,4,0.25,,3,100.0,100.0,66.7,33.3,-0.46,33.3,1,100.0,2,0.0
2,,4,0.25,4,0.25,2.0,3,100.0,100.0,66.7,33.3,-0.46,33.3,1,100.0,2,0.0
2,,4,0.25,4,0.33,,3,100.0,100.0,66.7,33.3,-0.46,33.3,1,100.0,2,0.0
2,,4,0.25,4,0.33,2.0,3,100.0,100.0,66.7,33.3,-0.46,33.3,1,100.0,2,0.0
2,,4,0.25,4,0.5,,3,100.0,100.0,66.7,33.3,-0.46,33.3,1,100.0,2,0.0
2,,4,0.25,4,0.5,2.0,3,100.0,100.0,66.7,33.3,-0.46,33.3,1,100.0,2,0.0
2,,4,0.35,3,0.0,,62,69.4,71.0,56.5,14.5,1.24,51.6,39,66.7,23,26.1
2,,4,0.35,3,0.0,2.0,56,67.9,71.4,58.9,12.5,0.86,48.2,33,63.6,23,26.1
2,,4,0.35,3,0.25,,62,69.4,71.0,56.5,14.5,1.24,51.6,39,66.7,23,26.1
2,,4,0.35,3,0.25,2.0,56,67.9,71.4,58.9,12.5,0.86,48.2,33,63.6,23,26.1
2,,4,0.35,3,0.33,,62,69.4,71.0,56.5,14.5,1.24,51.6,39,66.7,23,26.1
2,,4,0.35,3,0.33,2.0,56,67.9,71.4,58.9,12.5,0.86,48.2,33,63.6,23,26.1
2,,4,0.35,3,0.5,,7,71.4,71.4,71.4,0.0,0.29,42.9,5,60.0,2,0.0
2,,4,0.35,3,0.5,2.0,6,66.7,66.7,83.3,-16.7,-1.95,33.3,4,50.0,2,0.0
2,,4,0.35,4,0.0,,7,71.4,71.4,71.4,0.0,0.29,42.9,5,60.0,2,0.0
2,,4,0.35,4,0.0,2.0,6,66.7,66.7,83.3,-16.7,-1.95,33.3,4,50.0,2,0.0
2,,4,0.35,4,0.25,,7,71.4,71.4,71.4,0.0,0.29,42.9,5,60.0,2,0.0
2,,4,0.35,4,0.25,2.0,6,66.7,66.7,83.3,-16.7,-1.95,33.3,4,50.0,2,0.0
2,,4,0.35,4,0.33,,7,71.4,71.4,71.4,0.0,0.29,42.9,5,60.0,2,0.0
2,,4,0.35,4,0.33,2.0,6,66.7,66.7,83.3,-16.7,-1.95,33.3,4,50.0,2,0.0
2,,4,0.35,4,0.5,,7,71.4,71.4,71.4,0.0,0.29,42.9,5,60.0,2,0.0
2,,4,0.35,4,0.5,2.0,6,66.7,66.7,83.3,-16.7,-1.95,33.3,4,50.0,2,0.0
2,,4,0.5,3,0.0,,106,62.3,68.9,57.5,11.3,1.63,55.7,66,65.2,43,39.5
2,,4,0.5,3,0.0,2.0,93,62.4,71.0,61.3,9.7,1.28,51.6,56,62.5,40,35.0
2,,4,0.5,3,0.25,,106,62.3,68.9,57.5,11.3,1.63,55.7,66,65.2,43,39.5
2,,4,0.5,3,0.25,2.0,93,62.4,71.0,61.3,9.7,1.28,51.6,56,62.5,40,35.0
2,,4,0.5,3,0.33,,106,62.3,68.9,57.5,11.3,1.63,55.7,66,65.2,43,39.5
2,,4,0.5,3,0.33,2.0,93,62.4,71.0,61.3,9.7,1.28,51.6,56,62.5,40,35.0
2,,4,0.5,3,0.5,,25,64.0,72.0,64.0,8.0,0.56,48.0,19,57.9,6,16.7
2,,4,0.5,3,0.5,2.0,21,57.1,66.7,76.2,-9.5,-0.84,38.1,15,46.7,6,16.7
2,,4,0.5,4,0.0,,25,64.0,72.0,64.0,8.0,0.56,48.0,19,57.9,6,16.7
2,,4,0.5,4,0.0,2.0,21,57.1,66.7,76.2,-9.5,-0.84,38.1,15,46.7,6,16.7
2,,4,0.5,4,0.25,,25,64.0,72.0,64.0,8.0,0.56,48.0,19,57.9,6,16.7
2,,4,0.5,4,0.25,2.0,21,57.1,66.7,76.2,-9.5,-0.84,38.1,15,46.7,6,16.7
2,,4,0.5,4,0.33,,25,64.0,72.0,64.0,8.0,0.56,48.0,19,57.9,6,16.7
2,,4,0.5,4,0.33,2.0,21,57.1,66.7,76.2,-9.5,-0.84,38.1,15,46.7,6,16.7
2,,4,0.5,4,0.5,,25,64.0,72.0,64.0,8.0,0.56,48.0,19,57.9,6,16.7
2,,4,0.5,4,0.5,2.0,21,57.1,66.7,76.2,-9.5,-0.84,38.1,15,46.7,6,16.7
2,,4,0.5,5,0.0,,2,50.0,50.0,50.0,0.0,2.58,50.0,2,50.0,0,nan
2,,4,0.5,5,0.0,2.0,1,0.0,0.0,100.0,-100.0,-8.56,0.0,1,0.0,0,nan
2,,4,0.5,5,0.25,,2,50.0,50.0,50.0,0.0,2.58,50.0,2,50.0,0,nan
2,,4,0.5,5,0.25,2.0,1,0.0,0.0,100.0,-100.0,-8.56,0.0,1,0.0,0,nan
2,,4,0.5,5,0.33,,2,50.0,50.0,50.0,0.0,2.58,50.0,2,50.0,0,nan
2,,4,0.5,5,0.33,2.0,1,0.0,0.0,100.0,-100.0,-8.56,0.0,1,0.0,0,nan
2,,4,0.5,5,0.5,,2,50.0,50.0,50.0,0.0,2.58,50.0,2,50.0,0,nan
2,,4,0.5,5,0.5,2.0,1,0.0,0.0,100.0,-100.0,-8.56,0.0,1,0.0,0,nan
2,,8,0.25,3,0.0,,107,56.1,63.6,58.9,4.7,0.65,54.2,53,60.4,55,47.3
2,,8,0.25,3,0.0,2.0,90,57.8,68.9,62.2,6.7,0.9,55.6,46,63.0,45,46.7
2,,8,0.25,3,0.25,,28,60.7,71.4,46.4,25.0,2.83,64.3,7,100.0,21,52.4
2,,8,0.25,3,0.25,2.0,21,57.1,76.2,61.9,14.3,3.46,71.4,6,100.0,15,60.0
2,,8,0.25,3,0.33,,2,50.0,0.0,0.0,0.0,0.45,50.0,0,nan,2,50.0
2,,8,0.25,3,0.33,2.0,1,0.0,0.0,0.0,0.0,2.7,100.0,0,nan,1,100.0
2,,8,0.25,4,0.0,,28,60.7,71.4,46.4,25.0,2.83,64.3,7,100.0,21,52.4
2,,8,0.25,4,0.0,2.0,21,57.1,76.2,61.9,14.3,3.46,71.4,6,100.0,15,60.0
2,,8,0.25,4,0.25,,28,60.7,71.4,46.4,25.0,2.83,64.3,7,100.0,21,52.4
2,,8,0.25,4,0.25,2.0,21,57.1,76.2,61.9,14.3,3.46,71.4,6,100.0,15,60.0
2,,8,0.25,4,0.33,,2,50.0,0.0,0.0,0.0,0.45,50.0,0,nan,2,50.0
2,,8,0.25,4,0.33,2.0,1,0.0,0.0,0.0,0.0,2.7,100.0,0,nan,1,100.0
2,,8,0.25,5,0.0,,6,83.3,66.7,16.7,50.0,-0.77,33.3,1,100.0,5,20.0
2,,8,0.25,5,0.0,2.0,4,75.0,75.0,25.0,50.0,0.79,50.0,1,100.0,3,33.3
2,,8,0.25,5,0.25,,6,83.3,66.7,16.7,50.0,-0.77,33.3,1,100.0,5,20.0
2,,8,0.25,5,0.25,2.0,4,75.0,75.0,25.0,50.0,0.79,50.0,1,100.0,3,33.3
2,,8,0.25,5,0.33,,2,50.0,0.0,0.0,0.0,0.45,50.0,0,nan,2,50.0
2,,8,0.25,5,0.33,2.0,1,0.0,0.0,0.0,0.0,2.7,100.0,0,nan,1,100.0
2,,8,0.25,7,0.0,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,8,0.25,7,0.25,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,8,0.25,7,0.33,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,8,0.35,3,0.0,,166,60.2,61.4,51.8,9.6,1.59,58.4,95,66.3,73,46.6
2,,8,0.35,3,0.0,2.0,135,60.7,67.4,58.5,8.9,2.18,60.0,76,68.4,61,47.5
2,,8,0.35,3,0.25,,51,52.9,62.7,54.9,7.8,1.6,56.9,23,60.9,28,53.6
2,,8,0.35,3,0.25,2.0,37,54.1,70.3,64.9,5.4,2.49,62.2,18,66.7,19,57.9
2,,8,0.35,3,0.33,,3,66.7,33.3,0.0,33.3,-1.69,33.3,0,nan,3,33.3
2,,8,0.35,3,0.33,2.0,1,0.0,0.0,0.0,0.0,2.7,100.0,0,nan,1,100.0
2,,8,0.35,4,0.0,,51,52.9,62.7,54.9,7.8,1.6,56.9,23,60.9,28,53.6
2,,8,0.35,4,0.0,2.0,37,54.1,70.3,64.9,5.4,2.49,62.2,18,66.7,19,57.9
2,,8,0.35,4,0.25,,51,52.9,62.7,54.9,7.8,1.6,56.9,23,60.9,28,53.6
2,,8,0.35,4,0.25,2.0,37,54.1,70.3,64.9,5.4,2.49,62.2,18,66.7,19,57.9
2,,8,0.35,4,0.33,,3,66.7,33.3,0.0,33.3,-1.69,33.3,0,nan,3,33.3
2,,8,0.35,4,0.33,2.0,1,0.0,0.0,0.0,0.0,2.7,100.0,0,nan,1,100.0
2,,8,0.35,5,0.0,,14,71.4,78.6,35.7,42.9,-0.07,35.7,3,66.7,11,27.3
2,,8,0.35,5,0.0,2.0,11,63.6,81.8,45.5,36.4,-0.63,36.4,2,50.0,9,33.3
2,,8,0.35,5,0.25,,14,71.4,78.6,35.7,42.9,-0.07,35.7,3,66.7,11,27.3
2,,8,0.35,5,0.25,2.0,11,63.6,81.8,45.5,36.4,-0.63,36.4,2,50.0,9,33.3
2,,8,0.35,5,0.33,,3,66.7,33.3,0.0,33.3,-1.69,33.3,0,nan,3,33.3
2,,8,0.35,5,0.33,2.0,1,0.0,0.0,0.0,0.0,2.7,100.0,0,nan,1,100.0
2,,8,0.35,7,0.0,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,8,0.35,7,0.25,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,8,0.35,7,0.33,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,8,0.5,3,0.0,,240,57.3,63.3,53.3,10.0,0.96,55.0,132,61.4,113,46.9
2,,8,0.5,3,0.0,2.0,199,57.1,67.3,59.3,8.0,1.11,54.3,107,60.7,96,46.9
2,,8,0.5,3,0.25,,108,56.5,65.7,55.6,10.2,2.1,56.5,62,61.3,48,47.9
2,,8,0.5,3,0.25,2.0,86,53.5,67.4,65.1,2.3,2.42,55.8,50,58.0,38,50.0
2,,8,0.5,3,0.33,,8,87.5,75.0,0.0,75.0,0.02,25.0,1,100.0,7,14.3
2,,8,0.5,3,0.33,2.0,5,80.0,80.0,0.0,80.0,-1.16,20.0,0,nan,5,20.0
2,,8,0.5,4,0.0,,108,56.5,65.7,55.6,10.2,2.1,56.5,62,61.3,48,47.9
2,,8,0.5,4,0.0,2.0,86,53.5,67.4,65.1,2.3,2.42,55.8,50,58.0,38,50.0
2,,8,0.5,4,0.25,,108,56.5,65.7,55.6,10.2,2.1,56.5,62,61.3,48,47.9
2,,8,0.5,4,0.25,2.0,86,53.5,67.4,65.1,2.3,2.42,55.8,50,58.0,38,50.0
2,,8,0.5,4,0.33,,8,87.5,75.0,0.0,75.0,0.02,25.0,1,100.0,7,14.3
2,,8,0.5,4,0.33,2.0,5,80.0,80.0,0.0,80.0,-1.16,20.0,0,nan,5,20.0
2,,8,0.5,5,0.0,,41,63.4,75.6,51.2,24.4,2.11,58.5,17,76.5,24,45.8
2,,8,0.5,5,0.0,2.0,32,56.2,75.0,62.5,12.5,2.64,62.5,14,71.4,18,55.6
2,,8,0.5,5,0.25,,41,63.4,75.6,51.2,24.4,2.11,58.5,17,76.5,24,45.8
2,,8,0.5,5,0.25,2.0,32,56.2,75.0,62.5,12.5,2.64,62.5,14,71.4,18,55.6
2,,8,0.5,5,0.33,,8,87.5,75.0,0.0,75.0,0.02,25.0,1,100.0,7,14.3
2,,8,0.5,5,0.33,2.0,5,80.0,80.0,0.0,80.0,-1.16,20.0,0,nan,5,20.0
2,,8,0.5,7,0.0,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,8,0.5,7,0.25,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,8,0.5,7,0.33,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,12,0.25,3,0.0,,178,53.4,62.4,59.0,3.4,0.63,52.2,86,55.8,93,48.4
2,,12,0.25,3,0.0,2.0,143,55.9,70.6,66.4,4.2,0.58,53.1,67,59.7,77,46.8
2,,12,0.25,3,0.25,,5,80.0,80.0,20.0,60.0,-1.94,20.0,0,nan,5,20.0
2,,12,0.25,3,0.25,2.0,3,66.7,100.0,33.3,66.7,-0.64,33.3,0,nan,3,33.3
2,,12,0.25,4,0.0,,47,68.1,78.7,55.3,23.4,0.4,48.9,12,83.3,35,37.1
2,,12,0.25,4,0.0,2.0,39,69.2,84.6,64.1,20.5,-0.08,48.7,11,81.8,28,35.7
2,,12,0.25,4,0.25,,5,80.0,80.0,20.0,60.0,-1.94,20.0,0,nan,5,20.0
2,,12,0.25,4,0.25,2.0,3,66.7,100.0,33.3,66.7,-0.64,33.3,0,nan,3,33.3
2,,12,0.25,5,0.0,,14,85.7,85.7,42.9,42.9,-1.51,21.4,1,100.0,13,15.4
2,,12,0.25,5,0.0,2.0,12,83.3,91.7,50.0,41.7,-1.11,25.0,1,100.0,11,18.2
2,,12,0.25,5,0.25,,5,80.0,80.0,20.0,60.0,-1.94,20.0,0,nan,5,20.0
2,,12,0.25,5,0.25,2.0,3,66.7,100.0,33.3,66.7,-0.64,33.3,0,nan,3,33.3
2,,12,0.25,7,0.0,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,12,0.25,7,0.25,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,12,0.35,3,0.0,,238,59.7,66.4,53.8,12.6,1.41,56.3,134,64.2,106,45.3
2,,12,0.35,3,0.0,2.0,195,61.5,73.3,60.0,13.3,1.68,56.9,108,66.7,89,43.8
2,,12,0.35,3,0.25,,9,88.9,88.9,22.2,66.7,-2.23,11.1,0,nan,9,11.1
2,,12,0.35,3,0.25,2.0,8,87.5,87.5,25.0,62.5,-1.76,12.5,0,nan,8,12.5
2,,12,0.35,3,0.33,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,12,0.35,3,0.33,2.0,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,12,0.35,4,0.0,,92,65.2,72.8,53.3,19.6,0.1,47.8,44,63.6,48,33.3
2,,12,0.35,4,0.0,2.0,74,70.3,81.1,59.5,21.6,0.3,48.6,34,70.6,40,30.0
2,,12,0.35,4,0.25,,9,88.9,88.9,22.2,66.7,-2.23,11.1,0,nan,9,11.1
2,,12,0.35,4,0.25,2.0,8,87.5,87.5,25.0,62.5,-1.76,12.5,0,nan,8,12.5
2,,12,0.35,4,0.33,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,12,0.35,4,0.33,2.0,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,12,0.35,5,0.0,,29,82.8,89.7,44.8,44.8,-1.68,31.0,6,83.3,23,17.4
2,,12,0.35,5,0.0,2.0,24,79.2,87.5,54.2,33.3,-1.81,33.3,5,80.0,19,21.1
2,,12,0.35,5,0.25,,9,88.9,88.9,22.2,66.7,-2.23,11.1,0,nan,9,11.1
2,,12,0.35,5,0.25,2.0,8,87.5,87.5,25.0,62.5,-1.76,12.5,0,nan,8,12.5
2,,12,0.35,5,0.33,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,12,0.35,5,0.33,2.0,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,12,0.35,7,0.0,,2,100.0,50.0,0.0,50.0,-3.89,0.0,0,nan,2,0.0
2,,12,0.35,7,0.0,2.0,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,12,0.35,7,0.25,,2,100.0,50.0,0.0,50.0,-3.89,0.0,0,nan,2,0.0
2,,12,0.35,7,0.25,2.0,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,12,0.35,7,0.33,,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,12,0.35,7,0.33,2.0,1,100.0,0.0,0.0,0.0,-1.81,0.0,0,nan,1,0.0
2,,12,0.5,3,0.0,,310,57.3,63.9,54.5,9.4,0.97,56.5,167,62.9,148,48.6
2,,12,0.5,3,0.0,2.0,258,57.6,68.6,60.5,8.1,0.87,55.8,137,62.8,125,48.0
2,,12,0.5,3,0.25,,17,82.4,82.4,11.8,70.6,-1.65,23.5,1,100.0,16,18.8
2,,12,0.5,3,0.25,2.0,12,75.0,75.0,16.7,58.3,-1.9,25.0,0,nan,12,25.0
2,,12,0.5,3,0.33,,4,100.0,75.0,25.0,50.0,-3.77,0.0,0,nan,4,0.0
2,,12,0.5,3,0.33,2.0,2,100.0,50.0,50.0,0.0,-2.6,0.0,0,nan,2,0.0
2,,12,0.5,4,0.0,,162,59.3,66.7,51.9,14.8,1.31,53.1,90,61.1,74,41.9
2,,12,0.5,4,0.0,2.0,130,59.2,70.0,59.2,10.8,1.08,50.8,71,59.2,61,39.3
2,,12,0.5,4,0.25,,17,82.4,82.4,11.8,70.6,-1.65,23.5,1,100.0,16,18.8
2,,12,0.5,4,0.25,2.0,12,75.0,75.0,16.7,58.3,-1.9,25.0,0,nan,12,25.0
2,,12,0.5,4,0.33,,4,100.0,75.0,25.0,50.0,-3.77,0.0,0,nan,4,0.0
2,,12,0.5,4,0.33,2.0,2,100.0,50.0,50.0,0.0,-2.6,0.0,0,nan,2,0.0
2,,12,0.5,5,0.0,,72,61.1,69.4,58.3,11.1,0.2,45.8,33,57.6,39,35.9
2,,12,0.5,5,0.0,2.0,59,59.3,71.2,62.7,8.5,-0.5,44.1,26,53.8,33,36.4
2,,12,0.5,5,0.25,,17,82.4,82.4,11.8,70.6,-1.65,23.5,1,100.0,16,18.8
2,,12,0.5,5,0.25,2.0,12,75.0,75.0,16.7,58.3,-1.9,25.0,0,nan,12,25.0
