class,id,group,last_post,fwVer,fwVerTi,tiUartVer,boots_24h,posts_24h,bootReasonFlags,tifota_lastFailedVer,tifota_config_err,tiBslOkCnt,deviceState,VddAdc,meterVal
failed_cal,31d607b0-4b16-11f1-bc16-b52012ce6db2,Wintergreen Apartments,09/12 09:40,17037,344,344,0,0,20,0,0,74,Failed Cal,3656,11525
failed_cal,31eb2340-8ac5-11f1-a1a6-391af391818e,All,09/13 09:54,17037,344,344,0,2,20,0,0,13,Failed Cal,3675,0
failed_cal,3267eae0-a959-11f0-98a7-c3bc57f9afe3,GENII Production Failures,09/12 11:23,17060,368,368,1,4,20,0,0,5,Failed Cal,3642,78040
failed_cal,32984db0-a92d-11f0-98a7-c3bc57f9afe3,All,09/12 08:17,17037,344,344,0,0,6,0,0,4,Failed Cal,3640,0
failed_cal,32f991a0-89f7-11f1-a1a6-391af391818e,All,09/13 07:42,17037,344,344,0,2,20,0,0,24,Failed Cal,3675,0
failed_cal,3312ffe0-98ae-11f0-b5af-5dfa9891b485,All,09/13 09:11,17037,344,344,0,2,4,0,0,31,Failed Cal,3655,132.488
failed_cal,3322fbb0-9b47-11f1-a1a6-391af391818e,All,09/13 08:30,17037,344,344,0,2,4,0,0,1,Failed Cal,3678,0
failed_cal,33da8400-a64c-11f1-a1a6-391af391818e,All,09/13 07:46,17037,344,344,0,12,4,0,0,1,Failed Cal,3644,0
failed_cal,347860f0-86ab-11f1-a1a6-391af391818e,Lakewood MH Park,09/12 09:21,17037,344,344,0,0,4,0,0,24,Failed Cal,3674,56
failed_cal,34f0b7c0-8ae9-11f1-a1a6-391af391818e,All,09/13 08:34,17037,344,344,0,2,6,0,0,15,Failed Cal,3677,0
failed_cal,3513fe20-a63b-11f1-a1a6-391af391818e,All,09/12 10:06,17037,344,344,0,2,4,0,0,1,Failed Cal,3578,0
failed_cal,35232b60-a240-11f1-a1a6-391af391818e,All,09/12 12:17,17037,344,344,0,2,4,0,0,1,Failed Cal,3679,0
failed_cal,36ea57e0-d45d-11f0-b691-d965a62fa4fa,GENII Production Failures,09/12 08:21,17060,368,368,0,0,20,0,0,3,Failed Cal,3651,2
failed_cal,37621490-ea2c-11ef-b35e-23eef2ba43da,GENII Production Failures,09/12 12:47,17037,344,344,0,2,4,0,0,1,Failed Cal,3647,27395
failed_cal,37c7d4c0-8ab6-11f1-a1a6-391af391818e,All,09/13 08:41,17037,344,344,0,2,6,0,0,7,Failed Cal,3669,0
failed_cal,37e53f40-4b25-11f1-bc16-b52012ce6db2,Wintergreen Apartments,09/12 10:55,17037,344,344,0,2,20,0,0,2,Failed Cal,3671,82
failed_cal,38bde230-3aa1-11f1-b198-172a4a9f25c9,Lake Charles Duplexes,09/13 10:00,17078,391,391,1,6,20,0,0,6,Failed Cal,3649,3511
failed_cal,3991a940-89fb-11f1-a1a6-391af391818e,All,09/13 07:36,17037,344,344,0,2,20,0,0,14,Failed Cal,3670,0
failed_cal,39c48760-4d66-11f1-b1bb-f3574cce671d,Oakwood MHP,09/13 09:57,17078,391,391,2,12,20,0,0,5,Failed Cal,3649,422
failed_cal,39f595b0-a64b-11f1-a1a6-391af391818e,All,09/13 08:12,17037,344,344,1,5,20,0,0,1,Failed Cal,3626,0
failed_cal,3a4217c0-a63a-11f1-a1a6-391af391818e,All,09/13 09:26,17037,344,344,0,10,4,0,0,1,Failed Cal,3653,0
failed_cal,3a9c1460-89fb-11f1-a1a6-391af391818e,All,09/13 09:56,17037,344,344,0,0,6,0,0,11,Failed Cal,3669,0
failed_cal,3ab0b200-89f4-11f1-a1a6-391af391818e,All,09/12 11:48,17037,354,354,0,2,20,0,0,35,Failed Cal,3675,0
failed_cal,3acbfff0-48be-11f1-bc16-b52012ce6db2,Maple Creek Estates MHC,09/13 07:43,16185,314,314,0,2,6,0,0,1,Not Metering,3656,7863.668
failed_cal,3af26820-8ab3-11f1-a1a6-391af391818e,All,09/12 10:12,17037,344,344,0,2,20,0,0,24,Failed Cal,3675,0
failed_cal,3b082480-9e5a-11f0-b5af-5dfa9891b485,All,09/13 09:25,17037,344,344,0,2,4,0,0,1,Failed Cal,3630,0
failed_cal,3b746820-a638-11f1-a1a6-391af391818e,All,09/13 08:13,17037,344,344,0,3,4,0,0,1,Failed Cal,3659,0
failed_cal,3b7843a0-cfab-11f0-9bfa-a7eff651ff22,All,09/13 07:17,17037,344,344,0,2,4,0,0,23,Failed Cal,3652,13269
failed_cal,3c1ae900-89f7-11f1-a1a6-391af391818e,All,09/13 07:45,17037,344,344,0,2,6,0,0,16,Failed Cal,3666,0
failed_cal,3c2c1cd0-01f3-11f0-92a4-09772dfb61f8,All,09/12 10:53,17037,344,344,0,2,20,0,0,17,Failed Cal,3662,164365
failed_cal,3c543980-4b22-11f1-bc16-b52012ce6db2,Pace East,09/12 11:15,17078,391,391,2,8,20,0,0,5,Failed Cal,3664,544
failed_cal,3ca7acb0-8ac8-11f1-a1a6-391af391818e,All,09/13 09:09,17037,344,344,0,2,6,0,0,15,Failed Cal,3677,0
failed_cal,3ccd9c40-a648-11f1-a1a6-391af391818e,All,09/13 08:55,17037,344,344,0,14,4,0,0,1,Failed Cal,3639,0
failed_cal,3cebb790-8ae9-11f1-a1a6-391af391818e,All,09/12 10:24,17037,354,354,0,2,6,0,0,31,Failed Cal,3680,65
failed_cal,3d1437e0-a0c6-11f1-a1a6-391af391818e,Farmingbury Commons,09/13 07:28,17037,344,344,0,2,4,0,0,1,Failed Cal,3665,0
failed_cal,3d552d50-8375-11f0-8b4a-0d0197d44616,Westview Mobile Estates MHC,09/13 09:00,17037,344,344,0,2,20,0,0,2,Failed Cal,3630,671022.625
failed_cal,3d621fe0-8ac4-11f1-a1a6-391af391818e,All,09/13 07:28,17037,344,344,0,2,20,0,0,24,Failed Cal,3675,0
failed_cal,3d6af170-848d-11f1-a1a6-391af391818e,All,09/13 09:41,17037,344,344,0,2,20,0,0,6,Failed Cal,3674,0
failed_cal,3dca33d0-8bb1-11f1-a1a6-391af391818e,All,09/13 09:10,17037,344,344,0,2,4,0,0,418,Failed Cal,3680,0
failed_cal,3df354a0-a0c3-11f1-a1a6-391af391818e,All,09/12 09:58,17037,344,344,0,2,4,0,0,1,Failed Cal,3682,0
failed_cal,3e5a6330-4d66-11f1-b1bb-f3574cce671d,All,09/13 08:33,17037,344,344,0,2,4,0,0,1,Failed Cal,3658,470
failed_cal,3ea58840-8ab7-11f1-a1a6-391af391818e,All,09/13 09:05,17037,344,344,0,2,20,0,0,16,Failed Cal,3673,0
failed_cal,3ed346b0-9fa1-11f0-b5af-5dfa9891b485,All,09/12 11:36,17037,344,344,0,2,20,0,0,4,Failed Cal,3662,19484
failed_cal,3f1c9e00-89fc-11f1-a1a6-391af391818e,All,09/13 08:52,17037,344,344,0,2,6,0,0,5,Failed Cal,3675,0
failed_cal,3f8e1420-65c3-11f1-9333-3b2cfe68422f,Bannock MHP,09/13 08:57,17032,344,344,0,4,4,0,0,24,Failed Cal,3652,0
failed_cal,3f967bc0-39d5-11f1-b198-172a4a9f25c9,Rustic Acres MHC,09/12 13:30,17078,391,391,2,12,6,0,0,26,Failed Cal,3660,1141
failed_cal,4006a900-0c3e-11f1-8768-5551e7a34f27,GENII Production Failures,09/13 07:13,16185,314,314,0,2,6,0,0,1,Not Metering,3656,0
failed_cal,40370da0-a0c4-11f1-a1a6-391af391818e,All,09/13 08:50,17037,344,344,0,2,20,0,0,1,Failed Cal,3682,0
failed_cal,40f0cd50-89f2-11f1-a1a6-391af391818e,Rustic Acres MHC,09/13 07:48,17037,344,344,0,2,20,0,0,14,Failed Cal,3672,0
failed_cal,41cd6a50-a959-11f0-98a7-c3bc57f9afe3,GENII Production Failures,09/12 10:36,17060,368,368,0,2,6,0,0,4,Failed Cal,3661,15795
failed_cal,41d96f80-3db1-11f0-8e55-b138a1c03c8e,GENII Production Failures,09/13 08:21,16185,314,314,0,2,6,0,0,1,Not Metering,3448,51468
failed_cal,42563ed0-89f4-11f1-a1a6-391af391818e,Oakwood MHP,09/12 12:04,17037,344,344,0,2,20,0,0,5,Failed Cal,3675,0
failed_cal,4312aa40-38b8-11f0-8e55-b138a1c03c8e,Mena Estates MHC,09/12 09:00,16185,314,314,0,0,4,0,0,9,Not Metering,3658,0
failed_cal,432f1b80-26a7-11f0-8272-45e3ef110760,Aurora MHC,09/13 09:52,17037,344,344,7,10,4,0,0,1,Failed Cal,3565,48346
failed_cal,4397c440-98a9-11f0-b5af-5dfa9891b485,GENII Production Failures,09/12 12:56,17078,391,391,2,10,6,0,0,23,Failed Cal,3608,1256
failed_cal,44122880-26a7-11f0-8272-45e3ef110760,All,09/13 08:39,17037,344,344,0,2,20,0,0,24,Failed Cal,3658,5595
failed_cal,4434beb0-cfab-11f0-9bfa-a7eff651ff22,All,09/12 12:33,17037,344,344,0,2,4,0,0,1,Failed Cal,3654,2356.158
failed_cal,446f43b0-629f-11f0-8658-7f4e94e41769,Rustic Acres MHC,09/12 10:49,17037,344,344,0,2,4,0,0,1,Failed Cal,3649,2986
failed_cal,4504d500-a638-11f1-a1a6-391af391818e,All,09/12 21:30,17037,344,344,0,2,4,0,0,1,Failed Cal,3667,0
failed_cal,4511c200-8ac8-11f1-a1a6-391af391818e,All,09/12 07:58,17037,344,344,0,0,6,0,0,15,Failed Cal,3678,0
failed_cal,45466670-84a4-11f0-8b4a-0d0197d44616,Kay Bee Mobile Villa MHP,09/12 04:25,16131,296,314,0,0,6,0,0,1,Not Metering,3656,8793
failed_cal,45778580-8ac4-11f1-a1a6-391af391818e,GENII Production Failures,09/12 09:54,16185,314,314,0,0,6,0,0,25,Not Metering,3676,0
failed_cal,45854b90-d7a3-11f0-b691-d965a62fa4fa,Rusk MHC,09/13 08:06,17037,344,344,0,2,6,0,0,2,Failed Cal,3646,33818.859
failed_cal,463790d0-f8ae-11f0-b153-63024d3301e1,All,09/13 09:27,17037,344,344,0,2,4,0,0,2,Failed Cal,3653,3096
failed_cal,465db3e0-a0ca-11f1-a1a6-391af391818e,All,09/13 08:28,17037,344,344,0,2,4,0,0,1,Failed Cal,3673,0
failed_cal,46728240-7cc0-11f0-8b4a-0d0197d44616,All,09/12 10:50,16185,314,314,0,2,6,0,0,1,Not Metering,3547,4432
failed_cal,46d601e0-8ab5-11f1-a1a6-391af391818e,All,09/13 08:37,17037,344,344,0,2,20,0,0,14,Failed Cal,3674,0
failed_cal,46ef3190-8ae9-11f1-a1a6-391af391818e,All,09/13 09:15,17037,344,344,0,4,6,0,0,14,Failed Cal,3669,0
failed_cal,470f0d40-01e6-11f0-92a4-09772dfb61f8,GENII Production Failures,09/13 09:13,16185,314,314,0,2,6,0,0,1,Not Metering,3452,31772
failed_cal,47575ee0-c7bd-11f0-9842-6d029661c338,Riverview Apartments MF,09/13 07:24,17078,391,391,0,4,6,0,0,5,Failed Cal,3420,0
failed_cal,48734410-8aea-11f1-a1a6-391af391818e,All,09/13 09:38,17037,344,344,0,4,20,0,0,24,Failed Cal,3680,0
failed_cal,49cc60e0-8ae9-11f1-a1a6-391af391818e,All,09/13 08:07,17037,344,344,0,2,20,0,0,9,Failed Cal,3670,0
failed_cal,4afb0ac0-8ac6-11f1-a1a6-391af391818e,All,09/13 07:59,17037,344,344,0,2,20,0,0,5,Failed Cal,3671,0
failed_cal,4b2e23c0-5483-11f1-b1bb-f3574cce671d,Parkwood,09/13 07:25,17078,391,391,0,4,6,0,0,5,Failed Cal,3637,0
failed_cal,4b302cf0-89f4-11f1-a1a6-391af391818e,All,09/13 08:46,17037,344,344,0,2,4,0,0,33,Failed Cal,3670,0
failed_cal,4d1d1280-8ae9-11f1-a1a6-391af391818e,All,09/13 08:58,17037,344,344,0,2,20,0,0,5,Failed Cal,3673,0
failed_cal,4d898f80-8b63-11f1-a1a6-391af391818e,All,09/10 09:29,17037,344,344,0,0,6,0,0,5,Failed Cal,3664,0
failed_cal,4dbcaa40-a63a-11f1-a1a6-391af391818e,All,09/12 11:48,17037,344,344,0,2,4,0,0,1,Failed Cal,3666,0
failed_cal,4e3b6ac0-89ec-11f1-a1a6-391af391818e,Woodland Heights MHC,09/12 10:02,17037,344,344,0,2,4,0,0,7,Failed Cal,3673,0
failed_cal,4ea06140-ad39-11f0-98a7-c3bc57f9afe3,All,09/12 08:39,17037,344,344,0,0,4,0,0,23,Failed Cal,3652,0
failed_cal,4f264520-a244-11f1-a1a6-391af391818e,Rustic Acres MHC,09/13 09:25,17037,344,344,0,2,4,0,0,1,Failed Cal,3673,0
failed_cal,4f681ae0-a63b-11f1-a1a6-391af391818e,All,09/13 04:21,17037,344,344,0,6,4,0,0,1,Failed Cal,3665,0
failed_cal,4f970c60-a636-11f1-a1a6-391af391818e,All,09/13 09:59,17037,344,344,0,2,4,0,0,1,Failed Cal,3666,0
failed_cal,501479c0-a636-11f1-a1a6-391af391818e,All,09/13 01:04,17037,344,344,0,4,4,0,0,1,Failed Cal,3658,0
failed_cal,50292990-8ab3-11f1-a1a6-391af391818e,Bannock MHP,09/13 09:32,17032,344,344,0,4,6,0,0,24,Failed Cal,3672,0
failed_cal,5030e230-8ae9-11f1-a1a6-391af391818e,All,09/13 09:17,17037,344,344,0,4,20,0,0,14,Failed Cal,3679,0
failed_cal,50b43b60-0c97-11f1-8768-5551e7a34f27,All,09/13 09:04,17037,344,344,0,1,20,0,0,5,Failed Cal,3643,0
failed_cal,50f805c0-8ac8-11f1-a1a6-391af391818e,All,09/11 08:16,17037,344,344,0,0,4,0,0,6,Failed Cal,3661,0
failed_cal,50fab970-8468-11f1-a1a6-391af391818e,All,09/13 09:15,17037,344,344,0,2,20,0,0,24,Failed Cal,3677,651
failed_cal,512ac4b0-89fb-11f1-a1a6-391af391818e,All,09/13 08:20,17037,344,344,0,2,6,0,0,14,Failed Cal,3671,0
failed_cal,515428e0-a63a-11f1-a1a6-391af391818e,All,09/12 11:47,17037,344,344,0,2,4,0,0,1,Failed Cal,3666,0
failed_cal,515bff10-8ac5-11f1-a1a6-391af391818e,All,09/13 09:10,17037,344,344,0,2,6,0,0,5,Failed Cal,3665,0
failed_cal,519fec30-86af-11f1-a1a6-391af391818e,Lakewood MH Park,09/13 08:56,17037,344,344,0,2,4,0,0,24,Failed Cal,3679,0
failed_cal,521e5ac0-4d66-11f1-b1bb-f3574cce671d,All,09/12 09:58,17037,344,344,0,2,6,0,0,15,Failed Cal,3662,0
failed_cal,53013770-a64c-11f1-a1a6-391af391818e,All,09/13 08:02,17037,344,344,0,8,4,0,0,1,Failed Cal,3610,0
failed_cal,53893150-a63a-11f1-a1a6-391af391818e,All,09/13 07:00,17037,344,344,0,6,4,0,0,1,Failed Cal,3670,0
failed_cal,544a8690-4b16-11f1-bc16-b52012ce6db2,Wintergreen Apartments,09/12 11:52,17037,344,344,0,2,20,0,0,1,Failed Cal,3665,3566
failed_cal,547a22d0-8642-11f1-a1a6-391af391818e,Lakewood MH Park,09/13 08:17,17037,344,344,0,2,6,0,0,6,Failed Cal,3675,1320
failed_cal,54fe5c70-a64b-11f1-a1a6-391af391818e,All,09/13 08:09,17037,344,344,0,4,4,0,0,1,Failed Cal,3660,0
failed_cal,55391710-c8c6-11f0-9842-6d029661c338,GENII Production Failures,09/13 07:41,16185,314,314,0,2,6,0,0,1,Not Metering,3644,0
failed_cal,559e02a0-a0cb-11f1-a1a6-391af391818e,All,09/13 09:05,17037,344,344,0,2,4,0,0,1,Failed Cal,3677,0
failed_cal,55c65950-65be-11f1-9333-3b2cfe68422f,Bannock MHP,09/13 10:06,17032,344,344,0,2,4,0,0,7,Failed Cal,3647,0
failed_cal,569f5580-a63b-11f1-a1a6-391af391818e,All,09/13 09:37,17037,344,344,0,8,4,0,0,1,Failed Cal,3659,0
failed_cal,56b76700-0c90-11f1-8768-5551e7a34f27,All,09/12 12:05,17037,344,344,0,2,4,0,0,2,Failed Cal,3628,34
failed_cal,57136cb0-8b63-11f1-a1a6-391af391818e,All,09/13 09:16,17037,344,344,0,2,20,0,0,5,Failed Cal,3674,0
failed_cal,57792140-26ce-11f0-8272-45e3ef110760,Arizona Manor,09/12 13:35,17078,391,391,2,10,6,0,0,6,Failed Cal,3627,32277
failed_cal,580d4c70-89f7-11f1-a1a6-391af391818e,All,09/13 06:59,17037,344,344,0,2,20,0,0,7,Failed Cal,3668,0
failed_cal,584e91c0-8ad4-11f1-a1a6-391af391818e,All,09/13 09:24,17037,344,344,0,2,20,0,0,5,Failed Cal,3675,0
failed_cal,5859e330-65c3-11f1-9333-3b2cfe68422f,Bannock MHP,09/13 09:03,17032,344,344,0,3,4,0,0,24,Failed Cal,3660,0
failed_cal,585f74b0-8b63-11f1-a1a6-391af391818e,All,09/09 08:33,17037,344,344,0,0,20,0,0,24,Failed Cal,3668,0
failed_cal,5956ece0-0c97-11f1-8768-5551e7a34f27,GENII Production Failures,09/13 02:10,16131,296,,0,8,6,0,0,,Not Metering,3628,0
failed_cal,5a24cae0-9b47-11f1-a1a6-391af391818e,All,09/13 08:49,17037,344,344,0,2,20,0,0,1,Failed Cal,3672,0
failed_cal,5b12ea00-a640-11f1-a1a6-391af391818e,All,09/13 08:19,17037,344,344,0,10,4,0,0,1,Failed Cal,3648,0
failed_cal,5b403430-a643-11f1-a1a6-391af391818e,All,09/13 09:11,17037,344,344,0,12,4,0,0,1,Failed Cal,3655,0
failed_cal,5b8a2ab0-3d8d-11f0-8e55-b138a1c03c8e,Oak Forest Estate MHC,09/13 07:33,17078,391,391,1,6,20,0,0,6,Failed Cal,3653,14660
failed_cal,5bcde480-668c-11f0-8658-7f4e94e41769,GENII Production Failures,09/13 08:28,17060,368,368,1,4,20,0,0,3,Failed Cal,3603,7942
failed_cal,5bed5e90-8384-11f0-8b4a-0d0197d44616,Ponderosa MHC,09/12 13:04,17078,391,391,1,10,20,0,0,6,Failed Cal,3620,96077
failed_cal,5c415690-65c3-11f1-9333-3b2cfe68422f,Bannock MHP,09/13 09:16,17032,344,344,0,4,4,0,0,24,Failed Cal,3660,0
failed_cal,5cd5c850-a643-11f1-a1a6-391af391818e,All,09/13 05:05,17037,344,344,0,6,4,0,0,1,Failed Cal,3659,0
failed_cal,5d00e610-a63a-11f1-a1a6-391af391818e,All,09/13 08:59,17037,344,344,0,12,4,0,0,1,Failed Cal,3652,0
failed_cal,5eca90b0-8aea-11f1-a1a6-391af391818e,All,09/13 08:42,17037,344,344,0,2,6,0,0,5,Failed Cal,3668,0
failed_cal,5f2302c0-a63a-11f1-a1a6-391af391818e,All,09/13 09:33,17037,344,344,0,14,4,0,0,1,Failed Cal,3652,0
failed_cal,5fb71650-a643-11f1-a1a6-391af391818e,All,09/13 06:48,17037,344,344,0,6,4,0,0,1,Failed Cal,3658,0
failed_cal,6058d490-a643-11f1-a1a6-391af391818e,All,09/13 09:13,17037,344,344,0,8,4,0,0,1,Failed Cal,3651,0
failed_cal,6173a980-a63a-11f1-a1a6-391af391818e,All,09/13 09:37,17037,344,344,0,8,4,0,0,1,Failed Cal,3661,0
failed_cal,61e2cde0-4cc8-11f1-b1bb-f3574cce671d,Haven MHP,09/13 04:27,16131,296,,0,1,6,0,0,,Not Metering,3676,0
failed_cal,61efb090-c7bd-11f0-9842-6d029661c338,All,09/12 08:00,17037,344,344,0,0,20,0,0,1,Failed Cal,3640,0
failed_cal,625dc1c0-a642-11f1-a1a6-391af391818e,All,09/13 10:01,17037,344,344,0,8,4,0,0,1,Failed Cal,3646,0
failed_cal,62f3d240-84a2-11f0-8b4a-0d0197d44616,Ponderosa MHC,09/13 08:32,17078,391,391,0,6,6,0,0,6,Failed Cal,3636,15710
failed_cal,63f77c10-a940-11f0-98a7-c3bc57f9afe3,GENII Production Failures,09/12 11:06,17060,368,368,1,4,20,0,0,10,Failed Cal,3508,84582
failed_cal,64038280-a642-11f1-a1a6-391af391818e,All,09/13 10:01,17037,344,344,0,4,4,0,0,1,Failed Cal,3647,0
failed_cal,64109230-48c9-11f1-bc16-b52012ce6db2,GENII Production Failures,09/13 08:59,16185,314,314,0,2,6,0,0,3,Not Metering,3661,0
failed_cal,647e5770-863b-11f1-a1a6-391af391818e,Lakewood MH Park,09/13 08:00,17037,344,344,1,4,20,0,0,24,Failed Cal,3665,0
failed_cal,648f6770-a645-11f1-a1a6-391af391818e,All,09/13 03:13,17037,344,344,0,12,4,0,0,1,Failed Cal,3649,0
failed_cal,654e8a00-a64b-11f1-a1a6-391af391818e,All,09/13 07:59,17037,344,344,0,24,4,0,0,1,Failed Cal,3647,0
failed_cal,658b3ad0-9b48-11f1-a1a6-391af391818e,All,09/13 07:42,17037,344,344,0,2,4,0,0,1,Failed Cal,3674,0
failed_cal,65b30010-86ad-11f1-a1a6-391af391818e,Lakewood MH Park,09/12 09:58,17037,344,344,0,2,6,0,0,24,Failed Cal,3677,1088
failed_cal,65d805a0-a971-11f0-98a7-c3bc57f9afe3,Broadway MHP DesMoines,09/13 07:46,17078,391,391,2,10,20,0,0,5,Failed Cal,3613,0
failed_cal,65dc6130-a642-11f1-a1a6-391af391818e,All,09/13 06:34,17037,344,344,1,4,4,0,0,1,Failed Cal,3655,0
failed_cal,66039b20-65be-11f1-9333-3b2cfe68422f,All,09/12 09:15,17037,344,344,0,0,20,0,0,5,Failed Cal,3675,0
failed_cal,66cf6590-d4c1-11f0-b691-d965a62fa4fa,All,09/12 11:44,17037,344,344,0,2,4,0,0,3,Failed Cal,3646,48251.461
failed_cal,676f5960-4d02-11f1-b1bb-f3574cce671d,Pace East,09/13 10:13,17078,391,391,3,12,20,0,0,7,Failed Cal,3658,985
failed_cal,6775f120-a63b-11f1-a1a6-391af391818e,All,09/13 09:42,17037,344,344,0,8,4,0,0,1,Failed Cal,3661,0
failed_cal,67902e90-65be-11f1-9333-3b2cfe68422f,All,09/13 09:00,17037,344,344,1,4,20,0,0,5,Failed Cal,3653,0
failed_cal,67950e20-10db-11f1-be01-6f2b88b3116b,1413 S 9th St,09/12 10:39,16185,314,314,0,2,6,0,0,1,Not Metering,3661,48002
failed_cal,67b51bb0-65be-11f1-9333-3b2cfe68422f,Bannock MHP,09/13 09:34,17032,344,344,0,2,4,0,0,13,Failed Cal,3664,0
failed_cal,67cf0d30-c88a-11f0-9842-6d029661c338,All,09/13 09:51,17037,344,344,0,4,20,0,0,6,Failed Cal,3599,5954
failed_cal,68592b90-a643-11f1-a1a6-391af391818e,All,09/13 10:04,17037,344,344,0,14,4,0,0,1,Failed Cal,3645,0
failed_cal,68f3e600-82ed-11f0-8b4a-0d0197d44616,GENII Production Failures,09/13 08:05,16185,314,314,0,4,6,0,0,1,Not Metering,3626,46181
failed_cal,6972df50-a64b-11f1-a1a6-391af391818e,All,09/13 07:50,17037,344,344,0,6,4,0,0,1,Failed Cal,3656,0
failed_cal,698bc6b0-0c49-11f1-8768-5551e7a34f27,Roosevelt MHC,09/12 13:14,17078,391,391,2,10,6,0,0,6,Failed Cal,3664,140
failed_cal,69b970a0-9b47-11f1-a1a6-391af391818e,All,09/13 08:19,17037,344,344,0,2,4,0,0,1,Failed Cal,3680,0
failed_cal,6a14db30-8aed-11f1-a1a6-391af391818e,All,09/13 09:12,17037,344,344,0,2,6,0,0,8,Failed Cal,3674,0
failed_cal,6a927fb0-e58d-11ef-a76f-4d93d4a482f0,GENII Production Failures,09/12 08:01,16185,314,314,0,0,6,0,0,1,Not Metering,3643,0
failed_cal,6adc7b80-8aee-11f1-a1a6-391af391818e,All,09/08 07:24,17037,344,344,0,0,6,0,0,10,Failed Cal,3668,0
failed_cal,6b034120-a63c-11f1-a1a6-391af391818e,All,09/12 22:33,17037,344,344,0,4,4,0,0,1,Failed Cal,3667,0
failed_cal,6b83c370-89fb-11f1-a1a6-391af391818e,All,09/13 09:34,17037,344,344,0,2,20,0,0,6,Failed Cal,3668,0
failed_cal,6bbc6c60-4d02-11f1-b1bb-f3574cce671d,All,09/13 09:38,17037,344,344,0,2,20,0,0,24,Failed Cal,3674,0
failed_cal,6c9a5940-8420-11f0-8b4a-0d0197d44616,All,09/13 10:10,17037,344,344,0,0,6,0,0,24,Failed Cal,3650,7400
failed_cal,6cc25ac0-a261-11f1-a1a6-391af391818e,All,09/12 11:25,17037,344,344,0,2,4,0,0,1,Failed Cal,3676,0
failed_cal,6d4fb020-8ac7-11f1-a1a6-391af391818e,All,09/13 09:21,17037,344,344,0,4,20,0,0,10,Failed Cal,3668,0
failed_cal,6dbaa2a0-89e5-11f1-a1a6-391af391818e,Wintergreen Apartments,09/13 08:32,17037,344,344,0,2,4,0,0,27,Failed Cal,3549,309
failed_cal,6e61b720-86bb-11f1-a1a6-391af391818e,Smitty's MHP,09/13 09:04,17037,344,344,0,2,20,0,0,15,Failed Cal,3670,0
failed_cal,6eeb25f0-8aee-11f1-a1a6-391af391818e,All,09/11 10:13,17037,344,344,0,0,20,0,0,7,Failed Cal,3672,0
failed_cal,6f0acba0-5c21-11f0-9fcd-87e94e720126,Aurora MHC,09/13 07:30,17078,391,391,1,8,20,0,0,6,Failed Cal,3398,33162
failed_cal,6f6d8080-98e7-11f0-b5af-5dfa9891b485,All,09/13 08:03,17037,344,344,0,2,4,0,0,1,Failed Cal,3655,42701
failed_cal,6fcf90b0-9976-11f0-b5af-5dfa9891b485,All,09/12 12:23,17037,344,344,0,2,4,0,0,2,Failed Cal,3654,0.744
failed_cal,70bf65c0-a642-11f1-a1a6-391af391818e,Aurora MHC,09/13 09:34,17037,344,344,2,6,4,0,0,1,Failed Cal,3662,0
failed_cal,71098e20-a642-11f1-a1a6-391af391818e,All,09/13 10:00,17037,344,344,0,6,4,0,0,1,Failed Cal,3646,0
failed_cal,71407f80-65be-11f1-9333-3b2cfe68422f,All,09/13 09:46,17037,344,344,0,2,6,0,0,14,Failed Cal,3658,0
failed_cal,72080230-d4d7-11f0-b691-d965a62fa4fa,All,09/13 09:22,17037,344,344,0,2,20,0,0,15,Failed Cal,3653,0
failed_cal,7250b790-8acc-11f1-a1a6-391af391818e,All,09/13 09:13,17037,344,344,0,4,20,0,0,14,Failed Cal,3678,0
failed_cal,7280a460-3504-11f0-8e55-b138a1c03c8e,All,09/13 09:00,16185,314,314,0,2,6,0,0,1,Not Metering,3647,60676
failed_cal,73649970-849d-11f0-8b4a-0d0197d44616,All,09/13 09:26,17037,344,344,1,6,20,0,0,15,Failed Cal,3648,12877
failed_cal,7384feb0-fe2b-11f0-8726-d3fa6d0d96af,All,09/13 08:35,17037,344,344,0,2,4,0,0,23,Failed Cal,3653,0
failed_cal,73e97c20-e313-11ef-a5fd-a97d57576080,GenII Water Flow,09/13 08:20,16131,296,,0,9,4,0,0,,Not Metering,3629,0
failed_cal,74572090-a644-11f1-a1a6-391af391818e,All,09/13 09:28,17037,344,344,0,6,4,0,0,1,Failed Cal,3672,0
failed_cal,747d6320-8aee-11f1-a1a6-391af391818e,All,09/13 07:35,17037,344,344,0,2,6,0,0,5,Failed Cal,3662,0
failed_cal,7499acb0-25d7-11f0-8272-45e3ef110760,All,09/12 11:58,17037,344,344,0,2,6,0,0,15,Failed Cal,3666,0
failed_cal,74a190a0-9a72-11f0-b5af-5dfa9891b485,All,09/13 09:23,17037,344,344,0,2,4,0,0,23,Failed Cal,3652,0
failed_cal,74c53140-82e4-11f0-8b4a-0d0197d44616,GENII Production Failures,09/13 07:52,16185,314,314,0,2,6,0,0,1,Not Metering,3636,38780
failed_cal,74d5f910-a63a-11f1-a1a6-391af391818e,All,09/12 11:46,17037,344,344,0,2,4,0,0,1,Failed Cal,3666,0
failed_cal,74fa0b60-9976-11f0-b5af-5dfa9891b485,All,09/11 12:05,16185,314,314,0,0,4,0,0,1,Not Metering,3648,22752
failed_cal,750eeca0-65be-11f1-9333-3b2cfe68422f,All,09/13 09:05,17037,344,344,1,4,20,0,0,5,Failed Cal,3654,0
