id,name,group,lastPost,fwVer,fwVerTi,deviceState,blank,captureDuration,tofA,tnormStddev,tnormMasd,gain,env,upamp,gatedAggs,tiAggCount,meterVal,failedCal,bBootCount,tiParked,tiWdReset,sfHeld,margin_us
ea0a8f30-98f7-11f0-b5af-5dfa9891b485,?,Virginia Beach HOA - Cust,09/17 07:32,17088,391,Metering,33,15,36106808,156,123,27,38,906,129845,172997,11071.561,false,59,0,0,0,3.11
497b0800-98f3-11f0-b5af-5dfa9891b485,?,Virginia Beach HOA - Cust,09/17 07:20,17088,391,Metering,33,15,0,100,130,38,50,603,60601,66569,4922.221,false,100,0,0,0,
e59043f0-98f2-11f0-b5af-5dfa9891b485,?,Virginia Beach HOA - Cust,09/17 07:33,17088,391,Metering,33,15,36084000,203,180,48,30,858,77908,81533,11558.519,false,73,0,0,0,3.08
badfecb0-98e7-11f0-b5af-5dfa9891b485,?,Virginia Beach HOA - Cust,09/16 08:15,17088,391,Metering,33,15,0,2208,44,30,46,1083,91316,91483,5008,false,87,0,0,0,
7d05ba00-98e7-11f0-b5af-5dfa9891b485,?,Virginia Beach HOA - Cust,09/16 07:07,17088,391,Calibrating,33,30,37286048,0,0,40,30,34,0,0,1097,false,67,0,0,0,4.29
080af040-98e6-11f0-b5af-5dfa9891b485,?,Virginia Beach HOA - Cust,09/16 09:20,17088,391,Calibrating,33,30,35760504,0,0,40,30,28,0,0,1027,false,72,0,0,0,2.76
f9267260-98be-11f0-b5af-5dfa9891b485,?,Virginia Beach HOA - Cust,09/17 07:19,17088,391,Calibrating,30,30,36002912,0,0,40,30,27,0,0,29721,false,77,0,0,0,6.00
6f9f8540-98a0-11f0-b5af-5dfa9891b485,?,Virginia Beach HOA - Cust,09/16 06:54,17088,391,Calibrating,33,30,0,0,0,40,30,23,0,0,1241,false,85,0,0,0,
9047c510-989f-11f0-b5af-5dfa9891b485,?,Virginia Beach HOA - Cust,09/17 07:15,17088,391,Failed Cal,25,30,0,0,0,55,30,109,0,0,18193,true,73,0,0,0,
4ff02900-8498-11f0-8b4a-0d0197d44616,?,Virginia Beach HOA - Cust,09/16 07:19,17088,391,Calibrating,25,30,36508924,0,0,40,30,31,0,0,18481,false,79,0,0,0,11.51
f7b88660-8479-11f0-8b4a-0d0197d44616,?,Virginia Beach HOA - Cust,09/17 07:31,17088,391,Calibrating,30,30,29815296,0,0,40,30,28,0,0,8446,false,114,0,0,0,-0.18
fec679e0-8383-11f0-8b4a-0d0197d44616,?,Virginia Beach HOA - Cust,09/16 07:05,17088,391,Failed Cal,30,30,37051808,0,0,55,30,101,0,0,9887,true,381,0,0,0,7.05
85b1f1a0-e07d-11ef-a5fd-a97d57576080,?,Virginia Beach HOA - Cust,09/16 06:48,17088,391,Calibrating,0,0,37080496,0,291,40,30,0,28420,29535,9805.392,false,60,0,12,0,37.08
d17143e0-8495-11f0-8b4a-0d0197d44616,?,Parkview MHP-Cust,09/16 09:21,17088,391,Calibrating,25,30,0,0,0,40,30,27,0,0,0,false,34,0,0,0,
0f62f080-8375-11f0-8b4a-0d0197d44616,?,Parkview MHP-Cust,09/17 08:00,17088,391,Metering,26,15,29562204,41,57,38,46,931,15,51,35696,false,34,0,0,0,3.56
b48c4c80-666c-11f0-8658-7f4e94e41769,?,Parkview MHP-Cust,09/16 09:48,17088,391,Failed Cal,25,30,0,0,0,55,30,261,0,0,1052,true,53,0,0,0,
d0b47960-62b0-11f0-8658-7f4e94e41769,?,Parkview MHP-Cust,09/17 08:27,17088,391,Metering,33,15,36882904,101,117,42,46,803,163740,164299,14450,false,44,0,0,0,3.88
11341e20-6133-11f0-9fcd-87e94e720126,?,Parkview MHP-Cust,09/17 08:05,17088,391,Metering,34,15,36985176,59,86,28,46,926,5,52,5967,false,23,0,0,0,2.99
6abfb370-4151-11f0-8e55-b138a1c03c8e,?,Parkview MHP-Cust,09/16 07:59,17088,391,Calibrating,25,30,24760904,0,0,40,30,25,0,0,548,false,41,0,0,0,-0.24
6ecf8340-3504-11f0-8e55-b138a1c03c8e,?,Parkview MHP-Cust,09/17 08:15,17088,391,Metering,25,15,28974908,139,134,42,46,901,8,55,19335,false,38,0,0,0,3.97
a5ef1600-bdbe-11ef-8f43-73c96c0de66f,?,Parkview MHP-Cust,09/16 18:21,17088,391,Metering,26,15,29502230,115,134,36,46,862,0,180,63726,false,34,0,0,0,3.50
91bb51b0-a8ee-11ef-82ac-6ff8f1723c66,?,Parkview MHP-Cust,09/17 08:22,17088,391,Metering,26,15,29480376,150,213,35,46,955,12,51,9830,false,29,0,0,0,3.48
255c6390-5498-11f1-b1bb-f3574cce671d,?,Island Club MHC-CUST,09/17 07:13,17088,391,Calibrating,30,30,0,0,0,40,30,23,0,0,3931,false,59,0,0,0,
265890c0-89f4-11f1-a1a6-391af391818e,?,Lake of the Pines Community Association - Cust,09/17 08:21,17088,391,Metering,33,15,36520232,35,46,27,46,881,75847,82620,5653.073,false,29,0,0,0,3.52
120ebcd0-89f3-11f1-a1a6-391af391818e,?,Lake of the Pines Community Association - Cust,09/16 17:53,17088,391,Metering,33,15,36432188,269,1480,33,50,880,242,36401,3565.603,false,29,0,0,0,3.43
e3cc1610-89f2-11f1-a1a6-391af391818e,?,Lake of the Pines Community Association - Cust,09/17 07:25,17088,391,Metering,33,15,36123268,1387,59,24,42,791,84881,87805,7661.294,false,31,0,0,0,3.12
7c82bdb0-89f2-11f1-a1a6-391af391818e,?,Lake of the Pines Community Association - Cust,09/16 09:09,17088,391,Failed Cal,30,15,23700364,0,0,52,54,497,0,0,833,true,35,0,0,0,-6.30
73fbd190-89f2-11f1-a1a6-391af391818e,?,Lake of the Pines Community Association - Cust,09/17 06:40,17088,391,Metering,34,15,36707572,28,34,23,42,1236,83039,83104,1693,false,33,0,0,0,2.71
7be5fdf0-89f1-11f1-a1a6-391af391818e,?,Lake of the Pines Community Association - Cust,09/17 06:51,17088,391,Metering,33,15,36352312,141,190,27,46,944,1130,84255,3206.594,false,30,0,0,0,3.35
249eb320-89f1-11f1-a1a6-391af391818e,?,Lake of the Pines Community Association - Cust,09/17 06:28,17088,391,Metering,33,15,35863188,2227,550,28,38,823,137,77341,13608.743,false,30,0,0,0,2.86
75a702d0-89ed-11f1-a1a6-391af391818e,?,Lake of the Pines Community Association - Cust,09/17 07:14,17088,391,Metering,33,15,35892116,45,47,23,30,730,72439,77703,2539.018,false,27,0,0,0,2.89
dc47a6d0-89e7-11f1-a1a6-391af391818e,?,Lake of the Pines Community Association - Cust,09/16 18:14,17088,391,Metering,33,15,36437176,39,217,27,38,836,6668,77973,3919.038,false,28,0,0,0,3.44
db6499d0-89e7-11f1-a1a6-391af391818e,?,Lake of the Pines Community Association - Cust,09/16 09:04,17088,391,Metering,33,15,36356776,23,32,25,46,1013,55171,55778,33099,false,28,0,0,0,3.36
d9514a30-89e7-11f1-a1a6-391af391818e,?,Lake of the Pines Community Association - Cust,09/16 08:30,17088,391,Metering,34,15,36543520,44,152,29,38,900,0,53,2634.015,false,30,0,0,0,2.54
d75df240-0c3e-11f1-8768-5551e7a34f27,?,Tuttle Estates MHC-Cust,09/17 08:12,17088,391,Metering,36,15,40523112,70,99,41,38,841,63,69,2561,false,33,0,0,0,4.52
7b54c8b0-0c35-11f1-8768-5551e7a34f27,?,Tuttle Estates MHC-Cust,09/17 04:47,17088,391,Metering,32,15,37491608,172,254,52,42,1353,54,59,1035,false,33,0,0,0,5.49
04071f90-5836-11f1-b1bb-f3574cce671d,?,Pelican Shores North HOA - Cust,09/16 20:30,17088,391,Metering,45,15,46205512,501,1377,38,46,292,118785,210333,334694.656,false,94,0,0,0,1.21
3e4b2840-8384-11f0-8b4a-0d0197d44616,?,Pelican Shores North HOA - Cust,09/16 09:25,17088,391,Metering,43,15,0,99,154,42,46,980,140697,168494,36101.137,false,32,0,0,0,
d0e593a0-3ce1-11f0-8e55-b138a1c03c8e,?,Pelican Shores North HOA - Cust,09/17 06:00,17088,391,Metering,43,15,46629872,835,3880,39,42,943,185157,210883,74259.133,false,24,0,0,0,3.63
5088dab0-26ce-11f0-8272-45e3ef110760,?,Pelican Shores North HOA - Cust,09/16 22:15,17088,391,Metering,44,15,47587260,1765,158,43,46,478,72530,183753,60342.199,false,24,0,0,0,3.59
1b4326c0-06bc-11f1-a3d9-c99c67c82bc1,?,Estancia MHP-CUST,09/17 08:06,17088,391,Calibrating,30,30,35195016,0,0,40,30,31,0,0,4,false,46,0,0,0,5.20
3e79b490-06a5-11f1-a3d9-c99c67c82bc1,?,Estancia MHP-CUST,09/16 09:39,17088,391,Calibrating,30,30,37042040,0,0,40,30,29,0,0,10764,false,46,0,0,0,7.04
f6324990-06a4-11f1-a3d9-c99c67c82bc1,?,Estancia MHP-CUST,09/17 08:19,17088,391,Failed Cal,30,30,42533688,0,0,55,30,300,0,0,6659,true,172,0,0,0,12.53
f4a540f0-06a4-11f1-a3d9-c99c67c82bc1,?,Estancia MHP-CUST,09/16 08:06,17088,391,Calibrating,30,30,39170656,0,0,40,30,24,0,0,2550,false,52,0,0,0,9.17
287c9c60-6674-11f0-8658-7f4e94e41769,?,Estancia MHP-CUST,09/17 08:09,17088,391,Failed Cal,30,30,42363088,0,0,55,30,355,0,0,31348,true,41,0,0,0,12.36
c03bdc70-9fde-11f0-b5af-5dfa9891b485,?,Whispering Pines Mobile Estates-CUST,09/16 06:35,17088,391,Failed Cal,30,30,36496892,0,0,55,30,109,0,0,13985,true,40,0,0,0,6.50
58afcf60-9fd6-11f0-b5af-5dfa9891b485,?,Whispering Pines Mobile Estates-CUST,09/17 07:43,17088,391,Calibrating,33,15,36089656,0,796,40,30,114,25110,26877,15754.035,false,46,0,53,0,3.09
6b2c0830-9e77-11f0-b5af-5dfa9891b485,?,Whispering Pines Mobile Estates-CUST,09/17 07:02,17088,391,Failed Cal,30,30,36174788,0,0,55,30,334,0,0,8598,true,50,0,0,0,6.17
69ee6270-9e53-11f0-b5af-5dfa9891b485,?,Whispering Pines Mobile Estates-CUST,09/17 07:28,17088,391,Calibrating,33,30,32999368,0,0,40,30,32,0,0,42265,false,39,0,0,0,-0.00
3a2fb640-9a72-11f0-b5af-5dfa9891b485,?,Whispering Pines Mobile Estates-CUST,09/17 06:58,17088,391,Calibrating,0,0,36971372,0,65,40,30,0,11091,11831,21630.125,false,93,0,122,0,36.97
68837010-6695-11f0-8658-7f4e94e41769,?,Whispering Pines Mobile Estates-CUST,09/17 07:22,17088,391,Calibrating,0,0,35368640,0,1190,40,30,0,3783,7910,2368.634,false,23,0,122,0,35.37
32ac1200-48c9-11f1-bc16-b52012ce6db2,?,Parkway MHC-Cust,09/17 07:05,17088,391,Metering,25,15,28711724,183,255,39,38,920,0,55,34310,false,23,0,0,0,3.71
19f307a0-48c9-11f1-bc16-b52012ce6db2,?,Parkway MHC-Cust,09/17 05:28,17088,391,Metering,26,15,28659988,413,448,33,34,353,7,55,15511,false,20,0,0,0,2.66
6ec713a0-9e53-11f0-b5af-5dfa9891b485,?,Parkway MHC-Cust,09/17 04:41,17088,391,Metering,32,15,36212436,82,129,26,42,926,2,61,3819,false,30,0,0,0,4.21
20805c50-8379-11f0-8b4a-0d0197d44616,?,Parkway MHC-Cust,09/17 08:03,17088,391,Metering,26,15,29113344,49,193,28,42,321,0,51,47885,false,38,0,0,0,3.11
b2beb870-666c-11f0-8658-7f4e94e41769,?,Parkway MHC-Cust,09/17 03:16,17088,391,Metering,33,15,35716880,22,37,23,46,893,17,50,3524,false,40,0,0,0,2.72
191e5b70-bda8-11ef-8f43-73c96c0de66f,?,Parkway MHC-Cust,09/16 06:50,17088,391,Metering,25,15,29028844,118,82,43,38,1341,72304,78632,4433.967,false,41,0,0,0,4.03
5746c980-9fd6-11f0-b5af-5dfa9891b485,?,Carolina Springs MHP-CUST,09/16 08:41,17088,391,Calibrating,33,30,36321424,0,0,40,30,19,0,0,8575,false,58,0,0,0,3.32
2b09d0e0-9fa1-11f0-b5af-5dfa9891b485,?,Carolina Springs MHP-CUST,09/16 07:14,17088,391,Calibrating,33,30,36357984,0,0,40,30,61,0,0,6192,false,40,0,0,0,3.36
2964fa80-9fa1-11f0-b5af-5dfa9891b485,?,Carolina Springs MHP-CUST,09/15 08:46,17088,391,Metering,32,15,36187496,5437,1595,28,46,901,175,295,24344.104,false,48,0,0,0,4.19
d1ebf830-9e6a-11f0-b5af-5dfa9891b485,?,Carolina Springs MHP-CUST,09/16 07:02,17088,391,Calibrating,33,30,35951456,0,0,40,30,18,0,0,20081,false,57,0,0,0,2.95
d106c850-9e6a-11f0-b5af-5dfa9891b485,?,Carolina Springs MHP-CUST,09/17 07:16,17088,391,Failed Cal,30,30,36372328,0,0,55,30,363,0,0,35042,true,46,0,0,0,6.37
785690f0-9e65-11f0-b5af-5dfa9891b485,?,Carolina Springs MHP-CUST,09/17 07:00,17088,391,Calibrating,33,15,35887688,0,0,40,30,19,0,0,32000,false,43,0,0,0,2.89
495f0f90-9e59-11f0-b5af-5dfa9891b485,?,Carolina Springs MHP-CUST,09/16 07:11,17088,391,Calibrating,33,15,36070832,0,0,40,30,80,0,0,70924,false,39,0,0,0,3.07
c9bd1220-35a6-11f0-8e55-b138a1c03c8e,?,Carolina Springs MHP-CUST,09/16 07:13,17088,391,Calibrating,30,15,32223736,0,0,28,30,327,0,0,9673,false,42,0,0,0,2.22
af56e230-c42b-11f0-9842-6d029661c338,?,Stafford MHC-CUST,09/17 08:26,17088,391,Failed Cal,30,30,0,0,0,55,30,242,0,0,0,true,85,0,0,0,
502a9670-8386-11f0-8b4a-0d0197d44616,?,Stafford MHC-CUST,09/16 07:49,17088,391,Calibrating,30,15,39142524,0,0,28,30,2858,0,0,46915,false,66,0,0,0,9.14
bf4a1e00-8385-11f0-8b4a-0d0197d44616,?,Stafford MHC-CUST,09/16 09:25,17088,391,Calibrating,0,0,39646848,0,373,40,30,0,7279,8951,46505.082,false,103,0,8,0,39.65
23da5070-82ef-11f0-8b4a-0d0197d44616,?,Stafford MHC-CUST,09/16 08:07,17088,391,Failed Cal,30,30,42628976,0,0,55,30,318,0,0,55280,true,86,0,0,0,12.63
bb4ad8f0-82ed-11f0-8b4a-0d0197d44616,?,Stafford MHC-CUST,09/17 08:26,17088,391,Failed Cal,30,30,38954704,0,0,55,30,459,0,0,264478,true,57,0,0,0,8.95
9b2d7f90-82e4-11f0-8b4a-0d0197d44616,?,Stafford MHC-CUST,09/16 07:41,17088,391,Calibrating,30,30,38893088,0,0,40,30,72,0,0,108344,false,101,0,0,0,8.89
283aff90-c4e7-11f0-9842-6d029661c338,?,Parker MHC-CUST,09/16 07:47,17088,391,Calibrating,25,15,36461736,0,0,28,30,235,0,0,26070,false,69,0,0,0,11.46
49b333f0-0c3f-11f1-8768-5551e7a34f27,?,Noble Estates MHC-Cust,09/17 04:51,17088,391,Metering,33,15,36107564,44,76,32,42,910,3,51,28410,false,53,0,0,0,3.11
43c31f50-0c3f-11f1-8768-5551e7a34f27,?,Noble Estates MHC-Cust,09/17 08:03,17088,391,Failed Cal,30,30,0,0,0,55,30,101,0,0,0,true,50,0,0,0,
5d894300-0c36-11f1-8768-5551e7a34f27,?,Noble Estates MHC-Cust,09/16 09:29,17088,391,Failed Cal,30,30,29752584,0,0,55,30,126,0,0,235146,true,55,0,0,0,-0.25
77f745d0-0c35-11f1-8768-5551e7a34f27,?,Noble Estates MHC-Cust,09/16 09:44,17088,391,Failed Cal,30,30,10058365,0,0,55,30,3964,0,0,23454,true,37,0,0,0,-19.94
9607ac20-62a0-11f0-8658-7f4e94e41769,?,Alta Vista MHC-CUST,09/16 09:34,17088,391,Calibrating,30,30,35831172,0,0,40,30,32,0,0,20918,false,46,0,0,0,5.83
12317560-cf71-11ef-8f43-73c96c0de66f,?,Alta Vista MHC-CUST,09/17 07:32,17088,391,Metering,30,15,36592700,3374,398,52,30,460,23300,24873,12404.023,false,46,0,2,0,6.59
a2b2dc30-4d71-11f1-b1bb-f3574cce671d,?,Broken Arrow MHP - Cust,09/16 07:41,17088,391,Calibrating,30,30,0,0,0,40,30,27,0,0,36,false,94,0,0,0,
dead07a0-5223-11f0-acb1-514e01860b07,?,Broken Arrow MHP - Cust,09/16 07:52,17088,391,Calibrating,25,30,24804208,0,0,40,30,50,0,0,61740,false,51,0,0,0,-0.20
a412a6e0-cf6f-11ef-8f43-73c96c0de66f,?,Forest at Sherman MHC-CUST,09/17 08:29,17088,391,Calibrating,30,30,0,0,0,40,30,23,0,0,22,false,60,0,0,0,
f695ab00-01dd-11f1-af1d-29d4205d602a,?,Coleman Village MHC-CUST,09/17 08:14,17088,391,Failed Cal,30,30,0,0,0,55,30,129,0,0,0,true,86,0,0,0,
0a504720-6677-11f0-8658-7f4e94e41769,?,Coleman Village MHC-CUST,09/16 06:46,17088,391,Failed Cal,30,30,37027728,0,0,55,30,119,0,0,3321,true,68,0,0,0,7.03
98e8be20-62c3-11f0-8658-7f4e94e41769,?,Minot Gardens MHC-Cust,09/15 13:01,17088,391,Failed Cal,25,30,0,0,0,55,30,91,0,0,0,true,38,0,0,0,
e1a4bf70-06af-11f1-a3d9-c99c67c82bc1,?,Wildwood Estates MHC-CUST,09/16 07:47,17088,391,Failed Cal,30,30,0,0,0,55,30,114,0,0,6440,true,53,0,0,0,
0827cac0-6c13-11f1-9333-3b2cfe68422f,?,Kay Lou-Cust,09/17 08:31,17088,391,Calibrating,30,30,24839050,0,0,40,30,29,0,0,670,false,34,0,0,0,-5.16
d4013360-62b0-11f0-8658-7f4e94e41769,?,Maple Run MHC-CUST,09/16 07:09,17088,391,Failed Cal,30,15,37724612,0,0,52,30,378,0,0,142060,true,59,0,0,0,7.72
96120210-c88a-11f0-9842-6d029661c338,?,Eastwood Hills MHC-CUST,09/16 08:19,17088,391,Calibrating,35,30,0,0,0,40,30,25,0,0,11929,false,52,0,0,0,
4fe4e280-c4cf-11f0-9842-6d029661c338,?,Eastwood Hills MHC-CUST,09/17 08:05,17088,391,Calibrating,30,30,24883600,0,0,40,30,25,0,0,856,false,46,0,0,0,-5.12
4ff3ba40-3d01-11f0-8e55-b138a1c03c8e,?,Eastwood Hills MHC-CUST,09/16 09:24,17088,391,Calibrating,30,30,39309944,0,0,40,30,27,0,0,18806,false,41,0,0,0,9.31
8b386d40-0c3f-11f1-8768-5551e7a34f27,?,Big Country Mobile Home & RV Park-Cust,09/17 04:08,17088,391,Metering,36,15,39821568,302,318,29,34,855,8,67,9021,false,179,0,0,0,3.82
29dd0ad0-0c38-11f1-8768-5551e7a34f27,?,Big Country Mobile Home & RV Park-Cust,09/17 07:58,17088,391,Metering,33,15,36488976,45,121,30,42,874,0,51,34806,false,38,0,0,0,3.49
2a618f00-0c36-11f1-8768-5551e7a34f27,?,Big Country Mobile Home & RV Park-Cust,09/17 07:51,17088,391,Metering,33,15,36923240,86,82,38,42,1525,11,53,9010,false,28,0,0,0,3.92
62b07ed0-0c35-11f1-8768-5551e7a34f27,?,Big Country Mobile Home & RV Park-Cust,09/17 08:28,17088,391,Metering,33,15,36239712,90,156,23,50,416,0,52,53742.012,false,31,0,0,0,3.24
375f2ba0-0c35-11f1-8768-5551e7a34f27,?,Big Country Mobile Home & RV Park-Cust,09/17 04:47,17088,391,Metering,33,15,36206968,247,129,33,42,1485,38,67,2643,false,31,0,0,0,3.21
2ed9c620-0c35-11f1-8768-5551e7a34f27,?,Big Country Mobile Home & RV Park-Cust,09/17 08:14,17088,391,Metering,33,15,36700392,23,38,28,46,975,9,60,10542,false,30,0,0,0,3.70
e85f52f0-0c34-11f1-8768-5551e7a34f27,?,Big Country Mobile Home & RV Park-Cust,09/16 18:12,17088,391,Metering,33,15,36001512,188,195,27,42,875,26,50,45313,false,33,0,0,0,3.00
fc759810-3d92-11f0-8e55-b138a1c03c8e,?,Trans Canada,09/17 07:20,17088,391,Calibrating,25,30,29164274,0,0,40,30,27,0,0,27536,false,51,0,0,0,4.16
52ac2380-3d01-11f0-8e55-b138a1c03c8e,?,Trans Canada,09/16 10:37,17088,391,Failed Cal,25,15,32155792,0,0,52,54,471,0,0,143341,true,44,0,0,0,7.16
1b0d18d0-8379-11f0-8b4a-0d0197d44616,?,Oaklawn Park HOA - Cust,09/16 08:04,17088,391,Calibrating,30,30,0,0,0,40,30,29,0,0,2255,false,49,0,0,0,
