serial,property,fwVer,fwVerTi,ageDays,dropouts120d,qual0frac30d,qualN,hardResets,tier
75374130,Hydetown Mobile Estates,15091,255,188,0,0.00,30,0,OK
75374148,Mill Creek Estates,16131,296,188,0,0.00,30,0,OK
75374155,Roosevelt MHC,16185,314,202,1,0.70,66,2,HIGH
75374189,Estancia MHP,15147,256,195,0,0.00,30,0,OK
75374205,Shelby's Trailer Park,16131,296,223,0,0.00,29,0,OK
75374213,Shelby's Trailer Park,16131,296,223,0,0.00,28,0,OK
75374221,Shelby's Trailer Park,16131,296,223,0,0.00,50,0,OK
75374247,Roosevelt MHC,16185,314,189,1,0.00,60,2,MED
75374270,Roosevelt MHC,16185,314,188,1,0.00,60,2,MED
75374288,Roosevelt MHC,16131,296,188,1,0.15,34,0,MED
75374320,Oswego MHP,17037,344,74,1,0.03,64,0,MED
75374338,Oswego MHP,16185,314,74,1,0.00,60,2,MED
75374346,Sunview MHP,17037,344,206,1,0.88,109,0,HIGH
75374353,Roosevelt MHC,16185,314,186,1,0.10,60,2,MED
75374361,Lakeview MHC,16185,314,195,1,0.00,61,2,MED
75374379,Big Country Mobile Home & RV Park,16130,296,188,1,0.00,30,0,MED
75374395,Paradise Village Cooperative MHC,15154,260,129,0,0.00,30,0,OK
75374403,Mill Creek Estates,363,219,188,0,0.00,59,0,OK
75374445,Parkwood,16022,260,89,0,0.00,31,0,OK
75374460,Alta Vista MHC,17037,344,112,1,0.03,64,0,MED
75374478,Oaklawn Park HOA,15090,254,188,0,0.00,30,0,OK
75374486,Estancia MHP,16185,314,195,1,0.03,58,2,MED
75374494,Highlands MHC,17037,344,206,1,0.00,334,0,MED
75374502,Estancia MHP,17037,344,195,12,0.91,375,0,HIGH
75374528,Oswego MHP,17037,344,74,1,0.03,72,0,MED
75374536,Kay Lou MHC,16131,296,66,0,0.00,30,0,OK
75374544,Oswego MHP,17037,344,74,1,0.02,62,0,MED
75374577,Noble Estates MHC,17037,344,89,1,0.03,63,0,MED
75374585,Parker MHC,17037,344,112,1,0.03,64,0,MED
75374593,Parkwood,17037,344,89,1,0.02,62,0,MED
75374619,Highlands MHC,362,209,206,0,0.00,61,0,OK
75374635,Mill Creek Estates,363,219,188,0,0.00,59,0,OK
75374643,Roosevelt MHC,16131,296,97,7,0.50,58,0,HIGH
75374668,Midtown MHP,15090,254,188,0,0.00,30,0,OK
75374676,Mill Creek Estates,363,219,188,0,0.00,58,0,OK
75374684,Estancia MHP,15147,256,195,0,0.00,28,0,OK
75374692,Estancia MHP,15147,256,195,0,0.00,30,0,OK
75374726,Grand Valley Estates MHC,17037,344,106,1,0.13,60,0,MED
75374734,Grand Valley Estates MHC,17037,344,106,1,0.04,53,0,MED
75374742,Kay Lou MHC,16131,296,74,0,0.00,30,0,OK
75374767,Estancia MHP,15147,256,195,0,0.00,30,0,OK
75374783,Heritage Apartments,16131,296,112,0,0.00,30,0,OK
75374791,Paradise Village Cooperative MHC,15154,260,129,0,0.00,33,0,OK
75374817,Roosevelt MHC,16185,314,189,1,0.00,60,2,MED
75374833,Highlands MHC,362,209,206,0,0.02,60,0,OK
75374858,Paradise Village Cooperative MHC,15154,260,129,0,0.00,46,0,OK
75374866,Southern Cross MHC,16185,314,220,1,0.00,142,2,MED
75374882,Kay Lou MHC,17037,344,66,1,0.03,64,0,MED
75374908,Grand Valley Estates MHC,17037,344,106,1,0.11,61,0,MED
75374940,Broken Arrow MHP,16131,296,105,0,0.00,29,0,OK
75374965,Coleman Village MHC,17037,344,201,1,0.02,62,0,MED
75374999,Pleasant Acres,16131,296,108,1,0.00,29,0,MED
75375004,Parkwood,16022,260,89,0,0.00,29,0,OK
75496388,Virginia Beach,17037,344,18,0,0.30,61,0,MED
75500130,Virginia Beach,17037,344,28,1,0.64,118,0,HIGH
75505691,Shirlee's MHP,17032,344,31,1,0.62,136,0,HIGH
77028456,Coleman Village MHC,15154,260,451,0,0.00,30,0,OK
77028498,Aurora MHC,16185,314,481,0,0.00,58,2,OK
77028506,Kingsbrook MHC,16185,314,452,1,0.03,38,2,MED
77028548,Chickadee Lane MHC,16185,314,481,1,0.00,59,2,MED
77028563,Maple Run MHP,362,209,404,0,0.00,61,0,OK
77028589,Chickadee Lane MHC,16185,314,481,1,0.00,81,2,MED
77028597,Aurora MHC,16131,296,481,0,0.00,30,0,OK
77028613,Aurora MHC,16022,260,481,0,0.00,30,0,OK
77028639,Freedom MHP,363,219,457,0,0.00,61,0,OK
77028647,Canada,362,209,451,0,0.00,60,0,OK
77028688,Holly Tree MHP,16185,314,481,1,0.00,59,2,MED
77028696,Canada,362,209,452,0,0.00,60,0,OK
77028704,Canada,362,209,452,0,0.00,63,0,OK
77028738,Downtown Metro,362,209,481,0,0.00,60,0,OK
77028746,Sky Run,16131,296,481,0,0.00,30,0,OK
77028795,Whispering Pines Mobile Estates,362,209,451,0,0.00,60,0,OK
77028803,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77028852,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77028860,Coleman Village MHC,15154,260,451,0,0.00,32,0,OK
77028878,Piney Park,16185,314,452,1,0.00,31,0,MED
77028886,Kingsbrook MHC,16131,296,452,0,0.00,30,0,OK
77028902,Eastwood Hills MHC,16185,314,451,1,0.00,62,2,MED
77028910,Trans Canada,362,209,451,0,0.00,61,0,OK
77029041,Chickadee Lane MHC,16185,314,481,1,0.00,60,2,MED
77029082,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77029090,Parkway MHC,16022,260,457,0,0.00,30,0,OK
77029124,Aurora MHC,16022,260,480,0,0.00,30,0,OK
77029140,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77029157,Canada,16185,314,452,1,0.02,59,2,MED
77029165,Canada,362,209,452,0,0.00,60,0,OK
77029207,Holly Tree MHP,17037,344,481,1,0.02,61,0,MED
77029231,Holly Tree MHP,16185,314,480,1,0.00,65,2,MED
77029314,Holly Tree MHP,16185,314,480,1,0.00,40,2,MED
77029330,Chickadee Lane MHC,16185,314,481,1,0.00,60,2,MED
77029355,Holly Tree MHP,16185,314,480,1,0.00,60,2,MED
77029363,Eastwood Hills MHC,362,209,480,0,0.00,60,0,OK
77029397,Holly Tree MHP,16185,314,480,1,0.00,60,2,MED
77029413,Holly Tree MHP,16185,314,480,1,0.00,56,2,MED
77029439,Fowler Apts MF,16185,314,461,1,0.27,60,2,MED
77029454,TN4,16131,296,451,0,0.00,30,0,OK
77029488,Pleasant Acres,16185,314,480,1,0.00,59,2,MED
77029496,Canada,16185,314,452,1,0.02,47,2,MED
77029512,Aurora MHC,16022,260,481,0,0.00,30,0,OK
77029546,Holly Tree MHP,16185,314,481,1,0.00,60,2,MED
77029553,Aurora MHC,16022,260,480,0,0.00,30,0,OK
77029595,Chickadee Lane MHC,16185,314,481,1,0.00,59,2,MED
77029629,Aurora MHC,16022,260,481,0,0.00,30,0,OK
77029751,Pleasant Acres,16185,314,481,1,0.00,60,2,MED
77036632,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77036640,Canada,362,209,451,0,0.00,64,0,OK
77036657,Holly Tree MHP,16185,314,481,1,0.00,60,2,MED
77036665,Green Acres MHC,362,209,451,0,0.00,63,0,OK
77036707,Canada,362,209,451,0,0.00,47,0,OK
77036863,Sky Run,16131,296,481,0,0.00,30,0,OK
77036871,Canada,362,209,452,0,0.00,60,0,OK
77036889,Pelican Shores North HOA,17028,343,480,0,0.47,97,0,MED
77036905,Sara Drive MHP,362,209,451,0,0.00,54,0,OK
77036921,Canada,16022,260,451,0,0.00,30,0,OK
77036954,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77041293,Fair Meadows MHC,16022,260,447,0,0.00,30,0,OK
77041301,Oaklawn Park HOA,15090,254,481,0,0.00,30,0,OK
77041327,Chickadee Lane MHC,16185,314,481,1,0.00,60,2,MED
77041335,Canada,362,209,452,0,0.00,60,0,OK
77041350,Canada,362,209,452,0,0.00,60,0,OK
77041368,Oaklawn Park HOA,15090,254,481,0,0.00,30,0,OK
77041376,Parkway MHC,17032,344,451,1,0.02,42,2,MED
77041665,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77041673,Canada,16185,314,452,1,0.02,62,2,MED
77041681,Canada,16185,314,451,1,0.00,60,2,MED
77041707,Carolina Springs MHP,17037,344,457,1,0.03,60,0,MED
77041715,Aurora MHC,16022,260,452,0,0.00,30,0,OK
77041756,Oaklawn Park HOA,15090,254,457,0,0.00,29,0,OK
77041772,Estancia MHP,15147,256,451,0,0.00,30,0,OK
77041780,W Poplar St Triplex,16185,314,452,1,0.02,46,2,MED
77041822,Maple Run MHC,16022,260,462,0,0.00,30,0,OK
77041848,Piney Park,16185,314,447,0,0.00,59,0,OK
77041871,Canada,16185,314,451,1,0.01,85,2,MED
77041889,Holly Tree MHP,16185,314,480,1,0.00,62,2,MED
77041913,The Oaks MHC,16131,296,451,0,0.00,30,0,OK
77041947,Lakeview MHC,362,209,480,0,0.00,60,0,OK
77041954,Piney Park,16185,314,452,0,0.00,64,0,OK
77041962,Shady Lane MHP,17028,341,455,1,0.28,75,0,MED
77041996,Holly Tree MHP,16185,314,481,1,0.00,59,2,MED
77042044,Aurora MHC,16131,296,481,0,0.00,30,0,OK
77042051,176 N Highland Ave,16022,260,480,0,0.00,30,0,OK
77042085,Holly Tree MHP,16185,314,480,1,0.00,60,2,MED
77042119,PW2,16022,260,451,0,0.00,30,0,OK
77042226,Kingsbrook MHC,16131,296,452,0,0.00,30,0,OK
77042234,The Oaks MHC,16131,296,462,0,0.00,30,0,OK
77051961,Parkway MHC,16022,260,462,0,0.00,30,0,OK
77051987,Aurora MHC,16022,260,481,0,0.00,30,0,OK
77051995,Fowler Apts MF,362,209,462,0,0.00,52,0,OK
77052019,Taylor St Triplex,362,209,462,0,0.00,60,0,OK
77052035,Parkview MHP,17037,344,462,1,0.03,65,0,MED
77052050,Whispering Pines Mobile Estates,362,209,462,0,0.00,59,0,OK
77052084,Fair Meadows MHC,16022,260,447,0,0.00,30,0,OK
77052134,Westview Mobile Estates MHC,362,209,462,0,0.00,60,0,OK
77052142,Lakeview MHC,16131,296,480,0,0.00,30,0,OK
77052167,Chickadee Lane MHC,17037,344,481,1,0.01,119,0,MED
77052183,Kachina,16131,296,481,0,0.00,30,0,OK
77052191,Holly Tree MHP,16185,314,480,1,0.00,62,2,MED
77052233,Maple Run MHC,16131,296,462,0,0.00,29,0,OK
77052258,Holly Tree MHP,16185,314,480,1,0.00,52,2,MED
77052274,Aurora MHC,16022,260,480,0,0.00,30,0,OK
77052282,Chickadee Lane MHC,16185,314,481,1,0.00,60,2,MED
77052316,Aurora MHC,16022,260,447,0,0.00,30,0,OK
77053165,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77053173,Carolina Springs MHP,362,209,481,0,0.00,56,0,OK
77053199,Canada,362,209,452,0,0.00,61,0,OK
77053223,Lafountaine MHC,16131,296,447,0,0.00,30,0,OK
77053231,Lakeview MHC,362,209,480,0,0.00,60,0,OK
77053249,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77053256,Canada,362,209,451,0,0.00,43,0,OK
77053264,Aurora MHC,16131,296,451,0,0.00,31,0,OK
77053330,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77053355,TN4,362,209,511,0,0.00,56,0,OK
77053405,Piney Park,16185,314,447,0,0.00,60,0,OK
77053421,Canada,362,209,452,0,0.00,60,0,OK
77053454,Coleman Village MHC,16185,314,451,1,0.00,60,2,MED
77053462,Canada,16185,314,452,0,0.00,63,2,OK
77053504,Parkway MHC,16022,260,451,0,0.00,30,0,OK
77053520,Kingsbrook MHC,16131,296,451,0,0.00,31,0,OK
77053546,Sky Run,16131,296,480,0,0.00,44,0,OK
77053561,Parkview MHP,16185,314,480,1,0.00,59,2,MED
77053793,Fair Meadows MHC,16022,260,451,0,0.00,30,0,OK
77053819,Big Country Mobile Home & RV Park,17037,344,188,1,0.02,62,0,MED
77053827,Oak Forest Estate MHC,17037,344,447,1,0.03,58,0,MED
77053835,The Oaks MHC,16131,296,462,0,0.00,30,0,OK
77053868,The Oaks MHC,16131,296,447,0,0.00,30,0,OK
77053876,Sara Drive MHP,362,209,447,0,0.00,60,0,OK
77053900,Canada,362,209,451,0,0.00,60,0,OK
77053926,Fair Meadows MHC,16022,260,452,0,0.00,29,0,OK
77053983,Kingsbrook MHC,16185,314,451,1,0.02,48,2,MED
77054007,Estancia MHP,15147,256,462,0,0.00,30,0,OK
77054015,Arizona Manor,17037,344,480,10,0.15,62,0,HIGH
77054049,Aurora MHC,16131,296,452,0,0.00,30,0,OK
77054056,Oak Forest Estate MHC,17037,344,452,1,0.04,56,0,MED
77054064,Canada,362,209,452,0,0.00,60,0,OK
77054114,Piney Park,17037,344,451,2,0.02,62,0,MED
77054122,Oak Forest Estate MHC,17037,344,447,1,0.03,59,0,MED
77054130,Alta Vista MHC,363,219,451,0,0.00,60,0,OK
77054155,Piney Park,16185,314,452,1,0.00,58,0,MED
77054163,Aurora MHC,16022,260,481,0,0.00,30,0,OK
77054189,Singing Pines,362,209,480,0,0.02,63,0,OK
77054197,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77054205,Papa Ken,362,209,312,0,0.00,60,0,OK
77054239,Carolina Springs MHP,362,209,481,0,0.00,52,0,OK
77054247,Eastwood Hills MHC,362,209,461,0,0.00,60,0,OK
77054254,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77054270,Roper Center Commercial Bldg,15090,254,250,0,0.00,30,0,OK
77054296,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77054346,Kingsbrook MHC,16022,260,451,0,0.00,29,0,OK
77054353,Chickadee Lane MHC,16185,314,481,1,0.00,60,2,MED
77054379,Holly Tree MHP,16185,314,481,1,0.00,60,2,MED
77054387,Fowler Apts MF,362,209,461,0,0.00,60,0,OK
77054403,Canada,362,209,451,0,0.00,60,0,OK
77054437,Alta Vista MHC,16131,296,480,0,0.00,31,0,OK
77054528,Oak Forest Estate MHC,17037,344,447,1,0.03,58,0,MED
77054536,Canada,362,209,451,0,0.00,63,0,OK
77054544,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77054551,Green Grove Trailer Court MHC,16131,296,511,0,0.00,30,0,OK
77054601,Piney Park,16185,314,451,2,0.00,56,0,MED
77054619,Piney Park,16185,314,452,1,0.00,60,0,MED
77054627,Carolina Springs MHP,17037,344,461,1,0.04,45,0,MED
77054668,Alta Vista MHC,363,219,451,0,0.00,60,0,OK
77054684,Holly Tree MHP,16185,314,481,1,0.00,60,2,MED
77054692,Canada,362,209,452,0,0.00,59,0,OK
77054718,Canada,362,209,451,0,0.00,58,0,OK
77054726,Canada,362,209,451,0,0.00,50,0,OK
77054866,Downtown Metro,362,209,481,0,0.00,60,0,OK
77054882,Aurora MHC,16022,260,452,0,0.00,30,0,OK
77054932,Canada,362,209,452,0,0.00,60,0,OK
77054940,Oaklawn Park HOA,15090,254,452,0,0.00,29,0,OK
77054957,Shady Lane MHP,17028,341,451,2,0.29,72,0,MED
77054981,PW2,16022,260,481,0,0.00,31,0,OK
77055020,Canada,362,209,452,0,0.00,60,0,OK
77055038,Parkway MHC,17032,344,451,1,0.02,42,2,MED
77055046,Canada,362,209,452,0,0.00,61,0,OK
77055061,Maple Run MHC,362,209,451,0,0.00,57,0,OK
77055087,Canada,362,209,452,0,0.00,60,0,OK
77055111,Kingsbrook MHC,16131,296,452,0,0.00,30,0,OK
77055129,Green Grove Trailer Court MHC,16131,296,452,0,0.00,27,0,OK
77055145,The Oaks MHC,16131,296,451,0,0.00,30,0,OK
77055236,Maple Run MHC,362,209,511,0,0.00,59,0,OK
77055244,Kingsbrook MHC,16131,296,452,0,0.00,30,0,OK
77055251,Canada,17037,344,451,1,0.05,65,0,MED
77055277,The Oaks MHC,16131,296,451,0,0.00,30,0,OK
77055285,Canada,362,209,452,0,0.00,60,0,OK
77055293,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77055301,Canada,362,209,451,0,0.00,60,0,OK
77055319,Canada,362,209,451,0,0.00,61,0,OK
77055335,Canada,16185,314,451,1,0.02,62,2,MED
77055350,Aurora MHC,16022,260,462,0,0.00,30,0,OK
77055368,Canada,362,209,452,0,0.00,60,0,OK
77055400,Holly Tree MHP,17037,344,480,1,0.01,100,0,MED
77055418,Canada,362,209,451,0,0.00,66,0,OK
77055426,Kingsbrook MHC,16131,296,452,0,0.00,30,0,OK
77055459,Aurora MHC,16131,296,481,0,0.00,30,0,OK
77055467,Chickadee Lane MHC,16131,296,481,0,0.00,29,0,OK
77055509,Kachina,16185,314,480,1,0.00,60,2,MED
77055517,Downtown Metro,362,209,481,0,0.00,60,0,OK
77055558,Pleasant Acres,16185,314,480,1,0.00,60,2,MED
77055566,Estancia MHP,16185,314,462,1,0.00,119,2,MED
77055582,Holly Tree MHP,16185,314,481,1,0.00,60,2,MED
77055616,Canada,362,209,451,0,0.00,59,0,OK
77055632,Kingsbrook MHC,16131,296,451,0,0.00,29,0,OK
77055673,Aurora MHC,17037,344,481,1,0.03,67,0,MED
77055699,Alta Vista MHC,16131,296,451,0,0.00,30,0,OK
77055707,Oaklawn Park HOA,15090,254,462,0,0.00,30,0,OK
77055749,Kingsbrook MHC,16131,296,452,0,0.00,30,0,OK
77055772,Kingsbrook MHC,16131,296,481,0,0.00,30,0,OK
77055863,Canada,362,209,451,0,0.00,60,0,OK
77055871,Chickadee Lane MHC,16185,314,481,1,0.00,59,2,MED
77055913,Canada,362,209,451,0,0.00,61,0,OK
77055921,Canada,362,209,452,0,0.00,51,0,OK
77056010,Hydetown Mobile Estates,15091,255,452,0,0.00,30,0,OK
77056028,Paradise Village Cooperative MHC,15154,260,451,0,0.00,35,0,OK
77056036,Eastwood Hills MHC,362,209,452,0,0.00,60,0,OK
77056069,Holly Tree MHP,16185,314,480,1,0.00,60,2,MED
77056093,Arizona Manor,362,209,480,0,0.00,60,0,OK
77056119,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77056127,Canada,362,209,452,0,0.00,60,0,OK
77056135,Parkway MHC,16022,260,451,0,0.00,30,0,OK
77056143,Alta Vista MHC,16131,296,461,1,0.00,30,0,MED
77056184,Aurora MHC,16131,296,481,0,0.00,30,0,OK
77056218,Kingsbrook MHC,16131,296,451,0,0.00,31,0,OK
77056242,Canada,16022,260,452,0,0.00,30,0,OK
77056275,Canada,362,209,451,0,0.00,60,0,OK
77056283,Canada,362,209,452,0,0.00,60,0,OK
77056291,Aurora MHC,16131,296,481,0,0.00,31,0,OK
77056333,Chickadee Lane MHC,17037,344,481,1,0.17,69,0,MED
77056341,The Oaks MHC,16185,314,480,1,0.02,60,2,MED
77056374,Freedom MHP,363,219,462,0,0.00,60,0,OK
77056432,Holly Tree MHP,16185,314,481,1,0.00,59,2,MED
77056440,Aurora MHC,16022,260,481,0,0.00,30,0,OK
77056481,Forest at Sherman MHC,16185,314,452,1,0.00,58,2,MED
77056507,PW2,17037,344,462,1,0.02,62,0,MED
77056523,Oak Forest Estate MHC,17037,344,447,1,0.03,58,0,MED
77056531,Canada,362,209,451,0,0.00,60,0,OK
77056549,Aurora MHC,16022,260,481,0,0.00,30,0,OK
77056556,Holly Tree MHP,16185,314,482,1,0.00,60,2,MED
77056564,Canada,362,209,451,0,0.00,74,0,OK
77056606,Kingsbrook MHC,16185,314,452,1,0.02,57,2,MED
77056622,Lafountaine MHC,16131,296,447,0,0.00,29,0,OK
77056630,The Oaks MHC,16131,296,481,0,0.00,30,0,OK
77056648,Sky Run,16131,296,481,0,0.00,30,0,OK
77056655,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77056663,Canada,362,209,452,0,0.00,59,0,OK
77056689,Canada,362,209,451,0,0.00,60,0,OK
77056705,Kingsbrook MHC,16131,296,451,0,0.00,32,0,OK
77056721,Piney Park,16185,314,447,2,0.00,72,0,MED
77056747,Shady Grove,362,209,452,0,0.00,60,0,OK
77056804,Canada,362,209,452,0,0.00,60,0,OK
77056820,Minot Gardens MHC,17037,344,424,1,0.02,45,0,MED
77056853,Eastwood Hills MHC,362,209,451,0,0.00,60,0,OK
77056879,Canada,16185,314,452,1,0.01,71,2,MED
77056895,Kingsbrook MHC,16131,296,404,0,0.00,55,0,OK
77056911,High Street,15147,256,424,0,0.00,28,0,OK
77056960,Parkway MHC,16022,260,399,0,0.00,30,0,OK
77056978,Canada,16185,314,451,2,0.02,49,2,MED
77056986,Downtown Metro,362,209,481,0,0.00,60,0,OK
77057018,Holly Tree MHP,16185,314,481,1,0.00,60,2,MED
77057034,Oaklawn Park HOA,15090,254,480,0,0.00,30,0,OK
77057091,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77057141,Aurora MHC,16022,260,480,0,0.00,30,0,OK
77057166,Aurora MHC,16022,260,481,0,0.00,30,0,OK
77057174,Downtown Metro,362,209,481,0,0.00,60,0,OK
77057208,Holly Tree MHP,16185,314,480,1,0.00,62,2,MED
77057216,PW2,17037,344,480,1,0.02,59,0,MED
77057240,Kingsbrook MHC,16131,296,462,0,0.00,16,0,OK
77057273,Green Grove Trailer Court MHC,16131,296,462,0,0.00,30,0,OK
77057281,Piney Park,16185,314,480,2,0.00,59,0,MED
77057323,Sara Drive MHP,362,209,462,0,0.00,56,0,OK
77057364,Holly Tree MHP,16185,314,481,1,0.00,59,2,MED
77057372,Aurora MHC,16131,296,481,0,0.00,30,0,OK
77057380,Oaklawn Park HOA,15090,254,462,0,0.00,27,0,OK
77057430,Minot Gardens MHC,17037,344,480,1,0.03,40,0,MED
77057448,Canada,16185,314,451,1,0.02,64,2,MED
77057455,Eastwood Hills MHC,362,209,462,0,0.00,60,0,OK
77057463,Canada,362,209,451,0,0.00,59,0,OK
77057539,Singing Pines,362,209,480,0,0.00,60,0,OK
77057547,PW2,16022,260,455,0,0.00,28,0,OK
77057562,Canada,362,209,451,0,0.00,62,0,OK
77057570,Holly Tree MHP,17037,344,481,1,0.02,62,0,MED
77057588,Sky Run,16131,296,481,0,0.00,30,0,OK
77057596,The Oaks MHC,16131,296,480,0,0.00,31,0,OK
77057604,Parkway MHC,16022,260,462,0,0.00,30,0,OK
77057620,Holly Tree MHP,16185,314,481,1,0.00,66,2,MED
77057646,Lafountaine MHC,16131,296,447,0,0.00,30,0,OK
77057661,Kingsbrook MHC,16022,260,452,0,0.00,30,0,OK
77057679,Aurora MHC,16022,260,455,1,0.00,38,4787,HIGH
77057687,Sara Drive MHP,362,209,462,0,0.00,56,0,OK
77057695,Kingsbrook MHC,16131,296,451,0,0.00,30,0,OK
77057729,Alta Vista MHC,16185,314,480,1,0.00,59,2,MED
77057786,Forest at Sherman MHC,362,209,451,0,0.00,55,0,OK
77057802,Sky Run,16131,296,481,0,0.00,30,0,OK
77057810,Singing Pines,362,209,480,0,0.00,54,0,OK
77057828,Aurora MHC,16022,260,480,0,0.00,30,0,OK
77057877,Fowler Apts MF,16022,260,461,0,0.00,30,0,OK
77057919,Sky Run,16131,296,481,0,0.00,30,0,OK
77057935,Aurora MHC,16022,260,481,0,0.00,32,0,OK
77057950,Kingsbrook MHC,16131,296,480,0,0.00,30,0,OK
77057976,Oaklawn Park HOA,15090,254,480,0,0.00,26,0,OK
77057984,Aurora MHC,17037,344,480,1,0.04,50,0,MED
77057992,Holly Tree MHP,16185,314,482,1,0.00,59,2,MED
77058008,Holly Tree MHP,16185,314,481,1,0.00,60,2,MED
77058016,Oaklawn Park HOA,15090,254,481,0,0.00,26,0,OK
77058024,Canada,16185,314,451,1,0.01,126,2,MED
77058032,Arizona Manor,362,209,480,0,0.00,60,0,OK
77058057,The Oaks MHC,16131,296,480,0,0.00,30,0,OK
77058073,Chickadee Lane MHC,16185,314,481,1,0.00,59,2,MED
77058099,Parkview MHP,16185,314,481,1,0.00,60,2,MED
77058107,Kachina,17037,344,480,1,0.16,74,0,MED
77058131,Westview Mobile Estates MHC,362,209,462,0,0.00,25,0,OK
77058172,Arizona Manor,362,209,480,0,0.00,60,0,OK
77058214,Fair Meadows MHC,16022,260,447,0,0.00,30,0,OK
77058222,Forest at Sherman MHC,16185,314,451,1,0.00,59,2,MED
77058230,Oakwood MHP,16022,260,480,0,0.00,30,0,OK
77058255,Browns MHP,15154,260,452,0,0.00,30,0,OK
77058263,Sara Drive MHP,362,209,451,0,0.00,60,0,OK
77058271,Holly Tree MHP,16185,314,481,1,0.00,59,2,MED
77058305,Alta Vista MHC,363,219,461,0,0.00,62,0,OK
77058370,Oak Forest Estate MHC,17037,344,447,1,0.05,44,0,MED
77058438,Kingsbrook MHC,16022,260,451,0,0.00,30,0,OK
77058453,Canada,362,209,451,0,0.00,60,0,OK
77058461,Kingsbrook MHC,16131,296,451,0,0.00,29,0,OK
77058479,Canada,362,209,452,0,0.00,60,0,OK
77058487,Oak Forest Estate MHC,17037,344,447,1,0.02,62,0,MED
77058529,Canada,362,209,451,0,0.00,61,0,OK
77058537,Kingsbrook MHC,16131,296,452,0,0.00,30,0,OK
77058545,Country Squire MHC,16185,314,481,1,0.00,58,0,MED
77058602,Hydetown Mobile Estates,15091,255,452,0,0.00,30,0,OK
77058610,Holly Tree MHP,17037,344,482,1,0.02,60,0,MED
77058644,Canada,16022,260,452,0,0.10,30,0,OK
77058669,Kingsbrook MHC,16131,296,452,0,0.00,30,0,OK
77058685,Parkway MHC,16022,260,405,0,0.00,30,0,OK
77058693,Maple Run MHP,362,209,405,0,0.00,60,0,OK
77058701,Canada,362,209,451,0,0.00,60,0,OK
77058719,Pelican Shores North HOA,17028,341,452,0,0.09,154,0,OK
77058727,Holly Tree MHP,16185,314,481,1,0.00,69,2,MED
77058750,Sara Drive MHP,362,209,451,0,0.00,62,0,OK
77058792,Taylor St Triplex,362,209,451,0,0.00,58,0,OK
77058834,Aurora MHC,17037,344,481,1,0.04,48,0,MED
77058883,PW2,16185,314,425,1,0.06,62,2,MED
77058917,Ontario Place MHC,16185,314,399,1,0.00,58,2,MED
77058966,Steve Schneiter 5YR 5plex-CO,16022,260,425,0,0.00,7,0,OK
77058974,High Street,16131,296,424,0,0.00,30,0,OK
77059022,Paradise Village Cooperative MHC,15154,260,425,0,0.00,31,0,OK
77059030,Coleman Village,16185,314,399,1,0.00,59,2,MED
77059147,Maple Run MHP,16131,296,404,0,0.03,30,0,OK
77059196,PW2,16022,260,425,0,0.00,30,0,OK
77059220,Chickadee Lane MHC,16185,314,481,1,0.00,61,2,MED
77059246,Steve Schneiter 5YR 5plex-CO,17037,344,425,1,0.05,41,0,MED
77059287,Piney Park,16185,314,425,0,0.00,53,0,OK
77059295,Kingsbrook MHC,16022,260,424,0,0.00,30,0,OK
77059303,Estancia MHP,15147,256,412,0,0.00,30,0,OK
77059352,Aurora MHC,16022,260,425,0,0.00,30,0,OK
77059360,Aurora MHC,16022,260,424,0,0.00,30,0,OK
77059402,Piney Park,16185,314,425,1,0.00,58,2,MED
77059428,PW2,16022,260,424,0,0.00,30,0,OK
77059436,Aurora MHC,16022,260,481,0,0.00,30,0,OK
77059444,Piney Park,16185,314,425,1,0.00,57,2,MED
77059477,PW2,16022,260,424,0,0.00,30,0,OK
77059527,Canada,16185,314,451,1,0.01,90,2,MED
77059543,Oaklawn Park HOA,15090,254,424,0,0.00,30,0,OK
77059550,Aurora MHC,16022,260,399,0,0.00,30,0,OK
77059584,Piney Park,16185,314,425,1,0.00,59,2,MED
77059592,PW2,16022,260,424,0,0.00,30,0,OK
77059600,Oaklawn Park HOA,15090,254,462,0,0.00,28,0,OK
77059659,Maple Run MHP,362,209,404,0,0.00,60,0,OK
77059683,Maple Run MHP,362,209,405,0,0.00,60,0,OK
77059766,PW2,16022,260,399,0,0.00,29,0,OK
