group,lever,serial,id,apt,tier,reported,draws,pos,neg,waterFlowDir_to_write
La Comunidad MHC-CUST,362/209,70263783,8297bb60-a082-11f0-b5af-5dfa9891b485,21A,PIN,FLIPPED,FLIPPED,0,5528,2
La Comunidad MHC-CUST,362/209,72391178,78620700-aab8-11f0-98a7-c3bc57f9afe3,25,PIN,NOT FLIPPED,NOT FLIPPED,5299,0,1
La Comunidad MHC-CUST,362/209,72378852,ad438a50-a083-11f0-b5af-5dfa9891b485,26,PIN,FLIPPED,FLIPPED,0,5436,2
La Comunidad MHC-CUST,362/209,70262439,2796df00-ad3b-11f0-98a7-c3bc57f9afe3,27,PIN,FLIPPED,FLIPPED,0,5081,2
La Comunidad MHC-CUST,362/209,70265267,9cd39b20-ad39-11f0-98a7-c3bc57f9afe3,28B,PIN,NOT FLIPPED,NOT FLIPPED,5392,0,1
La Comunidad MHC-CUST,362/209,70269285,cb228d00-ad30-11f0-98a7-c3bc57f9afe3,33,PIN,FLIPPED,FLIPPED,0,5188,2
La Comunidad MHC-CUST,362/209,72379108,82fd6590-a083-11f0-b5af-5dfa9891b485,34,PIN,NOT FLIPPED,NOT FLIPPED,2953,0,1
La Comunidad MHC-CUST,362/209,72381997,6683cc40-a940-11f0-98a7-c3bc57f9afe3,35,PIN,NOT FLIPPED,NOT FLIPPED,800,74,1
La Comunidad MHC-CUST,362/209,72387960,9b9e9d90-ad39-11f0-98a7-c3bc57f9afe3,36,PIN,FLIPPED,FLIPPED,0,5529,2
La Comunidad MHC-CUST,362/209,72380601,9dcf8750-ad39-11f0-98a7-c3bc57f9afe3,37,PIN-B,NOT FLIPPED,NOT FLIPPED,1624,245,1
La Comunidad MHC-CUST,362/209,70266083,89698360-ad39-11f0-98a7-c3bc57f9afe3,44,PIN,NOT FLIPPED,NOT FLIPPED,5870,4,1
La Comunidad MHC-CUST,362/209,70261548,87493b70-ad39-11f0-98a7-c3bc57f9afe3,47,PIN-B,FLIPPED,FLIPPED,1031,3311,2
La Comunidad MHC-CUST,362/209,72379215,6fa9b780-a940-11f0-98a7-c3bc57f9afe3,5,PIN,FLIPPED,FLIPPED,0,2184,2
La Comunidad MHC-CUST,362/209,65822291,c4ce19d0-35a6-11f0-8e55-b138a1c03c8e,50,PIN,NOT FLIPPED,NOT FLIPPED,94,0,1
La Comunidad MHC-CUST,362/209,70265499,b8585ec0-ad30-11f0-98a7-c3bc57f9afe3,50B,PIN,NOT FLIPPED,NOT FLIPPED,5594,0,1
La Comunidad MHC-CUST,362/209,70269236,9035c730-ad39-11f0-98a7-c3bc57f9afe3,51,PIN,FLIPPED,FLIPPED,0,1602,2
La Comunidad MHC-CUST,362/209,72387648,50dfa610-ad3d-11f0-98a7-c3bc57f9afe3,52,PIN,NOT FLIPPED,NOT FLIPPED,5492,0,1
La Comunidad MHC-CUST,362/209,72384546,42099560-ad3d-11f0-98a7-c3bc57f9afe3,53,PIN,FLIPPED,FLIPPED,6,2422,2
La Comunidad MHC-CUST,362/209,72387291,011391d0-ad3f-11f0-98a7-c3bc57f9afe3,54,PIN,FLIPPED,FLIPPED,0,5747,2
La Comunidad MHC-CUST,362/209,72380130,3ad763d0-ad3d-11f0-98a7-c3bc57f9afe3,57,PIN,FLIPPED,FLIPPED,0,5876,2
La Comunidad MHC-CUST,362/209,72380478,791955d0-ad39-11f0-98a7-c3bc57f9afe3,58,PIN,NOT FLIPPED,NOT FLIPPED,3282,0,1
La Comunidad MHC-CUST,362/209,72385634,67f2e690-a082-11f0-b5af-5dfa9891b485,6,PIN,FLIPPED,FLIPPED,0,5571,2
La Comunidad MHC-CUST,362/209,72391236,8a0811a0-a939-11f0-98a7-c3bc57f9afe3,65,PIN,FLIPPED,FLIPPED,0,5543,2
La Comunidad MHC-CUST,362/209,72387069,8a8a5cb0-ad39-11f0-98a7-c3bc57f9afe3,67,PIN,NOT FLIPPED,NOT FLIPPED,3208,6,1
La Comunidad MHC-CUST,362/209,70265523,5e1ce6f0-ad40-11f0-98a7-c3bc57f9afe3,69,PIN,FLIPPED,FLIPPED,0,5664,2
La Comunidad MHC-CUST,362/209,72391665,a6541890-ad30-11f0-98a7-c3bc57f9afe3,7,PIN,FLIPPED,FLIPPED,0,5238,2
La Comunidad MHC-CUST,362/209,70265994,f1a38b10-ad3e-11f0-98a7-c3bc57f9afe3,74,PIN,FLIPPED,FLIPPED,0,5475,2
La Comunidad MHC-CUST,362/209,68618733,0eeedfb0-26b4-11f0-8272-45e3ef110760,75,PIN,FLIPPED,FLIPPED,0,1394,2
La Comunidad MHC-CUST,362/209,70266265,6a442990-a082-11f0-b5af-5dfa9891b485,76,PIN,FLIPPED,FLIPPED,0,5762,2
La Comunidad MHC-CUST,362/209,70259583,29f79d60-a940-11f0-98a7-c3bc57f9afe3,77,PIN,NOT FLIPPED,NOT FLIPPED,5577,0,1
La Comunidad MHC-CUST,362/209,70269038,b245ce00-ad30-11f0-98a7-c3bc57f9afe3,78,PIN-B,FLIPPED,FLIPPED,645,2506,2
La Comunidad MHC-CUST,362/209,70269277,02435f40-ad3f-11f0-98a7-c3bc57f9afe3,79,PIN,NOT FLIPPED,NOT FLIPPED,2235,403,1
La Comunidad MHC-CUST,362/209,70259872,8940ca50-a083-11f0-b5af-5dfa9891b485,80,PIN-B,FLIPPED,FLIPPED,897,2270,2
La Comunidad MHC-CUST,362/209,70265721,8ad89dd0-a082-11f0-b5af-5dfa9891b485,81,PIN,NOT FLIPPED,NOT FLIPPED,5124,0,1
La Comunidad MHC-CUST,362/209,72391913,e959cbf0-a941-11f0-98a7-c3bc57f9afe3,86,PIN,FLIPPED,FLIPPED,0,5637,2
La Comunidad MHC-CUST,362/209,70268758,b35dffa0-a95d-11f0-98a7-c3bc57f9afe3,89,PIN,FLIPPED,FLIPPED,2,5033,2
La Comunidad MHC-CUST,362/209,72384249,c2512a60-ad30-11f0-98a7-c3bc57f9afe3,9,PIN,NOT FLIPPED,NOT FLIPPED,5526,0,1
La Comunidad MHC-CUST,362/209,70260318,ab8fdc30-a95d-11f0-98a7-c3bc57f9afe3,92,PIN,FLIPPED,FLIPPED,0,5585,2
La Comunidad MHC-CUST,362/209,72386947,410f5830-a95e-11f0-98a7-c3bc57f9afe3,97,PIN,FLIPPED,FLIPPED,18,120,2
La Comunidad MHC-CUST,362/209,72383910,aba5ae20-a95d-11f0-98a7-c3bc57f9afe3,98,PIN,FLIPPED,FLIPPED,0,5727,2
La Comunidad MHC-CUST,362/209,72387994,b17653e0-a95d-11f0-98a7-c3bc57f9afe3,99,PIN,NOT FLIPPED,NOT FLIPPED,4817,0,1
Lafountaine MHC,15019/219,77057646,8cad9d30-4151-11f0-8e55-b138a1c03c8e,100BS,PIN,FLIPPED,FLIPPED,0,53,2
Lafountaine MHC,15019/219,72388703,a3068fd0-84a2-11f0-8b4a-0d0197d44616,101PV,PIN,NOT FLIPPED,NOT FLIPPED,5693,22,1
Lafountaine MHC,15019/219,72380072,679c99d0-84a2-11f0-8b4a-0d0197d44616,102HT,PIN,NOT FLIPPED,NOT FLIPPED,626,1,1
Lafountaine MHC,15019/219,72389149,671da5d0-84a2-11f0-8b4a-0d0197d44616,102PV,PIN,FLIPPED,FLIPPED,11,5715,2
Lafountaine MHC,15019/219,77056622,8d23dea0-4151-11f0-8e55-b138a1c03c8e,103FL,PIN,FLIPPED,FLIPPED,0,5516,2
Lafountaine MHC,15019/219,65826417,9d274370-e646-11ef-bcd4-5bcca9a9134f,105CC,PIN,NOT FLIPPED,NOT FLIPPED,5033,0,1
Lafountaine MHC,15019/219,77053223,c7ba30f0-4151-11f0-8e55-b138a1c03c8e,109FL,PIN,NOT FLIPPED,NOT FLIPPED,5703,0,1
Lafountaine MHC,15019/219,65830799,70f9f730-e4dd-11ef-a76f-4d93d4a482f0,110GT,PIN,NOT FLIPPED,NOT FLIPPED,5051,2,1
Lafountaine MHC,15019/219,72384942,6ce32800-84a2-11f0-8b4a-0d0197d44616,111BS,PIN,FLIPPED,FLIPPED,0,5888,2
Lafountaine MHC,15019/219,72388927,61b49b80-84a2-11f0-8b4a-0d0197d44616,111FL,PIN,NOT FLIPPED,NOT FLIPPED,5691,0,1
Lafountaine MHC,15019/219,72380726,3bacd1d0-84a4-11f0-8b4a-0d0197d44616,115BS,PIN,NOT FLIPPED,NOT FLIPPED,5705,0,1
Lafountaine MHC,15019/219,72388901,41b55070-84a4-11f0-8b4a-0d0197d44616,116ND,PIN,NOT FLIPPED,NOT FLIPPED,4922,0,1
Lafountaine MHC,15019/219,72391996,87d42100-84a2-11f0-8b4a-0d0197d44616,136CC,PIN,NOT FLIPPED,NOT FLIPPED,5647,0,1
Lake Road Village RV Park-Cust,362/209,70266539,3135b8e0-ad3d-11f0-98a7-c3bc57f9afe3,25,PIN,NOT FLIPPED,NOT FLIPPED,4541,0,1
Lake Road Village RV Park-Cust,362/209,72379892,323834c0-ad3d-11f0-98a7-c3bc57f9afe3,50,PIN-B,FLIPPED,FLIPPED,1197,3360,2
Lakeview MHC-CUST,362/209,75364297,131e0490-47f5-11f1-969c-6109d9dfb138,18,PIN,FLIPPED,FLIPPED,51,4052,2
Lakeview MHC-CUST,362/209,79462717,baaab970-4d71-11f1-b1bb-f3574cce671d,19,PIN,FLIPPED,FLIPPED,24,5474,2
Lakeview MHC-CUST,362/209,65824446,16d6a5a0-26b4-11f0-8272-45e3ef110760,22,PIN-B,NOT FLIPPED,NOT FLIPPED,2431,994,1
Lakeview MHC-CUST,362/209,75374361,08114b20-06be-11f1-a3d9-c99c67c82bc1,23,PIN,FLIPPED,FLIPPED,43,4782,2
Lakeview MHC-CUST,362/209,65829353,84275a00-e07d-11ef-a5fd-a97d57576080,24,PIN-B,NOT FLIPPED,NOT FLIPPED,2773,130,1
Lakeview MHC-CUST,362/209,79455117,da42cfc0-47f4-11f1-969c-6109d9dfb138,26,PIN-B,NOT FLIPPED,NOT FLIPPED,3108,212,1
Lakeview MHC-CUST,362/209,77052142,c74ec980-26b9-11f0-8272-45e3ef110760,27,PIN,FLIPPED,FLIPPED,30,5435,2
Lakeview MHC-CUST,362/209,70267644,586145c0-62c3-11f0-8658-7f4e94e41769,30,PIN,NOT FLIPPED,NOT FLIPPED,5148,28,1
Lakeview MHC-CUST,362/209,75361012,f66eb9c0-47f4-11f1-969c-6109d9dfb138,32,PIN,FLIPPED,FLIPPED,34,4781,2
Lakeview MHC-CUST,362/209,77041947,10686050-26b4-11f0-8272-45e3ef110760,6,PIN-B,FLIPPED,FLIPPED,567,1778,2
Lakeview MHC-CUST,362/209,79466544,a6119b00-47f4-11f1-969c-6109d9dfb138,7,PIN,FLIPPED,FLIPPED,2,4337,2
Lantana Trail,15154/260,65824222,c6f6e610-0ebe-11f0-8272-45e3ef110760,3612-1,PIN,FLIPPED,FLIPPED,0,5493,2
Lantana Trail,15154/260,75365492,026d86d0-f23b-11f0-8900-8bd481ce9a44,3612-3,PIN,NOT FLIPPED,NOT FLIPPED,1620,0,1
Lantana Trail,15154/260,75364933,6d5b0800-f23b-11f0-8900-8bd481ce9a44,3612-8,PIN,NOT FLIPPED,NOT FLIPPED,3198,0,1
Lantana Trail,15154/260,72718077,955a6d30-c75e-11f0-9842-6d029661c338,3618-1,PIN,NOT FLIPPED,NOT FLIPPED,5523,3,1
Lantana Trail,15154/260,72386707,35da17c0-9a72-11f0-b5af-5dfa9891b485,3620-1,PIN,FLIPPED,FLIPPED,0,5565,2
Lantana Trail,15154/260,79463004,b8d95390-3a93-11f1-b198-172a4a9f25c9,3620-6,PIN,FLIPPED,FLIPPED,6,864,2
Maple Creek Estates MHC,16185/314,75361590,693c1f50-48be-11f1-bc16-b52012ce6db2,23,PIN,NOT FLIPPED,NOT FLIPPED,5695,10,1
Maple Creek Estates MHC,16185/314,79467054,93f14f00-48bd-11f1-bc16-b52012ce6db2,28,PIN,NOT FLIPPED,NOT FLIPPED,2753,61,1
Maple Creek Estates MHC,16185/314,79465678,a2b202f0-48bd-11f1-bc16-b52012ce6db2,32,PIN,FLIPPED,FLIPPED,35,5714,2
Maple Creek Estates MHC,16185/314,79467229,cea6b020-48bf-11f1-bc16-b52012ce6db2,5,PIN,NOT FLIPPED,NOT FLIPPED,5811,32,1
Maple Creek Estates MHC,16185/314,75369361,238a6870-48c0-11f1-bc16-b52012ce6db2,6,PIN,NOT FLIPPED,NOT FLIPPED,5728,1,1
Maple Creek Estates MHC,16185/314,75365591,ec103520-48bd-11f1-bc16-b52012ce6db2,8,PIN,FLIPPED,FLIPPED,65,174,2
Maple Run MHC,363/219,70263171,0d39f0a0-6134-11f0-9fcd-87e94e720126,15,PIN,FLIPPED,FLIPPED,49,5392,2
Maple Run MHC-CUST,362/209,72381153,97d48920-aabb-11f0-98a7-c3bc57f9afe3,104,PIN-B,FLIPPED,FLIPPED,511,1175,2
Maple Run MHC-CUST,362/209,70258577,01e7d690-6134-11f0-9fcd-87e94e720126,111,PIN-B,NOT FLIPPED,NOT FLIPPED,2478,582,1
Maple Run MHC-CUST,362/209,72716386,e8414ee0-c6c0-11f0-9842-6d029661c338,114,PIN-B,FLIPPED,FLIPPED,688,2308,2
Maple Run MHC-CUST,362/209,70270994,3a5c8ab0-61df-11f0-8658-7f4e94e41769,126,PIN,FLIPPED,FLIPPED,13,4415,2
Maple Run MHC-CUST,362/209,72391327,804be870-aabb-11f0-98a7-c3bc57f9afe3,128,PIN-B,NOT FLIPPED,NOT FLIPPED,1898,709,1
Maple Run MHC-CUST,362/209,77059659,437a8e30-62c5-11f0-8658-7f4e94e41769,130,PIN-B,NOT FLIPPED,NOT FLIPPED,1225,507,1
Maple Run MHC-CUST,362/209,70260425,29207680-61df-11f0-8658-7f4e94e41769,134,PIN-B,FLIPPED,FLIPPED,648,1396,2
Maple Run MHC-CUST,362/209,70270630,dfbe2d00-61db-11f0-8658-7f4e94e41769,135,PIN-B,NOT FLIPPED,NOT FLIPPED,2157,891,1
Maple Run MHC-CUST,362/209,77052233,d47f77f0-34f9-11f0-8e55-b138a1c03c8e,137,PIN,FLIPPED,FLIPPED,21,5570,2
Maple Run MHC-CUST,362/209,77059998,3419e940-61df-11f0-8658-7f4e94e41769,138,PIN-B,FLIPPED,FLIPPED,693,2248,2
Maple Run MHC-CUST,362/209,65830534,2fe4a930-ea2c-11ef-b35e-23eef2ba43da,139,PIN-B,FLIPPED,FLIPPED,523,2697,2
Maple Run MHC-CUST,362/209,70260201,b267f0b0-5c0a-11f0-9fcd-87e94e720126,19,PIN-B,NOT FLIPPED,NOT FLIPPED,2324,1110,1
Maple Run MHC-CUST,362/209,70260854,05a77d80-626f-11f0-8658-7f4e94e41769,28,PIN,FLIPPED,FLIPPED,44,1580,2
Maple Run MHC-CUST,362/209,70264526,e0e9c690-629d-11f0-8658-7f4e94e41769,29,PIN,FLIPPED,FLIPPED,71,5684,2
Maple Run MHC-CUST,362/209,77055236,a9d04860-0ebe-11f0-8272-45e3ef110760,3,PIN-B,NOT FLIPPED,NOT FLIPPED,2500,572,1
Maple Run MHC-CUST,362/209,72716303,f7f00c50-c6c0-11f0-9842-6d029661c338,31,PIN-B,FLIPPED,FLIPPED,560,1987,2
Maple Run MHC-CUST,362/209,70260755,f50426e0-626e-11f0-8658-7f4e94e41769,32,PIN-B,FLIPPED,FLIPPED,1089,2639,2
Maple Run MHC-CUST,362/209,72715214,0d380bd0-c6c1-11f0-9842-6d029661c338,4,PIN-B,FLIPPED,FLIPPED,591,2342,2
Maple Run MHC-CUST,362/209,70272081,eb4e7ec0-626e-11f0-8658-7f4e94e41769,46,PIN-B,NOT FLIPPED,NOT FLIPPED,2085,441,1
Maple Run MHC-CUST,362/209,70264609,a3baebd0-5c0a-11f0-9fcd-87e94e720126,5,PIN-B,FLIPPED,FLIPPED,416,3882,2
Maple Run MHC-CUST,362/209,70270598,a630f0c0-62a0-11f0-8658-7f4e94e41769,59,PIN-B,FLIPPED,FLIPPED,642,1696,2
Maple Run MHC-CUST,362/209,70273527,ff9c11d0-6133-11f0-9fcd-87e94e720126,6,PIN-B,NOT FLIPPED,NOT FLIPPED,1648,459,1
Maple Run MHC-CUST,362/209,70267305,95ae4180-62a0-11f0-8658-7f4e94e41769,62,PIN,NOT FLIPPED,NOT FLIPPED,589,42,1
Maple Run MHC-CUST,362/209,70268568,9a7c2f60-62c3-11f0-8658-7f4e94e41769,63,PIN-B,FLIPPED,FLIPPED,593,2104,2
Maple Run MHC-CUST,362/209,65823893,144e7710-be5c-11ef-8f43-73c96c0de66f,64,PIN-B,FLIPPED,FLIPPED,406,1530,2
Maple Run MHC-CUST,362/209,70271059,ebcbe0c0-629d-11f0-8658-7f4e94e41769,67,PIN-B,FLIPPED,FLIPPED,1013,2362,2
Maple Run MHC-CUST,362/209,70267818,d5bbe4e0-6272-11f0-8658-7f4e94e41769,69,PIN-B,FLIPPED,FLIPPED,817,2766,2
Maple Run MHC-CUST,362/209,72722525,1c5f97e0-c6c1-11f0-9842-6d029661c338,74,PIN,NOT FLIPPED,NOT FLIPPED,182,0,1
Maple Run MHC-CUST,362/209,70269053,12507500-626f-11f0-8658-7f4e94e41769,8,PIN-B,FLIPPED,FLIPPED,321,3348,2
Maple Run MHC-CUST,362/209,72382052,8cea3190-aabb-11f0-98a7-c3bc57f9afe3,81,PIN-B,NOT FLIPPED,NOT FLIPPED,2508,1014,1
Maple Run MHC-CUST,362/209,65829031,0314fb90-c7cb-11ef-8f43-73c96c0de66f,82,PIN-B,NOT FLIPPED,NOT FLIPPED,3046,611,1
Maple Run MHC-CUST,362/209,77059915,cea83e70-61db-11f0-8658-7f4e94e41769,83,PIN-B,NOT FLIPPED,NOT FLIPPED,2944,522,1
Maple Run MHC-CUST,362/209,70260151,d8999000-61db-11f0-8658-7f4e94e41769,89,PIN-B,NOT FLIPPED,NOT FLIPPED,2352,279,1
Maple Run MHC-CUST,362/209,70265309,dd83a650-61db-11f0-8658-7f4e94e41769,99,PIN,NOT FLIPPED,NOT FLIPPED,5244,69,1
Mena Estates MHC,16185/314,70269822,ba090af0-51e9-11f0-acb1-514e01860b07,112BONNER,PIN,NOT FLIPPED,NOT FLIPPED,5779,3,1
Mena Estates MHC,16185/314,77041855,4b38d8c0-38b8-11f0-8e55-b138a1c03c8e,114BONNER,PIN,FLIPPED,FLIPPED,1,5240,2
Mena Estates MHC,16185/314,70270325,e5814e70-51e6-11f0-acb1-514e01860b07,116BONNER,PIN,FLIPPED,FLIPPED,1,5298,2
Mena Estates MHC,16185/314,77057653,6f705ec0-4097-11f0-8e55-b138a1c03c8e,119BONNER,PIN,FLIPPED,FLIPPED,1,1809,2
Mena Estates MHC,16185/314,65830724,a689f000-d955-11ef-b6c0-d371c5346bb9,122STRANDBERG,PIN,NOT FLIPPED,NOT FLIPPED,5449,61,1
Mena Estates MHC,16185/314,77055053,6be3ce20-3d8d-11f0-8e55-b138a1c03c8e,123BONNER,PIN,NOT FLIPPED,NOT FLIPPED,3969,373,1
Mena Estates MHC,16185/314,70269848,cc2eea40-51e6-11f0-acb1-514e01860b07,126STRANDBERG,PIN,NOT FLIPPED,NOT FLIPPED,5410,15,1
Mena Estates MHC,16185/314,77054395,53e4afe0-26ce-11f0-8272-45e3ef110760,129BONNER,PIN,NOT FLIPPED,NOT FLIPPED,5260,6,1
Mena Estates MHC,16185/314,77061101,27bdbf50-38b8-11f0-8e55-b138a1c03c8e,130BONNER,PIN,FLIPPED,FLIPPED,6,5633,2
Mena Estates MHC,16185/314,77054858,272724a0-38b8-11f0-8e55-b138a1c03c8e,131BONNER,PIN,NOT FLIPPED,NOT FLIPPED,5749,0,1
Mena Estates MHC,16185/314,77055681,81080070-4097-11f0-8e55-b138a1c03c8e,141BONNER,PIN,NOT FLIPPED,NOT FLIPPED,2841,8,1
Mena Estates MHC,16185/314,77055079,df1d1a60-3ce1-11f0-8e55-b138a1c03c8e,150BONNER,PIN,FLIPPED,FLIPPED,23,3855,2
Mena Estates MHC,16185/314,77052001,cc0f7c20-352e-11f0-8e55-b138a1c03c8e,152BONNER,PIN,FLIPPED,FLIPPED,0,5435,2
Mena Estates MHC,16185/314,77057760,591a7530-26ce-11f0-8272-45e3ef110760,156BONNER,PIN,FLIPPED,FLIPPED,0,815,2
Mena Estates MHC,16185/314,65831433,82602ca0-e240-11ef-a5fd-a97d57576080,165BONNER,PIN,NOT FLIPPED,NOT FLIPPED,5275,17,1
Mena Estates MHC,16185/314,77054221,d101ce30-3ce1-11f0-8e55-b138a1c03c8e,190BONNER,PIN,FLIPPED,FLIPPED,0,3023,2
Mena Estates MHC,16185/314,77059790,a8165e30-66b4-11f0-8658-7f4e94e41769,2310MAMAMIA,PIN,FLIPPED,FLIPPED,0,2715,2
Mena Estates MHC,16185/314,65829072,be8ec340-c746-11ef-8f43-73c96c0de66f,2311MAMAMIA,PIN,FLIPPED,FLIPPED,59,5105,2
Mena Estates MHC,16185/314,77062158,d5694700-3ce1-11f0-8e55-b138a1c03c8e,2314MAMAMIA,PIN,NOT FLIPPED,NOT FLIPPED,561,0,1
Mena Estates MHC,16185/314,77055491,768e77d0-25d7-11f0-8272-45e3ef110760,2317MAMAMIA,PIN,FLIPPED,FLIPPED,98,4424,2
Mena Estates MHC,16185/314,70264674,05730970-6674-11f0-8658-7f4e94e41769,2512HIGHWAY80,PIN,FLIPPED,FLIPPED,0,5560,2
Midtown MHP,15090/254,75361376,307f49b0-0c3e-11f1-8768-5551e7a34f27,10,PIN,NOT FLIPPED,NOT FLIPPED,4530,110,1
Midtown MHP,15090/254,75374668,76dfd6d0-0c3f-11f1-8768-5551e7a34f27,3,PIN,NOT FLIPPED,NOT FLIPPED,5721,0,1
Midtown MHP,15090/254,75364966,26199600-0c3f-11f1-8768-5551e7a34f27,4,PIN,NOT FLIPPED,NOT FLIPPED,4794,1,1
Midtown MHP,15090/254,75367779,7a652270-0c3e-11f1-8768-5551e7a34f27,6,PIN,NOT FLIPPED,NOT FLIPPED,242,45,1
Midtown MHP,15090/254,72722335,96923300-0c40-11f1-8768-5551e7a34f27,7,PIN,FLIPPED,FLIPPED,2,5570,2
Midtown MHP,15090/254,75372944,39155b90-0c3f-11f1-8768-5551e7a34f27,8,PIN,NOT FLIPPED,NOT FLIPPED,5418,0,1
Mill Creek Estates,363/219,75364263,e124a2d0-0c69-11f1-8768-5551e7a34f27,300U,PIN-B,FLIPPED,FLIPPED,571,2322,2
Mill Creek Estates,363/219,75374635,7aae51e0-0c69-11f1-8768-5551e7a34f27,318L,PIN,FLIPPED,FLIPPED,42,2657,2
Mill Creek Estates,363/219,75361947,70c6be20-0c86-11f1-8768-5551e7a34f27,354U,PIN-B,FLIPPED,FLIPPED,842,2402,2
Mill Creek Estates,363/219,75362556,13ff9660-0c6a-11f1-8768-5551e7a34f27,388L,PIN-B,FLIPPED,FLIPPED,834,3514,2
Mill Creek Estates,363/219,75374403,7c0619b0-0c69-11f1-8768-5551e7a34f27,399L,PIN,NOT FLIPPED,NOT FLIPPED,4972,61,1
Mill Creek Estates,363/219,72723507,c5de84f0-0c69-11f1-8768-5551e7a34f27,536V,PIN-B,FLIPPED,FLIPPED,119,3843,2
Mill Creek Estates,363/219,75361772,d4810280-0c69-11f1-8768-5551e7a34f27,545V,PIN-B,NOT FLIPPED,NOT FLIPPED,2525,696,1
Mill Creek Estates,363/219,75362861,7a110070-0c69-11f1-8768-5551e7a34f27,559V,PIN-B,FLIPPED,FLIPPED,644,2783,2
Mill Creek Estates,363/219,75371557,5a8654e0-0c86-11f1-8768-5551e7a34f27,570P,PIN-B,FLIPPED,FLIPPED,880,2088,2
Mission Apartments,12377/219,75373470,b8a202a0-0e6f-11f1-85e5-65eb60735c3d,8914,PIN,NOT FLIPPED,NOT FLIPPED,5593,0,1
Mission Apartments,12377/219,75374106,03abbcf0-f8ae-11f0-b153-63024d3301e1,8916,PIN,NOT FLIPPED,NOT FLIPPED,5213,0,1
Mission Apartments,12377/219,72724364,1686ff80-c427-11f0-9842-6d029661c338,8936,PIN,FLIPPED,FLIPPED,134,1049,2
Mountaineer Village MHC,15085/254,72381096,882a40b0-9e53-11f0-b5af-5dfa9891b485,1,PIN,FLIPPED,FLIPPED,20,5413,2
Mountaineer Village MHC,15085/254,70272214,e7b996e0-9e74-11f0-b5af-5dfa9891b485,10,PIN,FLIPPED,FLIPPED,0,5675,2
Mountaineer Village MHC,15085/254,70273014,1bed3210-9e74-11f0-b5af-5dfa9891b485,11,PIN,NOT FLIPPED,NOT FLIPPED,5135,2,1
Mountaineer Village MHC,15085/254,72381062,db980260-9e75-11f0-b5af-5dfa9891b485,12,PIN,FLIPPED,FLIPPED,0,5687,2
Mountaineer Village MHC,15085/254,70269517,5b1c14c0-9e73-11f0-b5af-5dfa9891b485,13,PIN,FLIPPED,FLIPPED,1,5586,2
Mountaineer Village MHC,15085/254,70262173,ef1b00b0-9e72-11f0-b5af-5dfa9891b485,15,PIN,NOT FLIPPED,NOT FLIPPED,5942,0,1
Mountaineer Village MHC,15085/254,72381260,5c45f950-9e74-11f0-b5af-5dfa9891b485,16,PIN,FLIPPED,FLIPPED,0,5669,2
Mountaineer Village MHC,15085/254,72391202,378fe450-9e73-11f0-b5af-5dfa9891b485,18,PIN,NOT FLIPPED,NOT FLIPPED,5668,2,1
Mountaineer Village MHC,15085/254,70268097,f81c2820-520e-11f0-acb1-514e01860b07,20,PIN,NOT FLIPPED,NOT FLIPPED,771,0,1
Mountaineer Village MHC,15085/254,70266109,cca6a8e0-9e72-11f0-b5af-5dfa9891b485,22,PIN,NOT FLIPPED,NOT FLIPPED,5500,0,1
Mountaineer Village MHC,15085/254,72381948,04a70e10-9e73-11f0-b5af-5dfa9891b485,23,PIN,NOT FLIPPED,NOT FLIPPED,5161,1,1
Mountaineer Village MHC,15085/254,70272297,b79135a0-9e73-11f0-b5af-5dfa9891b485,26,PIN,NOT FLIPPED,NOT FLIPPED,4324,1,1
Mountaineer Village MHC,15085/254,70272842,81a55890-9e73-11f0-b5af-5dfa9891b485,27,PIN,FLIPPED,FLIPPED,0,5751,2
Mountaineer Village MHC,15085/254,72378670,64e01f50-9e74-11f0-b5af-5dfa9891b485,3,PIN,FLIPPED,FLIPPED,35,5540,2
Mountaineer Village MHC,15085/254,70269194,ac126ea0-9e65-11f0-b5af-5dfa9891b485,31,PIN,NOT FLIPPED,NOT FLIPPED,5609,0,1
Mountaineer Village MHC,15085/254,72378902,2d3ce990-9e59-11f0-b5af-5dfa9891b485,34,PIN,FLIPPED,FLIPPED,0,5767,2
Mountaineer Village MHC,15085/254,70272248,e54c6770-9e74-11f0-b5af-5dfa9891b485,42,PIN,NOT FLIPPED,NOT FLIPPED,4961,34,1
Mountaineer Village MHC,15085/254,70261670,59f03ef0-9e73-11f0-b5af-5dfa9891b485,43,PIN,FLIPPED,FLIPPED,482,2680,2
Mountaineer Village MHC,15085/254,72721428,9b22a2f0-c4f7-11f0-9842-6d029661c338,44,PIN,NOT FLIPPED,NOT FLIPPED,5136,41,1
Mountaineer Village MHC,15085/254,72379330,d08ac410-9e76-11f0-b5af-5dfa9891b485,6,PIN,FLIPPED,FLIPPED,0,5714,2
Mountaineer Village MHC,15085/254,70272933,1c450b80-9e73-11f0-b5af-5dfa9891b485,7,PIN,NOT FLIPPED,NOT FLIPPED,4121,27,1
Mountaineer Village MHC,15085/254,70262900,78dda800-9e75-11f0-b5af-5dfa9891b485,8,PIN,FLIPPED,FLIPPED,0,5519,2
Mountaineer Village MHC,15085/254,70266497,d5b74c80-9e74-11f0-b5af-5dfa9891b485,9,PIN,NOT FLIPPED,NOT FLIPPED,5729,0,1
Mountaineer Village MHC,15085/254,72384694,4d024e00-9e59-11f0-b5af-5dfa9891b485,HOME,PIN,NOT FLIPPED,NOT FLIPPED,5677,31,1
